Distance,Elevation
0,2724.968
0.1,2724.929
0.2,2724.864
0.3,2724.876
0.4,2724.878
0.5,2724.787
0.6,2724.729
0.7,2724.746
0.8,2724.774
0.9,2724.748
1,2724.728
1.1,2724.709
1.2,2724.689
1.3,2724.698
1.4,2724.693
1.5,2724.655
1.6,2724.746
1.7,2724.889
1.8,2724.89
1.9,2725.107
2,2725.009
2.1,2725.003
2.2,2725.108
2.3,2725.146
2.4,2725.338
2.5,2725.561
