Date_Time,Q (L/s),SSC (mg/L)
2023-07-06 09:45:00,5.5627,3.299
2023-07-06 10:00:00,5.5627,3.299
2023-07-06 10:15:00,5.5627,3.438
2023-07-06 10:30:00,4.6787,3.494
2023-07-06 10:45:00,4.2403,3.801
2023-07-06 11:00:00,4.2403,4.024
2023-07-06 11:15:00,3.5834,4.052
2023-07-06 11:30:00,3.5834,4.219
2023-07-06 11:45:00,3.4605,4.47
2023-07-06 12:00:00,3.8421,4.386
2023-07-06 12:15:00,3.3417,4.386
2023-07-06 12:30:00,3.0266,4.582
2023-07-06 12:45:00,4.2403,4.665
2023-07-06 13:00:00,3.5834,4.833
2023-07-06 13:15:00,3.5834,5.0
2023-07-06 13:30:00,2.9225,11.385
2023-07-06 13:45:00,3.5834,8.457
2023-07-06 14:00:00,3.5834,6.422
2023-07-06 14:15:00,3.5834,9.852
2023-07-06 14:30:00,3.9553,6.729
2023-07-06 14:45:00,3.3417,5.864
2023-07-06 15:00:00,2.7248,10.27
2023-07-06 15:15:00,3.0266,6.896
2023-07-06 15:30:00,3.0266,6.394
2023-07-06 15:45:00,2.7248,6.227
2023-07-06 16:00:00,3.3417,5.669
2023-07-06 16:15:00,3.3417,5.781
2023-07-06 16:30:00,3.0266,5.418
2023-07-06 16:45:00,3.0266,5.307
2023-07-06 17:00:00,3.7105,5.279
2023-07-06 17:15:00,3.7105,5.446
2023-07-06 17:30:00,3.4605,6.31
2023-07-06 17:45:00,3.4605,6.952
2023-07-06 18:00:00,3.3417,6.171
2023-07-06 18:15:00,3.3417,5.836
2023-07-06 18:30:00,2.822,5.808
2023-07-06 18:45:00,3.1161,5.781
2023-07-06 19:00:00,3.7105,7.928
2023-07-06 19:15:00,3.3417,6.115
2023-07-06 19:30:00,3.3417,5.613
2023-07-06 19:45:00,3.7105,5.558
2023-07-06 20:00:00,3.3417,5.92
2023-07-06 20:15:00,3.5834,6.004
2023-07-06 20:30:00,3.9553,5.725
2023-07-06 20:45:00,3.9553,5.362
2023-07-06 21:00:00,3.5834,5.892
2023-07-06 21:15:00,3.7105,5.864
2023-07-06 21:30:00,4.3902,5.864
2023-07-06 21:45:00,4.0953,6.199
2023-07-06 22:00:00,4.3902,6.812
2023-07-06 22:15:00,4.3902,6.004
2023-07-06 22:30:00,3.9553,5.892
2023-07-06 22:45:00,4.3902,5.725
2023-07-06 23:00:00,4.3902,5.808
2023-07-06 23:15:00,3.9553,5.781
2023-07-06 23:30:00,3.9553,5.725
2023-07-06 23:45:00,4.3902,5.613
2023-07-07 00:00:00,3.9553,5.418
2023-07-07 00:15:00,4.0953,5.251
2023-07-07 00:30:00,4.3902,5.139
2023-07-07 00:45:00,4.0953,5.251
2023-07-07 01:00:00,4.3902,5.167
2023-07-07 01:15:00,4.8438,5.167
2023-07-07 01:30:00,4.3902,5.474
2023-07-07 01:45:00,4.3902,5.558
2023-07-07 02:00:00,4.3902,5.307
2023-07-07 02:15:00,4.6787,4.944
2023-07-07 02:30:00,4.3902,4.777
2023-07-07 02:45:00,3.9553,4.526
2023-07-07 03:00:00,4.6787,4.442
2023-07-07 03:15:00,4.6787,4.359
2023-07-07 03:30:00,4.3902,4.219
2023-07-07 03:45:00,4.8438,4.163
2023-07-07 04:00:00,4.3902,4.024
2023-07-07 04:15:00,4.8438,4.108
2023-07-07 04:30:00,4.8438,4.219
2023-07-07 04:45:00,4.6787,4.442
2023-07-07 05:00:00,4.6787,4.331
2023-07-07 05:15:00,4.6787,3.912
2023-07-07 05:30:00,4.3902,3.912
2023-07-07 05:45:00,4.3902,4.052
2023-07-07 06:00:00,4.3902,4.135
2023-07-07 06:15:00,4.8438,4.805
2023-07-07 06:30:00,4.8438,5.139
2023-07-07 06:45:00,4.3902,4.526
2023-07-07 07:00:00,5.5627,4.888
2023-07-07 07:15:00,4.6787,5.028
2023-07-07 07:30:00,4.0953,4.805
2023-07-07 07:45:00,4.8438,4.972
2023-07-07 08:00:00,4.3902,4.609
2023-07-07 08:15:00,4.6787,4.498
2023-07-07 08:30:00,3.9553,4.331
2023-07-07 08:45:00,4.6787,4.191
2023-07-07 09:00:00,4.3902,4.303
2023-07-07 09:15:00,3.5834,4.108
2023-07-07 09:30:00,4.2403,4.08
2023-07-07 09:45:00,4.8438,3.773
2023-07-07 10:00:00,3.7105,4.135
2023-07-07 10:15:00,4.3902,4.052
2023-07-07 10:30:00,3.7105,4.191
2023-07-07 10:45:00,3.1343,4.331
2023-07-07 11:00:00,3.5834,4.359
2023-07-07 11:15:00,3.0266,4.331
2023-07-07 11:30:00,3.227,4.916
2023-07-07 11:45:00,3.5834,4.944
2023-07-07 12:00:00,3.3417,4.749
2023-07-07 12:15:00,3.3417,4.749
2023-07-07 12:30:00,3.3417,4.972
2023-07-07 12:45:00,3.5834,4.944
2023-07-07 13:00:00,3.1343,5.0
2023-07-07 13:15:00,3.0266,5.334
2023-07-07 13:30:00,2.822,5.585
2023-07-07 13:45:00,3.3417,6.506
2023-07-07 14:00:00,2.5404,5.753
2023-07-07 14:15:00,2.5552,5.753
2023-07-07 14:30:00,2.5404,5.697
2023-07-07 14:45:00,2.822,6.561
2023-07-07 15:00:00,3.4605,6.701
2023-07-07 15:15:00,3.1343,6.171
2023-07-07 15:30:00,2.822,5.892
2023-07-07 15:45:00,2.7248,5.669
2023-07-07 16:00:00,2.5552,9.907
2023-07-07 16:15:00,4.0953,8.708
2023-07-07 16:30:00,3.1343,7.231
2023-07-07 16:45:00,3.4605,6.924
2023-07-07 17:00:00,3.9553,6.506
2023-07-07 17:15:00,3.3417,6.98
2023-07-07 17:30:00,4.0953,6.645
2023-07-07 17:45:00,3.7105,6.199
2023-07-07 18:00:00,3.7105,5.836
2023-07-07 18:15:00,4.0953,5.725
2023-07-07 18:30:00,4.0953,5.725
2023-07-07 18:45:00,3.9553,5.725
2023-07-07 19:00:00,3.7105,5.418
2023-07-07 19:15:00,4.3902,5.362
2023-07-07 19:30:00,3.9553,5.279
2023-07-07 19:45:00,3.9553,5.139
2023-07-07 20:00:00,3.3417,5.056
2023-07-07 20:15:00,3.7105,5.056
2023-07-07 20:30:00,3.3417,5.167
2023-07-07 20:45:00,4.0953,5.781
2023-07-07 21:00:00,3.7105,6.31
2023-07-07 21:15:00,3.4605,6.032
2023-07-07 21:30:00,3.3417,5.92
2023-07-07 21:45:00,3.9553,5.808
2023-07-07 22:00:00,3.7105,5.781
2023-07-07 22:15:00,4.3902,5.502
2023-07-07 22:30:00,3.9553,5.641
2023-07-07 22:45:00,3.7105,5.641
2023-07-07 23:00:00,3.9553,5.669
2023-07-07 23:15:00,4.3902,5.502
2023-07-07 23:30:00,4.3902,5.418
2023-07-07 23:45:00,4.3902,5.418
2023-07-08 00:00:00,4.3902,5.084
2023-07-08 00:15:00,4.0953,5.139
2023-07-08 00:30:00,4.3902,5.056
2023-07-08 00:45:00,4.3902,5.195
2023-07-08 01:00:00,4.3902,4.833
2023-07-08 01:15:00,3.9553,4.972
2023-07-08 01:30:00,4.3902,4.637
2023-07-08 01:45:00,4.6787,4.805
2023-07-08 02:00:00,4.3902,4.609
2023-07-08 02:15:00,4.0953,4.582
2023-07-08 02:30:00,4.6787,4.526
2023-07-08 02:45:00,4.0953,4.191
2023-07-08 03:00:00,4.6787,4.191
2023-07-08 03:15:00,4.3902,4.08
2023-07-08 03:30:00,4.8438,3.857
2023-07-08 03:45:00,4.8438,3.912
2023-07-08 04:00:00,3.9553,3.829
2023-07-08 04:15:00,4.0953,3.717
2023-07-08 04:30:00,4.8438,3.885
2023-07-08 04:45:00,4.3902,3.745
2023-07-08 05:00:00,4.3902,3.55
2023-07-08 05:15:00,4.8438,3.438
2023-07-08 05:30:00,5.3738,3.411
2023-07-08 05:45:00,4.3902,4.414
2023-07-08 06:00:00,4.0953,3.857
2023-07-08 06:15:00,4.3902,3.801
2023-07-08 06:30:00,5.7251,4.609
2023-07-08 06:45:00,4.3902,4.303
2023-07-08 07:00:00,4.3902,3.968
2023-07-08 07:15:00,4.3902,4.08
2023-07-08 07:30:00,4.6787,3.857
2023-07-08 07:45:00,3.9553,3.773
2023-07-08 08:00:00,4.6787,3.801
2023-07-08 08:15:00,4.6787,3.661
2023-07-08 08:30:00,4.8438,3.494
2023-07-08 08:45:00,4.2403,3.327
2023-07-08 09:00:00,4.6787,3.187
2023-07-08 09:15:00,4.2403,3.383
2023-07-08 09:30:00,4.3902,3.327
2023-07-08 09:45:00,4.8438,3.355
2023-07-08 10:00:00,3.9553,3.578
2023-07-08 10:15:00,3.9553,3.717
2023-07-08 10:30:00,3.3417,3.717
2023-07-08 10:45:00,4.8438,3.773
2023-07-08 11:00:00,4.6787,3.55
2023-07-08 11:15:00,3.9553,4.833
2023-07-08 11:30:00,3.227,4.944
2023-07-08 11:45:00,3.9553,4.888
2023-07-08 12:00:00,3.7105,4.442
2023-07-08 12:15:00,3.0266,4.359
2023-07-08 12:30:00,3.0266,6.032
2023-07-08 12:45:00,3.5834,4.805
2023-07-08 13:00:00,3.9553,4.749
2023-07-08 13:15:00,3.3417,4.916
2023-07-08 13:30:00,3.7105,4.721
2023-07-08 13:45:00,3.0266,4.665
2023-07-08 14:00:00,3.7105,4.777
2023-07-08 14:15:00,4.0953,4.888
2023-07-08 14:30:00,4.8438,5.279
2023-07-08 14:45:00,3.7105,5.139
2023-07-08 15:00:00,3.3417,4.916
2023-07-08 15:15:00,3.3417,5.167
2023-07-08 15:30:00,3.7105,5.725
2023-07-08 15:45:00,3.1161,4.944
2023-07-08 16:00:00,3.1161,5.39
2023-07-08 16:15:00,3.7105,5.307
2023-07-08 16:30:00,3.9553,5.195
2023-07-08 16:45:00,3.3417,5.307
2023-07-08 17:00:00,3.1343,5.334
2023-07-08 17:15:00,3.1343,5.502
2023-07-08 17:30:00,3.1343,5.446
2023-07-08 17:45:00,3.7105,5.362
2023-07-08 18:00:00,3.1161,5.251
2023-07-08 18:15:00,3.4605,5.139
2023-07-08 18:30:00,3.4605,5.0
2023-07-08 18:45:00,3.7105,5.028
2023-07-08 19:00:00,3.7105,5.362
2023-07-08 19:15:00,3.7105,5.084
2023-07-08 19:30:00,3.7105,4.944
2023-07-08 19:45:00,3.3417,4.833
2023-07-08 20:00:00,3.3417,5.111
2023-07-08 20:15:00,3.3417,7.509
2023-07-08 20:30:00,3.7105,6.673
2023-07-08 20:45:00,4.0953,6.059
2023-07-08 21:00:00,3.3417,6.282
2023-07-08 21:15:00,4.0953,6.729
2023-07-08 21:30:00,3.7105,7.928
2023-07-08 21:45:00,3.7105,6.729
2023-07-08 22:00:00,3.7105,6.422
2023-07-08 22:15:00,4.0953,6.784
2023-07-08 22:30:00,3.5834,8.011
2023-07-08 22:45:00,3.9553,7.928
2023-07-08 23:00:00,4.3902,7.426
2023-07-08 23:15:00,3.9553,7.286
2023-07-08 23:30:00,4.0953,6.645
2023-07-08 23:45:00,4.3902,6.255
2023-07-09 00:00:00,3.9553,6.506
2023-07-09 00:15:00,4.3902,6.645
2023-07-09 00:30:00,3.9553,6.673
2023-07-09 00:45:00,4.8438,6.143
2023-07-09 01:00:00,3.9553,6.478
2023-07-09 01:15:00,4.3902,6.059
2023-07-09 01:30:00,4.0953,6.032
2023-07-09 01:45:00,4.6787,5.808
2023-07-09 02:00:00,4.6787,5.669
2023-07-09 02:15:00,4.3902,5.725
2023-07-09 02:30:00,4.3902,5.808
2023-07-09 02:45:00,3.9553,6.338
2023-07-09 03:00:00,4.6787,7.732
2023-07-09 03:15:00,4.3902,6.756
2023-07-09 03:30:00,4.6787,7.147
2023-07-09 03:45:00,4.3902,6.282
2023-07-09 04:00:00,4.3902,7.175
2023-07-09 04:15:00,4.6787,7.007
2023-07-09 04:30:00,4.3902,7.454
2023-07-09 04:45:00,4.8438,8.429
2023-07-09 05:00:00,4.3902,10.242
2023-07-09 05:15:00,3.9553,9.684
2023-07-09 05:30:00,4.6787,8.151
2023-07-09 05:45:00,4.8438,9.768
2023-07-09 06:00:00,4.3902,6.087
2023-07-09 06:15:00,5.1912,4.275
2023-07-09 06:30:00,4.6787,3.996
2023-07-09 06:45:00,4.2403,4.024
2023-07-09 07:00:00,3.9553,5.195
2023-07-09 07:15:00,4.3902,6.255
2023-07-09 07:30:00,3.9553,5.836
2023-07-09 07:45:00,4.3902,6.701
2023-07-09 08:00:00,4.3902,5.864
2023-07-09 08:15:00,4.2403,6.115
2023-07-09 08:30:00,3.9553,6.087
2023-07-09 08:45:00,4.2403,6.45
2023-07-09 09:00:00,4.2403,5.781
2023-07-09 09:15:00,3.9553,3.665
2023-07-09 09:30:00,3.8421,3.363
2023-07-09 09:45:00,3.5834,3.252
2023-07-09 10:00:00,4.2403,3.693
2023-07-09 10:15:00,3.8421,3.693
2023-07-09 10:30:00,3.5834,3.83
2023-07-09 10:45:00,3.227,3.94
2023-07-09 11:00:00,3.227,4.188
2023-07-09 11:15:00,2.7248,4.105
2023-07-09 11:30:00,2.7248,4.711
2023-07-09 11:45:00,3.3417,4.491
2023-07-09 12:00:00,2.2206,5.261
2023-07-09 12:15:00,2.9225,7.352
2023-07-09 12:30:00,2.2999,5.151
2023-07-09 12:45:00,3.0266,5.206
2023-07-09 13:00:00,3.227,5.619
2023-07-09 13:15:00,2.4672,5.894
2023-07-09 13:30:00,2.7248,6.829
2023-07-09 13:45:00,3.0266,5.481
2023-07-09 14:00:00,3.227,5.756
2023-07-09 14:15:00,3.0266,5.646
2023-07-09 14:30:00,2.7248,7.462
2023-07-09 14:45:00,2.7248,6.609
2023-07-09 15:00:00,2.7248,6.912
2023-07-09 15:15:00,2.7248,8.728
2023-07-09 15:30:00,2.5404,6.389
2023-07-09 15:45:00,2.7248,8.453
2023-07-09 16:00:00,2.5404,9.608
2023-07-09 16:15:00,2.5404,7.242
2023-07-09 16:30:00,2.5404,7.435
2023-07-09 16:45:00,2.5404,7.297
2023-07-09 17:00:00,2.5404,10.819
2023-07-09 17:15:00,3.0266,8.15
2023-07-09 17:30:00,2.822,10.599
2023-07-09 17:45:00,2.5404,11.864
2023-07-09 18:00:00,2.5404,6.554
2023-07-09 18:15:00,3.1161,7.627
2023-07-09 18:30:00,2.0698,9.993
2023-07-09 18:45:00,2.5404,10.544
2023-07-09 19:00:00,2.5404,8.865
2023-07-09 19:15:00,3.0266,6.169
2023-07-09 19:30:00,2.822,5.976
2023-07-09 19:45:00,2.822,5.591
2023-07-09 20:00:00,2.7248,5.426
2023-07-09 20:15:00,3.0266,5.509
2023-07-09 20:30:00,3.0266,5.371
2023-07-09 20:45:00,3.3417,6.307
2023-07-09 21:00:00,3.0266,5.894
2023-07-09 21:15:00,3.5834,6.444
2023-07-09 21:30:00,3.0266,6.389
2023-07-09 21:45:00,3.3417,6.252
2023-07-09 22:00:00,2.822,6.141
2023-07-09 22:15:00,2.7248,6.719
2023-07-09 22:30:00,3.227,5.674
2023-07-09 22:45:00,3.3417,6.389
2023-07-09 23:00:00,3.0266,5.976
2023-07-09 23:15:00,3.5834,6.609
2023-07-09 23:30:00,3.3417,5.564
2023-07-09 23:45:00,3.0266,5.866
2023-07-10 00:00:00,3.227,5.976
2023-07-10 00:15:00,3.227,5.866
2023-07-10 00:30:00,3.9553,5.976
2023-07-10 00:45:00,3.5834,5.701
2023-07-10 01:00:00,3.9553,5.399
2023-07-10 01:15:00,3.227,6.252
2023-07-10 01:30:00,3.0266,5.399
2023-07-10 01:45:00,3.5834,5.454
2023-07-10 02:00:00,3.5834,5.289
2023-07-10 02:15:00,3.227,5.454
2023-07-10 02:30:00,3.5834,5.894
2023-07-10 02:45:00,3.5834,5.371
2023-07-10 03:00:00,3.5834,5.674
2023-07-10 03:15:00,3.3417,5.234
2023-07-10 03:30:00,3.5834,5.068
2023-07-10 03:45:00,3.5834,5.206
2023-07-10 04:00:00,3.5834,4.463
2023-07-10 04:15:00,3.3417,4.766
2023-07-10 04:30:00,3.5834,5.013
2023-07-10 04:45:00,3.227,4.656
2023-07-10 05:00:00,3.5834,4.601
2023-07-10 05:15:00,3.9553,4.573
2023-07-10 05:30:00,3.227,4.353
2023-07-10 05:45:00,3.5834,4.436
2023-07-10 06:00:00,3.3417,4.683
2023-07-10 06:15:00,4.2403,5.178
2023-07-10 06:30:00,3.9553,4.628
2023-07-10 06:45:00,3.5834,4.601
2023-07-10 07:00:00,4.2403,5.261
2023-07-10 07:15:00,3.8421,4.601
2023-07-10 07:30:00,3.9553,4.491
2023-07-10 07:45:00,4.6787,4.876
2023-07-10 08:00:00,3.8421,4.683
2023-07-10 08:15:00,4.2403,5.096
2023-07-10 08:30:00,4.2403,5.454
2023-07-10 08:45:00,3.9553,4.326
2023-07-10 09:00:00,3.8199,4.271
2023-07-10 09:15:00,4.2403,4.381
2023-07-10 09:30:00,4.2403,4.078
2023-07-10 09:45:00,3.8199,4.628
2023-07-10 10:00:00,3.8199,5.167
2023-07-10 10:15:00,3.8199,4.582
2023-07-10 10:30:00,3.4605,4.888
2023-07-10 10:45:00,3.4605,4.805
2023-07-10 11:00:00,3.4605,5.418
2023-07-10 11:15:00,3.0266,5.111
2023-07-10 11:30:00,3.8199,4.86
2023-07-10 11:45:00,3.4605,5.836
2023-07-10 12:00:00,3.4605,6.032
2023-07-10 12:15:00,2.631,5.669
2023-07-10 12:30:00,3.227,5.474
2023-07-10 12:45:00,3.0266,5.781
2023-07-10 13:00:00,2.9225,6.143
2023-07-10 13:15:00,2.9225,6.98
2023-07-10 13:30:00,2.2206,6.478
2023-07-10 13:45:00,3.0266,6.617
2023-07-10 14:00:00,2.9225,5.725
2023-07-10 14:15:00,2.4672,5.669
2023-07-10 14:30:00,2.2206,6.087
2023-07-10 14:45:00,3.0266,6.84
2023-07-10 15:00:00,2.7248,6.199
2023-07-10 15:15:00,2.4672,6.812
2023-07-10 15:30:00,3.0266,6.338
2023-07-10 15:45:00,3.0266,6.31
2023-07-10 16:00:00,2.5552,6.199
2023-07-10 16:15:00,2.4672,6.032
2023-07-10 16:30:00,2.2999,6.589
2023-07-10 16:45:00,2.7248,6.868
2023-07-10 17:00:00,2.4672,6.478
2023-07-10 17:15:00,2.2999,6.673
2023-07-10 17:30:00,2.5552,6.812
2023-07-10 17:45:00,2.2999,6.143
2023-07-10 18:00:00,2.822,6.394
2023-07-10 18:15:00,2.2999,6.366
2023-07-10 18:30:00,2.5552,6.087
2023-07-10 18:45:00,2.2999,6.31
2023-07-10 19:00:00,2.5552,6.004
2023-07-10 19:15:00,3.3417,6.199
2023-07-10 19:30:00,2.7248,6.282
2023-07-10 19:45:00,2.7248,6.422
2023-07-10 20:00:00,3.0266,6.533
2023-07-10 20:15:00,3.3417,5.753
2023-07-10 20:30:00,2.9225,6.338
2023-07-10 20:45:00,3.5834,7.844
2023-07-10 21:00:00,3.0266,7.983
2023-07-10 21:15:00,3.3417,7.621
2023-07-10 21:30:00,3.3417,7.816
2023-07-10 21:45:00,2.7248,7.481
2023-07-10 22:00:00,3.227,7.816
2023-07-10 22:15:00,3.227,7.091
2023-07-10 22:30:00,3.0266,7.286
2023-07-10 22:45:00,3.0266,6.98
2023-07-10 23:00:00,3.3417,8.123
2023-07-10 23:15:00,3.5834,7.286
2023-07-10 23:30:00,3.5834,7.119
2023-07-10 23:45:00,3.5834,6.561
2023-07-11 00:00:00,3.5834,7.063
2023-07-11 00:15:00,3.5834,6.561
2023-07-11 00:30:00,3.3417,7.621
2023-07-11 00:45:00,3.0266,6.896
2023-07-11 01:00:00,3.227,6.31
2023-07-11 01:15:00,3.8199,6.366
2023-07-11 01:30:00,3.5834,6.032
2023-07-11 01:45:00,3.8199,6.31
2023-07-11 02:00:00,3.9553,5.864
2023-07-11 02:15:00,3.5834,5.753
2023-07-11 02:30:00,3.5834,5.892
2023-07-11 02:45:00,3.5834,5.948
2023-07-11 03:00:00,3.5834,5.976
2023-07-11 03:15:00,3.5834,5.558
2023-07-11 03:30:00,3.5834,5.92
2023-07-11 03:45:00,3.8199,5.725
2023-07-11 04:00:00,3.9553,5.502
2023-07-11 04:15:00,3.9553,5.558
2023-07-11 04:30:00,3.8199,5.753
2023-07-11 04:45:00,3.8199,5.781
2023-07-11 05:00:00,4.2403,5.223
2023-07-11 05:15:00,4.6787,5.307
2023-07-11 05:30:00,3.9553,5.781
2023-07-11 05:45:00,3.9553,4.888
2023-07-11 06:00:00,3.8421,6.84
2023-07-11 06:15:00,4.2403,8.151
2023-07-11 06:30:00,4.2403,7.342
2023-07-11 06:45:00,3.5834,6.171
2023-07-11 07:00:00,3.8421,6.338
2023-07-11 07:15:00,3.8421,6.171
2023-07-11 07:30:00,3.8421,6.31
2023-07-11 07:45:00,3.8421,5.362
2023-07-11 08:00:00,3.9553,5.577
2023-07-11 08:15:00,4.0953,9.015
2023-07-11 08:30:00,3.5834,7.732
2023-07-11 08:45:00,3.8199,7.342
2023-07-11 09:00:00,3.4605,6.812
2023-07-11 09:15:00,3.8199,6.282
2023-07-11 09:30:00,3.5834,5.697
2023-07-11 09:45:00,3.5834,6.366
2023-07-11 10:00:00,3.227,5.864
2023-07-11 10:15:00,3.5834,5.92
2023-07-11 10:30:00,2.9225,5.92
2023-07-11 10:45:00,3.227,5.585
2023-07-11 11:00:00,2.631,6.143
2023-07-11 11:15:00,2.9225,5.474
2023-07-11 11:30:00,2.9225,6.143
2023-07-11 11:45:00,2.631,5.697
2023-07-11 12:00:00,2.4672,6.282
2023-07-11 12:15:00,2.631,6.227
2023-07-11 12:30:00,2.4672,6.84
2023-07-11 12:45:00,2.7248,9.127
2023-07-11 13:00:00,2.9225,10.158
2023-07-11 13:15:00,2.631,7.007
2023-07-11 13:30:00,2.2206,6.338
2023-07-11 13:45:00,2.4672,6.366
2023-07-11 14:00:00,2.4672,7.928
2023-07-11 14:15:00,2.7248,6.84
2023-07-11 14:30:00,2.5552,6.589
2023-07-11 14:45:00,2.4672,6.561
2023-07-11 15:00:00,2.082,5.892
2023-07-11 15:15:00,2.5404,5.892
2023-07-11 15:30:00,2.2999,5.697
2023-07-11 15:45:00,2.7248,6.84
2023-07-11 16:00:00,2.4672,7.007
2023-07-11 16:15:00,2.2999,7.928
2023-07-11 16:30:00,2.4672,6.561
2023-07-11 16:45:00,2.082,5.892
2023-07-11 17:00:00,2.2999,0.0
2023-07-11 17:15:00,2.5552,0.0
2023-07-11 17:30:00,2.5552,0.0
2023-07-11 17:45:00,2.5552,5.892
2023-07-11 18:00:00,1.9406,6.673
2023-07-11 18:15:00,2.082,6.143
2023-07-11 18:30:00,2.082,6.171
2023-07-11 18:45:00,2.2999,6.171
2023-07-11 19:00:00,3.0266,5.892
2023-07-11 19:15:00,2.1439,5.781
2023-07-11 19:30:00,2.082,5.892
2023-07-11 19:45:00,1.8087,5.864
2023-07-11 20:00:00,1.8087,5.808
2023-07-11 20:15:00,1.637,5.669
2023-07-11 20:30:00,2.1439,5.725
2023-07-11 20:45:00,1.9406,5.892
2023-07-11 21:00:00,2.082,6.673
2023-07-11 21:15:00,1.8735,6.729
2023-07-11 21:30:00,1.9406,6.756
2023-07-11 21:45:00,2.2999,6.784
2023-07-11 22:00:00,2.2999,6.84
2023-07-11 22:15:00,2.2999,6.729
2023-07-11 22:30:00,1.9406,6.617
2023-07-11 22:45:00,2.082,6.645
2023-07-11 23:00:00,2.1439,6.756
2023-07-11 23:15:00,2.0698,6.589
2023-07-11 23:30:00,2.2999,6.45
2023-07-11 23:45:00,2.2999,6.394
2023-07-12 00:00:00,2.0698,6.422
2023-07-12 00:15:00,2.082,6.255
2023-07-12 00:30:00,2.0698,6.255
2023-07-12 00:45:00,2.0698,6.087
2023-07-12 01:00:00,2.0698,6.087
2023-07-12 01:15:00,2.2999,6.45
2023-07-12 01:30:00,2.4672,6.171
2023-07-12 01:45:00,2.082,6.004
2023-07-12 02:00:00,2.2999,5.92
2023-07-12 02:15:00,2.082,5.808
2023-07-12 02:30:00,2.2999,5.781
2023-07-12 02:45:00,2.2999,5.697
2023-07-12 03:00:00,2.5552,5.446
2023-07-12 03:15:00,2.2999,5.446
2023-07-12 03:30:00,2.5552,5.362
2023-07-12 03:45:00,2.5552,5.307
2023-07-12 04:00:00,2.2999,5.362
2023-07-12 04:15:00,2.2999,5.279
2023-07-12 04:30:00,2.2999,5.084
2023-07-12 04:45:00,2.2999,4.944
2023-07-12 05:00:00,2.2999,6.171
2023-07-12 05:15:00,2.4672,5.279
2023-07-12 05:30:00,2.4672,5.084
2023-07-12 05:45:00,2.7248,5.53
2023-07-12 06:00:00,2.2999,10.353
2023-07-12 06:15:00,2.5404,6.143
2023-07-12 06:30:00,2.4672,5.446
2023-07-12 06:45:00,2.7248,5.502
2023-07-12 07:00:00,2.4672,5.502
2023-07-12 07:15:00,2.4672,5.781
2023-07-12 07:30:00,2.4672,6.394
2023-07-12 07:45:00,2.4672,5.697
2023-07-12 08:00:00,2.2206,5.558
2023-07-12 08:15:00,2.5552,5.139
2023-07-12 08:30:00,2.5552,4.916
2023-07-12 08:45:00,2.2999,4.721
2023-07-12 09:00:00,2.2206,4.609
2023-07-12 09:15:00,2.4672,4.554
2023-07-12 09:30:00,2.2999,4.526
2023-07-12 09:45:00,2.2206,4.554
2023-07-12 10:00:00,2.2206,4.665
2023-07-12 10:15:00,2.082,4.833
2023-07-12 10:30:00,2.082,5.028
2023-07-12 10:45:00,2.0698,4.944
