Date_Time,SSC (mg/L)
7/6/2022 15:00,4.203
7/6/2022 15:15,4.656
7/6/2022 15:30,4.429
7/6/2022 15:45,17.854
7/6/2022 15:50,22.414
7/6/2022 15:55,4.656
7/6/2022 16:00,5.449
7/6/2022 16:05,5.930
7/6/2022 16:10,4.033
7/6/2022 16:15,2.390
7/6/2022 16:30,4.543
7/6/2022 16:45,4.259
7/6/2022 17:00,10.065
7/6/2022 17:15,2.333
7/6/2022 17:30,3.211
7/6/2022 17:45,4.118
7/6/2022 18:00,3.155
7/6/2022 18:15,3.070
7/6/2022 18:30,3.410
7/6/2022 18:45,3.211
7/6/2022 19:00,2.617
7/6/2022 19:15,2.390
7/6/2022 19:30,2.050
7/6/2022 19:45,1.909
7/6/2022 20:00,1.937
7/6/2022 20:15,1.512
7/6/2022 20:30,1.965
7/6/2022 20:45,1.710
7/6/2022 21:00,1.767
7/6/2022 21:15,1.965
7/6/2022 21:30,1.739
7/6/2022 21:45,1.484
7/6/2022 22:00,1.824
7/6/2022 22:15,1.767
7/6/2022 22:30,1.682
7/6/2022 22:45,1.682
7/6/2022 23:00,1.342
7/6/2022 23:15,1.455
7/6/2022 23:30,2.079
7/6/2022 23:45,1.625
7/7/2022 0:00,1.880
7/7/2022 0:15,1.994
7/7/2022 0:30,1.994
7/7/2022 0:45,1.795
7/7/2022 1:00,1.512
7/7/2022 1:15,1.314
7/7/2022 1:30,1.455
7/7/2022 1:45,1.455
7/7/2022 2:00,1.342
7/7/2022 2:15,1.399
7/7/2022 2:30,1.172
7/7/2022 2:45,1.625
7/7/2022 3:00,1.172
7/7/2022 3:15,1.399
7/7/2022 3:30,1.399
7/7/2022 3:45,1.144
7/7/2022 4:00,1.087
7/7/2022 4:15,1.399
7/7/2022 4:30,1.257
7/7/2022 4:45,1.031
7/7/2022 5:00,1.371
7/7/2022 5:15,1.172
7/7/2022 5:30,1.455
7/7/2022 5:45,1.314
7/7/2022 6:00,1.399
7/7/2022 6:15,1.031
7/7/2022 6:30,1.144
7/7/2022 6:45,1.144
7/7/2022 7:00,1.484
7/7/2022 7:15,1.059
7/7/2022 7:30,1.116
7/7/2022 7:45,1.116
7/7/2022 8:00,0.974
7/7/2022 8:15,1.399
7/7/2022 8:30,0.946
7/7/2022 8:45,0.861
7/7/2022 9:00,0.917
7/7/2022 9:15,1.002
7/7/2022 9:30,0.804
7/7/2022 9:45,1.257
7/7/2022 10:00,0.917
7/7/2022 10:15,0.719
7/7/2022 10:30,1.229
7/7/2022 10:45,0.889
7/7/2022 11:00,0.946
7/7/2022 11:15,1.002
7/7/2022 11:30,0.832
7/7/2022 11:45,1.031
7/7/2022 12:00,0.747
7/7/2022 12:15,0.804
7/7/2022 12:30,0.832
7/7/2022 12:45,0.634
7/7/2022 13:00,0.832
7/7/2022 13:15,1.172
7/7/2022 13:30,1.087
7/7/2022 13:45,0.606
7/7/2022 14:00,0.974
7/7/2022 14:15,0.832
7/7/2022 14:30,0.691
7/7/2022 14:45,1.116
7/7/2022 15:00,0.606
7/7/2022 15:15,0.351
7/7/2022 15:30,0.351
7/7/2022 15:45,0.606
7/7/2022 16:00,0.493
7/7/2022 16:15,0.776
7/7/2022 16:30,0.606
7/7/2022 16:45,0.464
7/7/2022 17:00,0.436
7/7/2022 17:15,0.776
7/7/2022 17:30,0.464
7/7/2022 17:45,0.181
7/7/2022 18:00,0.209
7/7/2022 18:15,0.181
7/7/2022 18:30,0.323
7/7/2022 18:45,0.209
7/7/2022 19:00,0.294
7/7/2022 19:15,0.379
7/7/2022 19:30,0.408
7/7/2022 19:45,0.379
7/7/2022 20:00,0.011
7/7/2022 20:15,0.691
7/7/2022 20:30,0.464
7/7/2022 20:45,0.209
7/7/2022 21:00,0.039
7/7/2022 21:15,0.209
7/7/2022 21:30,0.379
7/7/2022 21:45,0.209
7/7/2022 22:00,0.294
7/7/2022 22:15,0.181
7/7/2022 22:30,0.209
7/7/2022 22:45,0.323
7/7/2022 23:00,0.181
7/7/2022 23:15,0.493
7/7/2022 23:30,0.493
7/7/2022 23:45,0.266
7/8/2022 0:00,0.181
7/8/2022 0:15,0.068
7/8/2022 0:30,0.209
7/8/2022 0:45,-0.102
7/8/2022 1:00,0.266
7/8/2022 1:15,0.096
7/8/2022 1:30,0.181
7/8/2022 1:45,-0.102
7/8/2022 2:00,0.068
7/8/2022 2:15,0.068
7/8/2022 2:30,0.124
7/8/2022 2:45,-0.074
7/8/2022 3:00,-0.300
7/8/2022 3:15,-0.159
7/8/2022 3:30,-0.102
7/8/2022 3:45,-0.159
7/8/2022 4:00,-0.017
7/8/2022 4:15,-0.187
7/8/2022 4:30,-0.357
7/8/2022 4:45,-0.414
7/8/2022 5:00,-0.187
7/8/2022 5:15,-0.300
7/8/2022 5:30,-0.187
7/8/2022 5:45,-0.102
7/8/2022 6:00,-0.357
7/8/2022 6:15,-0.216
7/8/2022 6:30,-0.329
7/8/2022 6:45,-0.357
7/8/2022 7:00,-0.216
7/8/2022 7:15,-0.470
7/8/2022 7:30,-0.300
7/8/2022 7:45,-0.329
7/8/2022 8:00,-0.300
7/8/2022 8:15,-0.499
7/8/2022 8:30,-0.414
7/8/2022 8:45,-0.584
7/8/2022 9:00,-0.555
7/8/2022 9:15,-0.612
7/8/2022 9:30,-0.385
7/8/2022 9:45,-0.640
7/8/2022 10:00,-0.216
7/8/2022 10:15,-0.300
7/8/2022 10:30,-0.499
7/8/2022 10:45,-0.272
7/8/2022 11:00,-0.442
7/8/2022 11:15,-0.187
7/8/2022 11:30,-0.499
7/8/2022 11:45,-0.074
7/8/2022 12:00,-0.329
7/8/2022 12:15,-0.159
7/8/2022 12:30,-0.300
7/8/2022 12:45,-0.329
7/8/2022 13:00,-0.499
7/8/2022 13:15,-0.499
7/8/2022 13:30,-0.159
7/8/2022 13:45,-0.442
7/8/2022 14:00,-0.357
7/8/2022 14:15,-0.329
7/8/2022 14:30,-0.216
7/8/2022 14:45,-0.357
7/8/2022 15:00,-0.442
7/8/2022 15:15,-0.329
7/8/2022 15:30,-0.102
7/8/2022 15:45,-0.470
7/8/2022 16:00,-0.414
7/8/2022 16:15,-0.187
7/8/2022 16:30,-0.329
7/8/2022 16:45,-0.499
7/8/2022 17:00,-0.499
7/8/2022 17:15,-0.612
7/8/2022 17:30,-0.640
7/8/2022 17:45,-0.499
7/8/2022 18:00,-0.697
7/8/2022 18:15,-0.527
7/8/2022 18:30,-0.839
7/8/2022 18:45,-0.810
7/8/2022 19:00,-0.697
7/8/2022 19:15,-0.697
7/8/2022 19:30,-0.782
7/8/2022 19:45,-0.612
7/8/2022 20:00,-0.952
7/8/2022 20:15,-0.754
7/8/2022 20:30,-0.782
7/8/2022 20:45,-1.009
7/8/2022 21:00,-0.924
7/8/2022 21:15,-0.810
7/8/2022 21:30,-0.839
7/8/2022 21:45,-0.754
7/8/2022 22:00,-0.669
7/8/2022 22:15,-0.725
7/8/2022 22:30,-0.669
7/8/2022 22:45,-0.669
7/8/2022 23:00,-0.839
7/8/2022 23:15,-0.895
7/8/2022 23:30,-0.839
7/8/2022 23:45,-0.754
7/9/2022 0:00,-0.980
7/9/2022 0:15,-0.867
7/9/2022 0:30,-0.839
7/9/2022 0:45,-1.065
7/9/2022 1:00,-0.810
7/9/2022 1:15,-1.009
7/9/2022 1:30,-0.640
7/9/2022 1:45,-1.207
7/9/2022 2:00,-0.952
7/9/2022 2:15,-1.150
7/9/2022 2:30,-1.377
7/9/2022 2:45,-0.952
7/9/2022 3:00,-1.122
7/9/2022 3:15,-1.405
7/9/2022 3:30,-1.037
7/9/2022 3:45,-0.754
7/9/2022 4:00,-1.178
7/9/2022 4:15,-1.348
7/9/2022 4:30,-1.207
7/9/2022 4:45,-1.207
7/9/2022 5:00,-1.207
7/9/2022 5:15,-1.207
7/9/2022 5:30,-1.122
7/9/2022 5:45,-0.980
7/9/2022 6:00,-1.320
7/9/2022 6:15,-1.207
7/9/2022 6:30,-0.924
7/9/2022 6:45,-1.207
7/9/2022 7:00,-1.122
7/9/2022 7:15,-1.150
7/9/2022 7:30,-1.462
7/9/2022 7:45,-1.150
7/9/2022 8:00,-1.207
7/9/2022 8:15,-1.490
7/9/2022 8:30,-1.292
7/9/2022 8:45,-1.490
7/9/2022 9:00,-1.405
7/9/2022 9:15,-1.490
7/9/2022 9:30,-1.518
7/9/2022 9:45,-1.377
7/9/2022 10:00,-1.292
7/9/2022 10:15,-1.490
7/9/2022 10:30,-1.065
7/9/2022 10:45,-1.348
7/9/2022 11:00,-0.867
7/9/2022 11:15,-1.009
7/9/2022 11:30,-0.980
7/9/2022 11:45,-1.207
7/9/2022 12:00,-0.980
7/9/2022 12:15,-1.207
7/9/2022 12:30,-1.292
7/9/2022 12:45,-1.122
7/9/2022 13:00,-1.009
7/9/2022 13:15,-1.263
7/9/2022 13:30,-1.320
7/9/2022 13:45,-1.093
7/9/2022 14:00,31.335
7/9/2022 14:05,36.122
7/9/2022 14:10,21.734
7/9/2022 14:15,11.821
7/9/2022 14:20,10.009
7/9/2022 14:25,8.168
7/9/2022 14:30,6.412
7/9/2022 14:45,3.240
7/9/2022 15:00,2.843
7/9/2022 15:15,1.625
7/9/2022 15:30,0.747
7/9/2022 15:45,1.031
7/9/2022 16:00,0.804
7/9/2022 16:15,1.427
7/9/2022 16:30,1.852
7/9/2022 16:45,1.059
7/9/2022 17:00,1.484
7/9/2022 17:15,0.634
7/9/2022 17:30,0.351
7/9/2022 17:45,0.181
7/9/2022 18:00,0.181
7/9/2022 18:15,-0.555
7/9/2022 18:30,-0.470
7/9/2022 18:45,-0.754
7/9/2022 19:00,-0.357
7/9/2022 19:15,-1.037
7/9/2022 19:30,-1.065
7/9/2022 19:45,-1.150
7/9/2022 20:00,-1.603
7/9/2022 20:15,-1.348
7/9/2022 20:30,-1.348
7/9/2022 20:45,-1.462
7/9/2022 21:00,-1.320
7/9/2022 21:15,-1.433
7/9/2022 21:30,-1.490
7/9/2022 21:45,-1.490
7/9/2022 22:00,-1.688
7/9/2022 22:15,-1.802
7/9/2022 22:30,-1.802
7/9/2022 22:45,-1.943
7/9/2022 23:00,-1.887
7/9/2022 23:15,-1.858
7/9/2022 23:30,-1.547
7/9/2022 23:45,-1.830
7/10/2022 0:00,-1.830
7/10/2022 0:15,-1.632
7/10/2022 0:30,-2.056
7/10/2022 0:45,-1.971
7/10/2022 1:00,-1.745
7/10/2022 1:15,-2.056
7/10/2022 1:30,-1.802
7/10/2022 1:45,-2.056
7/10/2022 2:00,-2.028
7/10/2022 2:15,-2.000
7/10/2022 2:30,-2.000
7/10/2022 2:45,-2.113
7/10/2022 3:00,-2.000
7/10/2022 3:15,-2.028
7/10/2022 3:30,-2.255
7/10/2022 3:45,-2.226
7/10/2022 4:00,-2.170
7/10/2022 4:15,-2.028
7/10/2022 4:30,-1.887
7/10/2022 4:45,-2.538
7/10/2022 5:00,-2.000
7/10/2022 5:15,-2.113
7/10/2022 5:30,-2.396
7/10/2022 5:45,-2.141
7/10/2022 6:00,-2.141
7/10/2022 6:15,-2.311
7/10/2022 6:30,-2.141
7/10/2022 6:45,-2.283
7/10/2022 7:00,-2.170
7/10/2022 7:15,-2.481
7/10/2022 7:30,-2.481
7/10/2022 7:45,-2.340
7/10/2022 8:00,-2.538
7/10/2022 8:15,-2.368
7/10/2022 8:30,-2.623
7/10/2022 8:45,-2.481
7/10/2022 9:00,-2.764
7/10/2022 9:15,-2.595
7/10/2022 9:30,-2.510
