Date_Time,Q (L/s),SSC (mg/L)
2023-04-17 12:00:00,132.66486666666665,2.2106
2023-04-17 12:15:00,141.02146666666667,3.199933333333333
2023-04-17 12:30:00,137.4706,4.282133333333333
2023-04-17 12:45:00,129.7746,4.4556000000000004
2023-04-17 13:00:00,136.213,4.429760000000001
2023-04-17 13:15:00,142.2428,3.48244
2023-04-17 13:30:00,144.16446666666667,3.5118799999999997
2023-04-17 13:45:00,143.45453333333336,3.4053466666666665
2023-04-17 14:00:00,153.4614,2.9149133333333332
2023-04-17 14:15:00,162.7498,3.1624866666666667
2023-04-17 14:30:00,168.9557333333333,3.0976133333333333
2023-04-17 14:45:00,167.06313333333335,3.03792
2023-04-17 15:00:00,163.277,3.048846666666667
2023-04-17 15:15:00,163.47299999999998,2.9226866666666664
2023-04-17 15:30:00,163.8916,1.3422266666666667
2023-04-17 15:45:00,164.30673333333334,0.41013666666666665
2023-04-17 16:00:00,164.7174,1.0793929166666667
2023-04-17 16:15:00,165.124,1.7486491666666666
2023-04-17 16:30:00,165.52759999999998,2.4179054166666663
2023-04-17 16:45:00,165.92726666666667,3.087161666666667
2023-04-17 17:00:00,166.32240000000002,3.7564179166666665
2023-04-17 17:15:00,166.714,4.425674166666667
2023-04-17 17:30:00,167.10213333333334,5.094930416666667
2023-04-17 17:45:00,167.48626666666667,5.764186666666668
2023-04-17 18:00:00,167.86686666666665,6.433442916666667
2023-04-17 18:15:00,168.244,7.1026991666666675
2023-04-17 18:30:00,168.61713333333333,7.771955416666668
2023-04-17 18:45:00,168.98626666666667,8.441211666666668
2023-04-17 19:00:00,169.35186666666667,9.110467916666668
2023-04-17 19:15:00,169.714,9.779724166666666
2023-04-17 19:30:00,170.0726,10.448980416666668
2023-04-17 19:45:00,170.42773333333335,9.445566666666668
2023-04-17 20:00:00,170.77886666666666,10.511473333333333
2023-04-17 20:15:00,171.12646666666666,14.870006666666665
2023-04-17 20:30:00,171.47060000000002,19.54934666666667
2023-04-17 20:45:00,171.81073333333333,20.174233333333337
2023-04-17 21:00:00,172.14733333333334,18.426013333333337
2023-04-17 21:15:00,172.48093333333333,15.428120000000002
2023-04-17 21:30:00,172.81106666666665,13.876133333333334
2023-04-17 21:45:00,173.13766666666666,12.801799999999998
2023-04-17 22:00:00,173.4608,11.450253333333333
2023-04-17 22:15:00,173.78040000000001,10.332293333333332
2023-04-17 22:30:00,174.09653333333333,9.69231052631579
2023-04-17 22:45:00,174.4096,10.795918807017545
2023-04-17 23:00:00,174.71926666666667,11.324566666666668
2023-04-17 23:15:00,175.02533333333335,10.206004
2023-04-17 23:30:00,175.32846666666669,10.368266666666667
2023-04-17 23:45:00,175.62806666666668,10.615926666666667
2023-04-18 00:00:00,175.92419999999998,10.373393333333333
2023-04-18 00:15:00,176.21726666666666,11.273159999999999
2023-04-18 00:30:00,176.5074,10.987473333333332
2023-04-18 00:45:00,176.79399999999998,9.855953333333334
2023-04-18 01:00:00,177.07760000000002,11.294993333333334
2023-04-18 01:15:00,177.35773333333333,10.764533333333334
2023-04-18 01:30:00,177.63479999999998,9.469353333333334
2023-04-18 01:45:00,177.9094,10.336753333333332
2023-04-18 02:00:00,178.18053333333333,13.034666666666668
2023-04-18 02:15:00,178.44813333333335,12.099046666666668
2023-04-18 02:30:00,178.71320000000003,9.671106666666667
2023-04-18 02:45:00,178.97533333333334,10.714646666666665
2023-04-18 03:00:00,179.2344,10.239353333333332
2023-04-18 03:15:00,179.49053333333333,9.045713333333333
2023-04-18 03:30:00,179.7436,9.178993333333333
2023-04-18 03:45:00,179.99373333333332,10.741793333333334
2023-04-18 04:00:00,180.2408,10.96376
2023-04-18 04:15:00,180.4854,10.531273333333333
2023-04-18 04:30:00,180.727,10.399746666666667
2023-04-18 04:45:00,180.96606666666668,9.31602
2023-04-18 05:00:00,181.2022,10.53368
2023-04-18 05:15:00,181.43526666666668,10.963140000000001
2023-04-18 05:30:00,181.6658666666667,9.729806666666667
2023-04-18 05:45:00,181.89346666666668,8.56938
