Date_Time,SSC (mg/L)
4/17/2023 12:14,2.2106
4/17/2023 12:29,4.0656
4/17/2023 12:44,4.4716
4/17/2023 12:59,4.4416
4/17/2023 13:14,4.4194
4/17/2023 13:29,2.6626
4/17/2023 13:44,4.2550
4/17/2023 13:59,2.6619
4/17/2023 14:14,3.1363
4/17/2023 14:29,3.1854
4/17/2023 14:44,3.0208
4/17/2023 14:59,3.0529
4/17/2023 15:14,3.0453
4/17/2023 15:29,2.8154
4/17/2023 15:44,0.0532
4/17/2023 19:44,10.7613
4/17/2023 19:59,8.2943
4/17/2023 20:14,12.4515
4/17/2023 20:29,16.9862
4/17/2023 20:44,21.7921
4/17/2023 20:59,18.7586
4/17/2023 21:14,18.1350
4/17/2023 21:29,13.0596
4/17/2023 21:44,14.5906
4/17/2023 21:59,11.2366
4/17/2023 22:14,11.6372
4/17/2023 22:29,9.1905
4/17/2023 22:48,10.3823
4/17/2023 23:03,11.8779
4/17/2023 23:18,10.1275
4/17/2023 23:33,10.2360
4/17/2023 23:44,10.5739
4/17/2023 23:59,10.6527
4/18/2023 0:14,10.1290
4/18/2023 0:29,12.2743
4/18/2023 0:44,9.8615
4/18/2023 0:59,9.8511
4/18/2023 1:14,12.5584
4/18/2023 1:29,9.1949
4/18/2023 1:44,9.7095
4/18/2023 1:59,10.8856
4/18/2023 2:14,14.9151
4/18/2023 2:29,9.6350
4/18/2023 2:44,9.7027
4/18/2023 2:59,11.6001
4/18/2023 3:14,9.0487
4/18/2023 3:29,9.0431
4/18/2023 3:44,9.2979
4/18/2023 3:59,12.0052
4/18/2023 4:14,10.0525
4/18/2023 4:29,10.9502
4/18/2023 4:44,9.9181
4/18/2023 4:59,8.7892
4/18/2023 5:14,12.0601
4/18/2023 5:29,10.0033
4/18/2023 5:44,9.4905
4/18/2023 5:59,7.7634
4/18/2023 6:14,8.2349
4/18/2023 6:29,8.6064
4/18/2023 6:44,9.5756
4/18/2023 6:59,11.5817
4/18/2023 7:14,10.9740
4/18/2023 7:29,8.3828
4/18/2023 7:44,12.2438
4/18/2023 7:59,11.4606
4/18/2023 8:14,11.8570
4/18/2023 8:29,8.7648
4/18/2023 8:44,10.6550
4/18/2023 8:59,11.2952
4/18/2023 9:14,11.3035
4/18/2023 9:29,8.9717
4/18/2023 9:44,9.6460
4/18/2023 9:59,11.4017
4/18/2023 10:14,10.4904
4/18/2023 10:29,9.0862
4/18/2023 10:44,8.4450
4/18/2023 10:59,12.5328
4/18/2023 11:14,8.0333
4/18/2023 11:29,11.7398
4/18/2023 11:44,7.9313
4/18/2023 11:59,8.8693
4/18/2023 12:14,10.5574
4/18/2023 12:29,10.1097
4/18/2023 12:44,9.6513
4/18/2023 12:59,10.1123
4/18/2023 13:14,12.0840
4/18/2023 13:29,10.6941
4/18/2023 13:44,11.0061
4/18/2023 13:59,14.3239
4/18/2023 14:14,12.6173
4/18/2023 14:29,12.8481
4/18/2023 14:44,19.9640
4/18/2023 14:59,15.7008
4/18/2023 15:14,15.9120
4/18/2023 15:29,16.7426
4/18/2023 15:44,17.1850
4/18/2023 15:59,15.7460
4/18/2023 16:14,16.6664
4/18/2023 16:29,26.0939
4/18/2023 16:44,28.2369
4/18/2023 16:59,30.5212
4/18/2023 17:14,18.6948
4/18/2023 17:29,19.2161
4/18/2023 17:44,18.1219
4/18/2023 17:59,18.1990
4/18/2023 18:14,13.3854
4/18/2023 18:29,14.3452
4/18/2023 18:44,16.8171
4/18/2023 18:59,26.1644
4/18/2023 19:14,23.5910
4/18/2023 19:29,13.1674
4/18/2023 19:44,12.5870
4/18/2023 19:59,12.0282
4/18/2023 20:14,15.5815
4/18/2023 20:29,13.8772
4/18/2023 20:44,14.8891
4/18/2023 20:59,13.0116
4/18/2023 21:14,15.3229
4/18/2023 21:29,15.9898
4/18/2023 21:44,10.2327
4/18/2023 21:59,12.9920
4/18/2023 22:14,13.7901
4/18/2023 22:29,10.6748
4/18/2023 22:44,10.6990
4/18/2023 22:59,11.2623
4/18/2023 23:14,10.3884
4/18/2023 23:29,12.3596
4/18/2023 23:44,11.0474
4/18/2023 23:59,9.6400
4/19/2023 0:14,10.1638
4/19/2023 0:29,11.3019
4/19/2023 0:44,12.6880
4/19/2023 0:59,13.5846
4/19/2023 1:14,12.5333
4/19/2023 1:29,9.6337
4/19/2023 1:44,10.7153
4/19/2023 1:59,11.4393
4/19/2023 2:14,10.2673
4/19/2023 2:29,8.7133
4/19/2023 2:44,11.0240
4/19/2023 2:59,9.8566
4/19/2023 3:14,9.8808
4/19/2023 3:29,11.4815
4/19/2023 3:44,11.6206
4/19/2023 3:59,10.7419
4/19/2023 4:14,11.6451
4/19/2023 4:29,12.2038
4/19/2023 4:44,9.7119
4/19/2023 4:59,9.5684
4/19/2023 5:14,10.6464
4/19/2023 5:29,11.5355
4/19/2023 5:44,9.6892
4/19/2023 5:59,10.6827
4/19/2023 6:14,10.8166
4/19/2023 6:29,13.4109
4/19/2023 6:44,10.4770
4/19/2023 6:59,9.6743
4/19/2023 7:14,8.5699
4/19/2023 7:29,9.0120
4/19/2023 7:44,11.0049
