,Date_Time,Q (L/s),Interpolated_SSC
3759,2023-08-13 23:45:00,3.18,5.619
3760,2023-08-14 00:00:00,3.02,5.454
3761,2023-08-14 00:15:00,3.43,5.123
3762,2023-08-14 00:30:00,3.18,4.573
3763,2023-08-14 00:45:00,3.18,4.573
3764,2023-08-14 01:00:00,3.1,3.83
3765,2023-08-14 01:15:00,2.8,3.83
3766,2023-08-14 01:30:00,2.59,3.5
3767,2023-08-14 01:45:00,2.8,3.61
3768,2023-08-14 02:00:00,2.47,3.39
3769,2023-08-14 02:15:00,2.8,3.225
3770,2023-08-14 02:30:00,2.59,2.895
3771,2023-08-14 02:45:00,2.8,3.087
3772,2023-08-14 03:00:00,2.73,2.95
3773,2023-08-14 03:15:00,2.59,3.225
3774,2023-08-14 03:30:00,2.73,2.014
3775,2023-08-14 03:45:00,2.8,2.234
3776,2023-08-14 04:00:00,2.8,2.124
3777,2023-08-14 04:15:00,2.73,1.767
3778,2023-08-14 04:30:00,2.59,1.437
3779,2023-08-14 04:45:00,2.59,3.115
3780,2023-08-14 05:00:00,2.95,1.547
3781,2023-08-14 05:15:00,2.95,1.547
3782,2023-08-14 05:30:00,2.8,1.794
3783,2023-08-14 05:45:00,2.8,1.959
3784,2023-08-14 06:00:00,2.73,1.189
3785,2023-08-14 06:15:00,2.73,1.519
3786,2023-08-14 06:30:00,2.59,1.409
3787,2023-08-14 06:45:00,2.73,1.657
3788,2023-08-14 07:00:00,2.73,1.657
3789,2023-08-14 07:15:00,2.95,2.4
3790,2023-08-14 07:30:00,2.95,1.932
3791,2023-08-14 07:45:00,2.8,1.794
3792,2023-08-14 08:00:00,2.73,1.602
3793,2023-08-14 08:15:00,2.59,1.492
3794,2023-08-14 08:30:00,2.73,1.216
3795,2023-08-14 08:45:00,2.94,1.271
3796,2023-08-14 09:00:00,2.73,0.859
3797,2023-08-14 09:15:00,2.73,1.051
3798,2023-08-14 09:30:00,2.88,0.639
3799,2023-08-14 09:45:00,2.73,0.749
3800,2023-08-14 10:00:00,2.73,0.584
3801,2023-08-14 10:15:00,2.73,0.556
3802,2023-08-14 10:30:00,2.73,0.611
3803,2023-08-14 10:45:00,2.94,0.226
3804,2023-08-14 11:00:00,2.88,0.639
3805,2023-08-14 11:15:00,2.88,0.171
3806,2023-08-14 11:30:00,2.73,0.721
3807,2023-08-14 11:45:00,2.88,0.364
3808,2023-08-14 12:00:00,2.73,0.198
3809,2023-08-14 12:15:00,2.59,0.611
3810,2023-08-14 12:30:00,2.59,0.556
3811,2023-08-14 12:45:00,2.73,0.364
3812,2023-08-14 13:00:00,2.95,0.364
3813,2023-08-14 13:15:00,2.73,0.776
3814,2023-08-14 13:30:00,2.95,0.419
3815,2023-08-14 13:45:00,2.66,0.996
3816,2023-08-14 14:00:00,2.73,0.474
3817,2023-08-14 14:15:00,2.88,1.354
3818,2023-08-14 14:30:00,2.88,1.024
3819,2023-08-14 14:45:00,2.94,1.849
3820,2023-08-14 15:00:00,2.73,1.299
3821,2023-08-14 15:15:00,2.73,1.189
3822,2023-08-14 15:30:00,2.73,1.216
3823,2023-08-14 15:45:00,2.41,1.354
3824,2023-08-14 16:00:00,2.95,1.629
3825,2023-08-14 16:15:00,2.59,1.822
3826,2023-08-14 16:30:00,2.54,1.354
3827,2023-08-14 16:45:00,2.28,1.794
3828,2023-08-14 17:00:00,2.22,2.014
3829,2023-08-14 17:15:00,2.54,1.409
3830,2023-08-14 17:30:00,2.22,1.739
3831,2023-08-14 17:45:00,2.59,2.124
3832,2023-08-14 18:00:00,2.54,1.629
3833,2023-08-14 18:15:00,2.73,1.327
3834,2023-08-14 18:30:00,2.59,1.739
3835,2023-08-14 18:45:00,2.59,5.839
3836,2023-08-14 19:00:00,3.18,4.656
3837,2023-08-14 19:15:00,3.18,5.756
3838,2023-08-14 19:30:00,2.73,3.583
3839,2023-08-14 19:45:00,2.94,2.922
3840,2023-08-14 20:00:00,2.73,2.812
3841,2023-08-14 20:15:00,2.73,2.262
3842,2023-08-14 20:30:00,2.54,2.702
3843,2023-08-14 20:45:00,2.73,2.592
3844,2023-08-14 21:00:00,2.54,2.372
3845,2023-08-14 21:15:00,2.59,2.207
3846,2023-08-14 21:30:00,2.95,2.179
3847,2023-08-14 21:45:00,2.88,2.372
3848,2023-08-14 22:00:00,2.73,2.372
3849,2023-08-14 22:15:00,2.73,1.739
3850,2023-08-14 22:30:00,2.73,1.629
3851,2023-08-14 22:45:00,2.88,1.547
3852,2023-08-14 23:00:00,2.73,1.464
3853,2023-08-14 23:15:00,2.59,1.794
3854,2023-08-14 23:30:00,2.88,2.042
3855,2023-08-14 23:45:00,2.95,1.629
3856,2023-08-15 00:00:00,2.95,1.519
3857,2023-08-15 00:15:00,2.54,1.382
3858,2023-08-15 00:30:00,2.54,1.547
3859,2023-08-15 00:45:00,2.73,1.271
3860,2023-08-15 01:00:00,2.73,1.574
3861,2023-08-15 01:15:00,2.73,1.244
3862,2023-08-15 01:30:00,2.73,0.804
3863,2023-08-15 01:45:00,2.73,1.299
3864,2023-08-15 02:00:00,2.66,1.161
3865,2023-08-15 02:15:00,2.88,1.547
3866,2023-08-15 02:30:00,2.88,0.886
3867,2023-08-15 02:45:00,2.73,1.024
3868,2023-08-15 03:00:00,3.1,1.051
3869,2023-08-15 03:15:00,2.73,1.024
3870,2023-08-15 03:30:00,2.88,0.831
3871,2023-08-15 03:45:00,2.73,0.969
3872,2023-08-15 04:00:00,2.73,0.941
3873,2023-08-15 04:15:00,2.73,1.244
3874,2023-08-15 04:30:00,2.88,0.886
3875,2023-08-15 04:45:00,2.73,0.116
3876,2023-08-15 05:00:00,2.59,0.474
3877,2023-08-15 05:15:00,2.88,0.281
3878,2023-08-15 05:30:00,2.95,0.804
3879,2023-08-15 05:45:00,3.1,0.281
3880,2023-08-15 06:00:00,3.1,1.024
3881,2023-08-15 06:15:00,3.59,0.666
3882,2023-08-15 06:30:00,2.66,0.501
3883,2023-08-15 06:45:00,2.73,0.198
3884,2023-08-15 07:00:00,2.73,0.501
3885,2023-08-15 07:15:00,2.66,0.391
3886,2023-08-15 07:30:00,2.66,0.969
3887,2023-08-15 07:45:00,2.66,0.666
3888,2023-08-15 08:00:00,2.95,0.941
3889,2023-08-15 08:15:00,2.73,0.721
3890,2023-08-15 08:30:00,2.88,0.694
3891,2023-08-15 08:45:00,2.66,0.721
3892,2023-08-15 09:00:00,2.54,0.419
3893,2023-08-15 09:15:00,2.73,0.364
3894,2023-08-15 09:30:00,2.47,0.831
3895,2023-08-15 09:45:00,2.66,0.281
3896,2023-08-15 10:00:00,2.66,1.024
3897,2023-08-15 10:15:00,2.66,0.419
3898,2023-08-15 10:30:00,2.54,0.749
3899,2023-08-15 10:45:00,2.66,1.134
3900,2023-08-15 11:00:00,2.66,0.006
3901,2023-08-15 11:15:00,2.66,0.501
3902,2023-08-15 11:30:00,2.34,0.253
3903,2023-08-15 11:45:00,2.47,0.419
3904,2023-08-15 12:00:00,2.47,0.006
3905,2023-08-15 12:15:00,3.5,0.281
3906,2023-08-15 12:30:00,3.5,0.584
3907,2023-08-15 12:45:00,3.77,0.391
3908,2023-08-15 13:00:00,3.77,0.336
3909,2023-08-15 13:15:00,3.1,0.143
3910,2023-08-15 13:30:00,3.5,0.364
3911,2023-08-15 13:45:00,3.5,0.584
3912,2023-08-15 14:00:00,3.59,0.721
3913,2023-08-15 14:15:00,3.77,3.995
3914,2023-08-15 14:30:00,3.59,1.216
3915,2023-08-15 14:45:00,3.18,0.776
3916,2023-08-15 15:00:00,3.1,1.354
3917,2023-08-15 15:15:00,3.1,0.914
3918,2023-08-15 15:30:00,3.34,1.271
3919,2023-08-15 15:45:00,2.73,0.639
3920,2023-08-15 16:00:00,2.95,0.694
3921,2023-08-15 16:15:00,3.1,1.051
3922,2023-08-15 16:30:00,3.1,0.886
3923,2023-08-15 16:45:00,3.18,1.216
3924,2023-08-15 17:00:00,2.95,1.216
3925,2023-08-15 17:15:00,3.1,0.529
3926,2023-08-15 17:30:00,3.59,0.969
3927,2023-08-15 17:45:00,3.34,0.831
3928,2023-08-15 18:00:00,3.34,1.657
3929,2023-08-15 18:15:00,3.34,1.492
3930,2023-08-15 18:30:00,3.1,3.83
3931,2023-08-15 18:45:00,3.1,2.675
3932,2023-08-15 19:00:00,3.59,0.721
3933,2023-08-15 19:15:00,3.34,1.161
3934,2023-08-15 19:30:00,3.1,0.776
3935,2023-08-15 19:45:00,3.34,0.556
3936,2023-08-15 20:00:00,3.1,0.694
3937,2023-08-15 20:15:00,3.34,1.684
3938,2023-08-15 20:30:00,3.1,0.969
3939,2023-08-15 20:45:00,3.43,1.519
3940,2023-08-15 21:00:00,3.34,2.124
3941,2023-08-15 21:15:00,3.59,1.327
3942,2023-08-15 21:30:00,3.59,1.822
3943,2023-08-15 21:45:00,3.5,1.657
3944,2023-08-15 22:00:00,2.94,1.767
3945,2023-08-15 22:15:00,3.18,2.455
3946,2023-08-15 22:30:00,3.34,1.354
3947,2023-08-15 22:45:00,3.59,1.437
3948,2023-08-15 23:00:00,3.77,1.684
3949,2023-08-15 23:15:00,3.34,2.95
3950,2023-08-15 23:30:00,3.77,1.409
3951,2023-08-15 23:45:00,3.34,0.886
3952,2023-08-16 00:00:00,3.77,1.767
3953,2023-08-16 00:15:00,3.59,1.574
3954,2023-08-16 00:30:00,3.59,3.72
3955,2023-08-16 00:45:00,3.86,1.161
3956,2023-08-16 01:00:00,3.59,1.079
3957,2023-08-16 01:15:00,3.86,1.437
3958,2023-08-16 01:30:00,3.86,1.189
3959,2023-08-16 01:45:00,3.86,1.987
3960,2023-08-16 02:00:00,3.59,1.271
3961,2023-08-16 02:15:00,3.34,1.739
3962,2023-08-16 02:30:00,3.34,0.666
3963,2023-08-16 02:45:00,3.59,2.069
3964,2023-08-16 03:00:00,3.59,1.051
3965,2023-08-16 03:15:00,3.34,0.914
3966,2023-08-16 03:30:00,3.59,0.501
3967,2023-08-16 03:45:00,3.59,1.051
3968,2023-08-16 04:00:00,3.59,0.529
3969,2023-08-16 04:15:00,3.43,0.336
3970,2023-08-16 04:30:00,3.59,0.831
3971,2023-08-16 04:45:00,3.59,0.198
3972,2023-08-16 05:00:00,3.59,0.033
3973,2023-08-16 05:15:00,3.86,0.0
3974,2023-08-16 05:30:00,3.59,0.006
3975,2023-08-16 05:45:00,3.86,0.0
3976,2023-08-16 06:00:00,3.59,0.556
3977,2023-08-16 06:15:00,3.59,0.556
3978,2023-08-16 06:30:00,3.59,0.061
3979,2023-08-16 06:45:00,3.77,0.584
3980,2023-08-16 07:00:00,3.5,0.831
3981,2023-08-16 07:15:00,3.5,0.0
3982,2023-08-16 07:30:00,3.5,0.061
3983,2023-08-16 07:45:00,3.59,0.0
3984,2023-08-16 08:00:00,3.77,0.171
3985,2023-08-16 08:15:00,3.59,0.061
3986,2023-08-16 08:30:00,3.59,0.061
3987,2023-08-16 08:45:00,3.59,0.0
3988,2023-08-16 09:00:00,3.5,0.088
3989,2023-08-16 09:15:00,3.5,0.033
3990,2023-08-16 09:30:00,3.77,0.226
3991,2023-08-16 09:45:00,3.77,0.0
3992,2023-08-16 10:00:00,3.77,0.0
3993,2023-08-16 10:15:00,2.88,0.0
3994,2023-08-16 10:30:00,3.34,0.0
3995,2023-08-16 10:45:00,3.1,0.0
3996,2023-08-16 11:00:00,2.88,0.0
3997,2023-08-16 11:15:00,3.1,0.0
3998,2023-08-16 11:30:00,3.18,0.0
3999,2023-08-16 11:45:00,2.73,0.0
4000,2023-08-16 12:00:00,3.41,0.0
4001,2023-08-16 12:15:00,3.41,0.0
4002,2023-08-16 12:30:00,2.94,0.0
4003,2023-08-16 12:45:00,2.94,0.0
4004,2023-08-16 13:00:00,2.94,0.0
4005,2023-08-16 13:15:00,2.94,0.0
4006,2023-08-16 13:30:00,3.1,0.0
4007,2023-08-16 13:45:00,3.1,0.0
4008,2023-08-16 14:00:00,3.18,0.0
4009,2023-08-16 14:15:00,2.95,0.0
4010,2023-08-16 14:30:00,3.18,0.0
4011,2023-08-16 14:45:00,3.18,1.961
4012,2023-08-16 15:00:00,4.04,3.801
4013,2023-08-16 15:15:00,3.86,2.49
4014,2023-08-16 15:30:00,3.59,1.71
4015,2023-08-16 15:45:00,3.41,1.013
4016,2023-08-16 16:00:00,3.41,0.873
4017,2023-08-16 16:15:00,3.68,0.566
4018,2023-08-16 16:30:00,3.41,0.511
4019,2023-08-16 16:45:00,3.86,0.734
4020,2023-08-16 17:00:00,3.86,5.334
4021,2023-08-16 17:15:00,4.45,6.199
4022,2023-08-16 17:30:00,4.04,4.442
4023,2023-08-16 17:45:00,3.86,3.16
4024,2023-08-16 18:00:00,3.86,2.351
4025,2023-08-16 18:15:00,4.14,1.905
4026,2023-08-16 18:30:00,3.68,1.598
4027,2023-08-16 18:45:00,4.04,1.347
4028,2023-08-16 19:00:00,3.59,1.291
4029,2023-08-16 19:15:00,3.86,1.208
4030,2023-08-16 19:30:00,3.86,1.096
4031,2023-08-16 19:45:00,4.14,1.096
4032,2023-08-16 20:00:00,3.59,1.068
4033,2023-08-16 20:15:00,3.68,1.04
4034,2023-08-16 20:30:00,3.86,1.152
4035,2023-08-16 20:45:00,4.04,1.18
4036,2023-08-16 21:00:00,3.59,1.18
4037,2023-08-16 21:15:00,4.04,1.013
4038,2023-08-16 21:30:00,4.14,0.957
4039,2023-08-16 21:45:00,3.59,0.901
4040,2023-08-16 22:00:00,4.04,0.873
4041,2023-08-16 22:15:00,3.86,0.929
4042,2023-08-16 22:30:00,3.59,0.678
4043,2023-08-16 22:45:00,3.86,0.594
4044,2023-08-16 23:00:00,3.86,0.622
4045,2023-08-16 23:15:00,4.35,0.511
4046,2023-08-16 23:30:00,3.86,0.455
4047,2023-08-16 23:45:00,3.86,0.399
4048,2023-08-17 00:00:00,3.86,0.343
4049,2023-08-17 00:15:00,3.86,0.26
4050,2023-08-17 00:30:00,3.68,0.204
4051,2023-08-17 00:45:00,3.86,0.176
4052,2023-08-17 01:00:00,3.77,0.092
4053,2023-08-17 01:15:00,4.04,0.065
4054,2023-08-17 01:30:00,3.59,0.065
4055,2023-08-17 01:45:00,3.77,0.0
4056,2023-08-17 02:00:00,3.86,0.0
4057,2023-08-17 02:15:00,3.59,0.0
4058,2023-08-17 02:30:00,3.59,0.0
4059,2023-08-17 02:45:00,3.86,0.0
4060,2023-08-17 03:00:00,3.59,0.0
4061,2023-08-17 03:15:00,3.59,0.0
4062,2023-08-17 03:30:00,3.59,0.0
4063,2023-08-17 03:45:00,3.86,0.0
4064,2023-08-17 04:00:00,3.68,0.0
4065,2023-08-17 04:15:00,3.68,0.0
4066,2023-08-17 04:30:00,3.68,0.0
4067,2023-08-17 04:45:00,3.68,0.0
4068,2023-08-17 05:00:00,3.96,0.0
4069,2023-08-17 05:15:00,3.68,0.0
4070,2023-08-17 05:30:00,3.96,0.0
4071,2023-08-17 05:45:00,3.86,0.0
4072,2023-08-17 06:00:00,3.86,0.0
4073,2023-08-17 06:15:00,3.86,0.0
4074,2023-08-17 06:30:00,3.86,0.0
4075,2023-08-17 06:45:00,3.86,0.0
4076,2023-08-17 07:00:00,4.35,0.0
4077,2023-08-17 07:15:00,3.86,0.0
4078,2023-08-17 07:30:00,3.59,0.0
4079,2023-08-17 07:45:00,3.77,0.0
4080,2023-08-17 08:00:00,3.34,0.0
4081,2023-08-17 08:15:00,3.86,0.0
4082,2023-08-17 08:30:00,3.59,0.0
4083,2023-08-17 08:45:00,3.43,0.0
4084,2023-08-17 09:00:00,3.59,0.0
4085,2023-08-17 09:15:00,3.43,0.0
4086,2023-08-17 09:30:00,3.77,0.0
4087,2023-08-17 09:45:00,3.59,0.0
4088,2023-08-17 10:00:00,3.59,0.0
4089,2023-08-17 10:15:00,3.59,0.0
4090,2023-08-17 10:30:00,3.1,0.0
4091,2023-08-17 10:45:00,3.34,0.0
4092,2023-08-17 11:00:00,3.1,0.0
4093,2023-08-17 11:15:00,3.18,0.0
4094,2023-08-17 11:30:00,2.95,0.0
4095,2023-08-17 11:45:00,2.95,0.0
4096,2023-08-17 12:00:00,3.1,0.0
4097,2023-08-17 12:15:00,2.95,0.0
4098,2023-08-17 12:30:00,2.95,0.0
4099,2023-08-17 12:45:00,2.73,0.0
4100,2023-08-17 13:00:00,2.8,0.0
4101,2023-08-17 13:15:00,3.18,0.0
4102,2023-08-17 13:30:00,3.18,0.0
4103,2023-08-17 13:45:00,2.94,0.0
4104,2023-08-17 14:00:00,3.34,0.0
4105,2023-08-17 14:15:00,3.18,0.0
4106,2023-08-17 14:30:00,3.18,0.0
4107,2023-08-17 14:45:00,2.94,0.0
4108,2023-08-17 15:00:00,3.02,0.0
4109,2023-08-17 15:15:00,2.95,0.0
4110,2023-08-17 15:30:00,3.34,0.0
4111,2023-08-17 15:45:00,3.34,0.0
4112,2023-08-17 16:00:00,3.02,0.0
4113,2023-08-17 16:15:00,3.18,0.0
4114,2023-08-17 16:30:00,3.18,0.0
4115,2023-08-17 16:45:00,3.02,0.0
4116,2023-08-17 17:00:00,2.94,0.0
4117,2023-08-17 17:15:00,2.8,0.0
4118,2023-08-17 17:30:00,3.18,0.0
4119,2023-08-17 17:45:00,3.18,0.0
4120,2023-08-17 18:00:00,3.41,0.0
4121,2023-08-17 18:15:00,3.02,0.0
4122,2023-08-17 18:30:00,2.8,0.0
4123,2023-08-17 18:45:00,3.18,0.232
4124,2023-08-17 19:00:00,3.59,5.084
4125,2023-08-17 19:15:00,3.86,4.135
4126,2023-08-17 19:30:00,3.68,3.104
4127,2023-08-17 19:45:00,3.34,2.351
4128,2023-08-17 20:00:00,3.59,1.793
4129,2023-08-17 20:15:00,3.34,1.459
4130,2023-08-17 20:30:00,3.86,1.319
4131,2023-08-17 20:45:00,3.68,1.208
4132,2023-08-17 21:00:00,3.86,1.18
4133,2023-08-17 21:15:00,3.86,1.236
4134,2023-08-17 21:30:00,4.04,1.347
4135,2023-08-17 21:45:00,4.04,1.375
4136,2023-08-17 22:00:00,3.77,1.18
4137,2023-08-17 22:15:00,3.86,0.985
4138,2023-08-17 22:30:00,3.86,0.873
4139,2023-08-17 22:45:00,4.14,0.622
4140,2023-08-17 23:00:00,3.86,0.566
4141,2023-08-17 23:15:00,3.68,0.594
4142,2023-08-17 23:30:00,3.59,0.427
4143,2023-08-17 23:45:00,4.14,0.343
4144,2023-08-18 00:00:00,4.04,0.343
4145,2023-08-18 00:15:00,3.59,0.343
4146,2023-08-18 00:30:00,4.14,0.288
4147,2023-08-18 00:45:00,3.77,0.176
4148,2023-08-18 01:00:00,4.04,0.176
4149,2023-08-18 01:15:00,4.04,0.092
4150,2023-08-18 01:30:00,4.04,0.065
4151,2023-08-18 01:45:00,4.14,0.0
4152,2023-08-18 02:00:00,3.86,0.0
4153,2023-08-18 02:15:00,3.86,0.0
4154,2023-08-18 02:30:00,3.86,0.0
4155,2023-08-18 02:45:00,4.14,0.0
4156,2023-08-18 03:00:00,3.86,0.0
4157,2023-08-18 03:15:00,4.04,0.0
4158,2023-08-18 03:30:00,4.14,0.0
4159,2023-08-18 03:45:00,3.86,0.0
4160,2023-08-18 04:00:00,4.14,0.0
4161,2023-08-18 04:15:00,4.04,0.0
4162,2023-08-18 04:30:00,3.86,0.0
4163,2023-08-18 04:45:00,4.04,0.0
4164,2023-08-18 05:00:00,3.86,0.0
4165,2023-08-18 05:15:00,3.86,0.0
4166,2023-08-18 05:30:00,3.86,0.0
4167,2023-08-18 05:45:00,3.86,0.0
4168,2023-08-18 06:00:00,3.86,0.0
4169,2023-08-18 06:15:00,3.86,0.0
4170,2023-08-18 06:30:00,3.68,0.0
4171,2023-08-18 06:45:00,3.59,0.0
4172,2023-08-18 07:00:00,3.34,0.0
4173,2023-08-18 07:15:00,3.34,0.0
4174,2023-08-18 07:30:00,3.43,0.0
4175,2023-08-18 07:45:00,3.86,0.0
4176,2023-08-18 08:00:00,3.59,0.0
4177,2023-08-18 08:15:00,3.86,0.0
4178,2023-08-18 08:30:00,3.59,0.0
4179,2023-08-18 08:45:00,3.59,0.0
4180,2023-08-18 09:00:00,3.59,0.0
4181,2023-08-18 09:15:00,3.34,0.0
4182,2023-08-18 09:30:00,3.34,0.0
4183,2023-08-18 09:45:00,3.59,0.0
4184,2023-08-18 10:00:00,3.34,0.0
4185,2023-08-18 10:15:00,3.34,0.0
4186,2023-08-18 10:30:00,3.34,0.0
4187,2023-08-18 10:45:00,3.34,0.0
4188,2023-08-18 11:00:00,2.95,0.0
4189,2023-08-18 11:15:00,2.88,0.0
4190,2023-08-18 11:30:00,2.88,0.0
4191,2023-08-18 11:45:00,2.95,0.0
4192,2023-08-18 12:00:00,2.54,0.0
4193,2023-08-18 12:15:00,2.8,0.0
4194,2023-08-18 12:30:00,2.59,0.0
4195,2023-08-18 12:45:00,2.59,0.0
4196,2023-08-18 13:00:00,2.59,0.0
4197,2023-08-18 13:15:00,2.41,0.0
4198,2023-08-18 13:30:00,2.95,0.0
4199,2023-08-18 13:45:00,2.95,0.0
4200,2023-08-18 14:00:00,2.95,0.0
4201,2023-08-18 14:15:00,2.8,0.12
4202,2023-08-18 14:30:00,2.8,0.176
4203,2023-08-18 14:45:00,2.59,0.148
4204,2023-08-18 15:00:00,2.73,0.12
4205,2023-08-18 15:15:00,2.59,0.343
4206,2023-08-18 15:30:00,2.59,0.399
4207,2023-08-18 15:45:00,2.8,0.343
4208,2023-08-18 16:00:00,2.66,0.288
4209,2023-08-18 16:15:00,2.66,0.232
4210,2023-08-18 16:30:00,2.28,0.26
4211,2023-08-18 16:45:00,2.59,0.176
4212,2023-08-18 17:00:00,2.34,0.26
4213,2023-08-18 17:15:00,2.59,1.626
4214,2023-08-18 17:30:00,2.66,0.957
4215,2023-08-18 17:45:00,2.66,0.483
4216,2023-08-18 18:00:00,2.47,0.371
4217,2023-08-18 18:15:00,2.34,0.176
4218,2023-08-18 18:30:00,2.66,0.12
4219,2023-08-18 18:45:00,2.59,0.12
4220,2023-08-18 19:00:00,2.88,0.0
4221,2023-08-18 19:15:00,3.02,0.0
4222,2023-08-18 19:30:00,2.66,0.0
4223,2023-08-18 19:45:00,2.8,0.0
4224,2023-08-18 20:00:00,2.95,0.0
4225,2023-08-18 20:15:00,2.95,0.0
4226,2023-08-18 20:30:00,2.95,0.0
4227,2023-08-18 20:45:00,3.18,0.176
4228,2023-08-18 21:00:00,2.8,0.371
4229,2023-08-18 21:15:00,2.66,0.957
4230,2023-08-18 21:30:00,2.59,0.483
4231,2023-08-18 21:45:00,2.8,1.459
4232,2023-08-18 22:00:00,2.8,1.208
4233,2023-08-18 22:15:00,2.95,1.208
4234,2023-08-18 22:30:00,2.73,1.264
4235,2023-08-18 22:45:00,3.18,1.291
4236,2023-08-18 23:00:00,3.18,1.264
4237,2023-08-18 23:15:00,3.43,1.236
4238,2023-08-18 23:30:00,3.34,0.957
4239,2023-08-18 23:45:00,3.43,0.985
4240,2023-08-19 00:00:00,3.18,0.845
4241,2023-08-19 00:15:00,3.43,0.678
4242,2023-08-19 00:30:00,3.18,0.65
4243,2023-08-19 00:45:00,3.18,0.622
4244,2023-08-19 01:00:00,3.68,1.013
4245,2023-08-19 01:15:00,3.59,1.821
4246,2023-08-19 01:30:00,3.34,1.598
4247,2023-08-19 01:45:00,3.43,1.375
4248,2023-08-19 02:00:00,3.34,0.957
4249,2023-08-19 02:15:00,3.59,0.706
4250,2023-08-19 02:30:00,3.43,0.539
4251,2023-08-19 02:45:00,3.59,0.594
4252,2023-08-19 03:00:00,3.86,0.539
4253,2023-08-19 03:15:00,3.59,0.483
4254,2023-08-19 03:30:00,3.59,0.622
4255,2023-08-19 03:45:00,4.14,0.622
4256,2023-08-19 04:00:00,3.86,0.929
4257,2023-08-19 04:15:00,3.86,0.483
4258,2023-08-19 04:30:00,3.59,0.204
4259,2023-08-19 04:45:00,3.86,0.065
4260,2023-08-19 05:00:00,3.34,0.0
4261,2023-08-19 05:15:00,3.59,0.0
4262,2023-08-19 05:30:00,3.59,0.0
4263,2023-08-19 05:45:00,3.41,0.0
4264,2023-08-19 06:00:00,3.59,0.0
4265,2023-08-19 06:15:00,3.59,0.0
4266,2023-08-19 06:30:00,3.59,0.0
4267,2023-08-19 06:45:00,3.59,0.0
4268,2023-08-19 07:00:00,3.59,0.0
4269,2023-08-19 07:15:00,3.59,0.0
4270,2023-08-19 07:30:00,3.43,0.0
4271,2023-08-19 07:45:00,3.43,0.0
4272,2023-08-19 08:00:00,3.59,0.0
4273,2023-08-19 08:15:00,3.34,0.0
4274,2023-08-19 08:30:00,3.18,0.0
4275,2023-08-19 08:45:00,3.1,0.0
4276,2023-08-19 09:00:00,3.59,0.0
4277,2023-08-19 09:15:00,3.59,0.0
4278,2023-08-19 09:30:00,3.34,0.0
4279,2023-08-19 09:45:00,3.59,0.0
4280,2023-08-19 10:00:00,3.34,0.0
4281,2023-08-19 10:15:00,3.59,0.0
4282,2023-08-19 10:30:00,3.59,0.0
4283,2023-08-19 10:45:00,3.1,0.0
4284,2023-08-19 11:00:00,3.5,0.0
4285,2023-08-19 11:15:00,2.95,0.0
4286,2023-08-19 11:30:00,3.34,0.0
4287,2023-08-19 11:45:00,2.73,0.0
4288,2023-08-19 12:00:00,2.73,0.0
4289,2023-08-19 12:15:00,2.94,0.0
4290,2023-08-19 12:30:00,2.95,0.0
4291,2023-08-19 12:45:00,2.73,0.0
4292,2023-08-19 13:00:00,3.18,0.037
4293,2023-08-19 13:15:00,2.95,0.148
4294,2023-08-19 13:30:00,3.02,0.148
4295,2023-08-19 13:45:00,2.95,0.26
4296,2023-08-19 14:00:00,2.73,0.343
4297,2023-08-19 14:15:00,2.95,0.288
4298,2023-08-19 14:30:00,2.59,0.371
4299,2023-08-19 14:45:00,2.41,0.455
4300,2023-08-19 15:00:00,2.59,0.316
4301,2023-08-19 15:15:00,2.66,0.232
4302,2023-08-19 15:30:00,2.59,0.399
4303,2023-08-19 15:45:00,2.28,0.539
4304,2023-08-19 16:00:00,2.66,0.316
4305,2023-08-19 16:15:00,2.66,0.26
4306,2023-08-19 16:30:00,2.66,0.204
4307,2023-08-19 16:45:00,2.66,0.148
4308,2023-08-19 17:00:00,2.47,10.521
4309,2023-08-19 17:15:00,2.47,8.597
4310,2023-08-19 17:30:00,2.59,3.02
4311,2023-08-19 17:45:00,2.66,5.084
4312,2023-08-19 18:00:00,2.66,2.351
4313,2023-08-19 18:15:00,2.8,1.905
4314,2023-08-19 18:30:00,2.47,1.04
4315,2023-08-19 18:45:00,2.8,0.455
4316,2023-08-19 19:00:00,2.59,0.288
4317,2023-08-19 19:15:00,2.8,0.092
4318,2023-08-19 19:30:00,2.66,0.399
4319,2023-08-19 19:45:00,3.02,0.288
4320,2023-08-19 20:00:00,2.8,0.232
4321,2023-08-19 20:15:00,2.66,0.566
4322,2023-08-19 20:30:00,2.8,0.65
4323,2023-08-19 20:45:00,2.59,0.65
4324,2023-08-19 21:00:00,2.94,0.539
4325,2023-08-19 21:15:00,2.94,0.566
4326,2023-08-19 21:30:00,3.02,0.566
4327,2023-08-19 21:45:00,3.18,0.566
4328,2023-08-19 22:00:00,2.95,0.511
4329,2023-08-19 22:15:00,3.18,0.483
4330,2023-08-19 22:30:00,2.95,0.371
4331,2023-08-19 22:45:00,3.18,0.455
4332,2023-08-19 23:00:00,3.18,0.343
4333,2023-08-19 23:15:00,3.18,0.26
4334,2023-08-19 23:30:00,3.18,0.148
4335,2023-08-19 23:45:00,3.18,0.148
4336,2023-08-20 00:00:00,3.41,0.148
4337,2023-08-20 00:15:00,3.41,0.176
4338,2023-08-20 00:30:00,3.18,0.065
4339,2023-08-20 00:45:00,3.41,0.12
4340,2023-08-20 01:00:00,3.34,0.0
