Date_Time,P5C
2/28/2022 22:00,2733.968136
2/28/2022 22:15,2733.968136
2/28/2022 22:30,2733.968132
2/28/2022 22:45,2733.971051
2/28/2022 23:00,2733.727884
2/28/2022 23:15,2733.77862
2/28/2022 23:30,2733.803695
2/28/2022 23:45,2733.815938
3/1/2022 0:00,2733.82818
3/1/2022 0:15,2733.83868
3/1/2022 0:30,2733.841406
3/1/2022 0:45,2733.850932
3/1/2022 1:00,2733.862009
3/1/2022 1:15,2733.872508
3/1/2022 1:30,2733.87775
3/1/2022 1:45,2733.876194
3/1/2022 2:00,2733.875414
3/1/2022 2:15,2733.756845
3/1/2022 2:30,2733.8587
3/1/2022 2:45,2733.960365
3/1/2022 3:00,2734.00371
3/1/2022 3:15,2734.011871
3/1/2022 3:30,2734.015956
3/1/2022 3:45,2734.025093
3/1/2022 4:00,2734.033054
3/1/2022 4:15,2734.038698
3/1/2022 4:30,2734.043363
3/1/2022 4:45,2734.049198
3/1/2022 5:00,2734.05269
3/1/2022 5:15,2734.060274
3/1/2022 5:30,2734.064939
3/1/2022 5:45,2734.070577
3/1/2022 6:00,2734.076592
3/1/2022 6:15,2734.081257
3/1/2022 6:30,2734.086509
3/1/2022 6:45,2734.088841
3/1/2022 7:00,2734.091374
3/1/2022 7:15,2734.095645
3/1/2022 7:30,2734.10128
3/1/2022 7:45,2734.103426
3/1/2022 8:00,2734.105759
3/1/2022 8:15,2734.099537
3/1/2022 8:30,2734.099924
3/1/2022 8:45,2734.099924
3/1/2022 9:00,2734.080294
3/1/2022 9:15,2734.038695
3/1/2022 9:30,2734.011484
3/1/2022 9:45,2733.983884
3/1/2022 10:00,2733.962894
3/1/2022 10:15,2733.959979
3/1/2022 10:30,2733.959395
3/1/2022 10:45,2733.957646
3/1/2022 11:00,2733.957639
3/1/2022 11:15,2733.958222
3/1/2022 11:30,2733.955313
3/1/2022 11:45,2733.956473
3/1/2022 12:00,2733.95589
3/1/2022 12:15,2733.950062
3/1/2022 12:30,2733.950448
3/1/2022 12:45,2733.945973
3/1/2022 13:00,2733.937806
3/1/2022 13:15,2733.920319
3/1/2022 13:30,2733.890379
3/1/2022 13:45,2733.873085
3/1/2022 14:00,2733.870173
3/1/2022 14:15,2733.871915
3/1/2022 14:30,2733.874055
3/1/2022 14:45,2733.876587
3/1/2022 15:00,2733.876584
3/1/2022 15:15,2733.875417
3/1/2022 15:30,2733.874841
3/1/2022 15:45,2733.876584
3/1/2022 16:00,2733.87892
3/1/2022 16:15,2733.884171
3/1/2022 16:30,2733.885914
3/1/2022 16:45,2733.88767
3/1/2022 17:00,2733.890586
3/1/2022 17:15,2733.892328
3/1/2022 17:30,2733.89758
3/1/2022 17:45,2733.905744
3/1/2022 18:00,2733.913908
3/1/2022 18:15,2733.921492
3/1/2022 18:30,2733.925567
3/1/2022 18:45,2733.927906
3/1/2022 19:00,2733.9349
3/1/2022 19:15,2733.936653
3/1/2022 19:30,2733.942671
3/1/2022 19:45,2733.943058
3/1/2022 20:00,2733.94656
3/1/2022 20:15,2733.950638
3/1/2022 20:30,2733.952394
3/1/2022 20:45,2733.954337
3/1/2022 21:00,2733.956466
3/1/2022 21:15,2733.959965
3/1/2022 21:30,2733.961131
3/1/2022 21:45,2733.961715
3/1/2022 22:00,2733.96405
3/1/2022 22:15,2733.965217
3/1/2022 22:30,2733.9658
3/1/2022 22:45,2733.967553
3/1/2022 23:00,2733.967553
3/1/2022 23:15,2733.969302
3/1/2022 23:30,2733.972211
3/1/2022 23:45,2733.968136
3/2/2022 0:00,2733.969882
3/2/2022 0:15,2733.970468
3/2/2022 0:30,2733.967553
3/2/2022 0:45,2733.969885
3/2/2022 1:00,2733.96405
3/2/2022 1:15,2733.964634
3/2/2022 1:30,2733.968136
3/2/2022 1:45,2733.845091
3/2/2022 2:00,2733.962301
3/2/2022 2:15,2733.952391
3/2/2022 2:30,2733.947719
3/2/2022 2:45,2733.953551
3/2/2022 3:00,2733.962304
3/2/2022 3:15,2733.983297
3/2/2022 3:30,2734.015949
3/2/2022 3:45,2734.043167
3/2/2022 4:00,2734.064933
3/2/2022 4:15,2734.078935
3/2/2022 4:30,2734.082433
3/2/2022 4:45,2734.052693
3/2/2022 5:00,2734.016533
3/2/2022 5:15,2734.1594
3/2/2022 5:30,2734.173402
3/2/2022 5:45,2734.106342
3/2/2022 6:00,2734.041614
3/2/2022 6:15,2734.043363
3/2/2022 6:30,2734.046272
3/2/2022 6:45,2734.051524
3/2/2022 7:00,2734.058522
3/2/2022 7:15,2734.064939
3/2/2022 7:30,2734.071544
3/2/2022 7:45,2734.076595
3/2/2022 8:00,2734.083013
3/2/2022 8:15,2734.084173
3/2/2022 8:30,2734.087088
3/2/2022 8:45,2734.085536
3/2/2022 9:00,2734.067855
3/2/2022 9:15,2734.017702
3/2/2022 9:30,2733.976496
3/2/2022 9:45,2733.961141
3/2/2022 10:00,2733.961725
3/2/2022 10:15,2733.963474
3/2/2022 10:30,2733.954137
3/2/2022 10:45,2733.941312
3/2/2022 11:00,2733.910992
3/2/2022 11:15,2733.889999
3/2/2022 11:30,2733.869783
3/2/2022 11:45,2733.85675
3/2/2022 12:00,2733.870169
3/2/2022 12:15,2733.878913
3/2/2022 12:30,2733.876384
3/2/2022 12:45,2733.870756
3/2/2022 13:00,2733.864921
3/2/2022 13:15,2733.857344
3/2/2022 13:30,2733.834988
3/2/2022 13:45,2733.823518
3/2/2022 14:00,2733.823522
3/2/2022 14:15,2733.829736
3/2/2022 14:30,2733.83926
3/2/2022 14:45,2733.848003
3/2/2022 15:00,2733.845088
3/2/2022 15:15,2733.844315
3/2/2022 15:30,2733.846264
3/2/2022 15:45,2733.852672
3/2/2022 16:00,2733.85734
3/2/2022 16:15,2733.861422
3/2/2022 16:30,2733.866674
3/2/2022 16:45,2733.869586
3/2/2022 17:00,2733.873665
3/2/2022 17:15,2733.878336
3/2/2022 17:30,2733.883578
3/2/2022 17:45,2733.892325
3/2/2022 18:00,2733.898743
3/2/2022 18:15,2733.904967
3/2/2022 18:30,2733.911572
3/2/2022 18:45,2733.91799
3/2/2022 19:00,2733.920909
3/2/2022 19:15,2733.922268
3/2/2022 19:30,2733.925957
3/2/2022 19:45,2733.929266
3/2/2022 20:00,2733.932565
3/2/2022 20:15,2733.935484
3/2/2022 20:30,2733.938982
3/2/2022 20:45,2733.941308
3/2/2022 21:00,2733.940732
3/2/2022 21:15,2733.94539
3/2/2022 21:30,2733.948309
3/2/2022 21:45,2733.950638
3/2/2022 22:00,2733.952978
3/2/2022 22:15,2733.952394
3/2/2022 22:30,2733.953557
3/2/2022 22:45,2733.95706
3/2/2022 23:00,2733.958806
3/2/2022 23:15,2733.961718
3/2/2022 23:30,2733.962891
3/2/2022 23:45,2733.962301
3/3/2022 0:00,2733.961135
3/3/2022 0:15,2733.964634
3/3/2022 0:30,2733.964634
3/3/2022 0:45,2733.965803
3/3/2022 1:00,2733.965223
3/3/2022 1:15,2733.967553
3/3/2022 1:30,2733.965803
3/3/2022 1:45,2733.965413
3/3/2022 2:00,2733.966773
3/3/2022 2:15,2733.967553
3/3/2022 2:30,2733.969882
3/3/2022 2:45,2733.969302
3/3/2022 3:00,2733.971055
3/3/2022 3:15,2733.971635
3/3/2022 3:30,2733.971051
3/3/2022 3:45,2733.971441
3/3/2022 4:00,2733.97514
3/3/2022 4:15,2733.973391
3/3/2022 4:30,2733.973581
3/3/2022 4:45,2733.973774
3/3/2022 5:00,2733.97514
3/3/2022 5:15,2733.976886
3/3/2022 5:30,2733.97455
3/3/2022 5:45,2733.977473
3/3/2022 6:00,2733.978056
3/3/2022 6:15,2733.976889
3/3/2022 6:30,2733.685316
3/3/2022 6:45,2733.685899
3/3/2022 7:00,2733.694066
3/3/2022 7:15,2733.730803
3/3/2022 7:30,2733.742469
3/3/2022 7:45,2733.648578
3/3/2022 8:00,2733.686485
3/3/2022 8:15,2733.782896
3/3/2022 8:30,2733.902825
3/3/2022 8:45,2733.954727
3/3/2022 9:00,2733.952974
3/3/2022 9:15,2733.958412
3/3/2022 9:30,2733.956473
3/3/2022 9:45,2733.948306
3/3/2022 10:00,2733.938396
3/3/2022 10:15,2733.930808
3/3/2022 10:30,2733.920895
3/3/2022 10:45,2733.907483
3/3/2022 11:00,2733.903408
3/3/2022 11:15,2733.902242
3/3/2022 11:30,2733.896407
3/3/2022 11:45,2733.888823
3/3/2022 12:00,2733.886883
3/3/2022 12:15,2733.884751
3/3/2022 12:30,2733.877167
3/3/2022 12:45,2733.877553
3/3/2022 13:00,2733.872508
3/3/2022 13:15,2733.867647
3/3/2022 13:30,2733.861999
3/3/2022 13:45,2733.854814
3/3/2022 14:00,2733.851506
3/3/2022 14:15,2733.851506
3/3/2022 14:30,2733.856174
3/3/2022 14:45,2733.862399
3/3/2022 15:00,2733.860846
3/3/2022 15:15,2733.864345
3/3/2022 15:30,2733.864928
3/3/2022 15:45,2733.865897
3/3/2022 16:00,2733.871912
3/3/2022 16:15,2733.873661
3/3/2022 16:30,2733.874828
3/3/2022 16:45,2733.875994
3/3/2022 17:00,2733.875414
3/3/2022 17:15,2733.879886
3/3/2022 17:30,2733.88591
3/3/2022 17:45,2733.890582
3/3/2022 18:00,2733.895827
3/3/2022 18:15,2733.902825
3/3/2022 18:30,2733.903994
3/3/2022 18:45,2733.910216
3/3/2022 19:00,2733.91741
3/3/2022 19:15,2733.924404
3/3/2022 19:30,2733.928489
3/3/2022 19:45,2733.933148
3/3/2022 20:00,2733.932565
3/3/2022 20:15,2733.937813
3/3/2022 20:30,2733.938013
3/3/2022 20:45,2733.936643
3/3/2022 21:00,2733.939955
3/3/2022 21:15,2733.942484
3/3/2022 21:30,2733.942868
3/3/2022 21:45,2733.94539
3/3/2022 22:00,2733.947719
3/3/2022 22:15,2733.94656
3/3/2022 22:30,2733.946173
3/3/2022 22:45,2733.94481
3/3/2022 23:00,2733.941312
3/3/2022 23:15,2733.93665
3/3/2022 23:30,2733.934124
3/3/2022 23:45,2733.934314
3/4/2022 0:00,2733.932558
3/4/2022 0:15,2733.933148
3/4/2022 0:30,2733.93587
3/4/2022 0:45,2733.940142
3/4/2022 1:00,2733.942281
3/4/2022 1:15,2733.943651
3/4/2022 1:30,2733.943651
3/4/2022 1:45,2733.943644
3/4/2022 2:00,2733.942484
3/4/2022 2:15,2733.942871
3/4/2022 2:30,2733.94539
3/4/2022 2:45,2733.942864
3/4/2022 3:00,2733.94617
3/4/2022 3:15,2733.941891
3/4/2022 3:30,2733.942868
3/4/2022 3:45,2733.943647
3/4/2022 4:00,2733.941895
3/4/2022 4:15,2733.943061
3/4/2022 4:30,2733.940535
3/4/2022 4:45,2733.940735
3/4/2022 5:00,2733.940732
3/4/2022 5:15,2733.938403
3/4/2022 5:30,2733.93587
3/4/2022 5:45,2733.936646
3/4/2022 6:00,2733.938592
3/4/2022 6:15,2733.938789
3/4/2022 6:30,2733.939755
3/4/2022 6:45,2733.940145
3/4/2022 7:00,2733.937819
3/4/2022 7:15,2733.938396
3/4/2022 7:30,2733.934897
3/4/2022 7:45,2733.936653
3/4/2022 8:00,2733.936653
3/4/2022 8:15,2733.93723
3/4/2022 8:30,2733.937236
3/4/2022 8:45,2733.930432
3/4/2022 9:00,2733.921872
3/4/2022 9:15,2733.906323
3/4/2022 9:30,2733.893108
3/4/2022 9:45,2733.894657
3/4/2022 10:00,2733.889219
3/4/2022 10:15,2733.874841
3/4/2022 10:30,2733.866677
3/4/2022 10:45,2733.862399
3/4/2022 11:00,2733.856754
3/4/2022 11:15,2733.851502
3/4/2022 11:30,2733.848593
3/4/2022 11:45,2733.844901
3/4/2022 12:00,2733.85676
3/4/2022 12:15,2733.862392
3/4/2022 12:30,2733.863172
3/4/2022 12:45,2733.85909
3/4/2022 13:00,2733.8589
3/4/2022 13:15,2733.856564
3/4/2022 13:30,2733.857147
3/4/2022 13:45,2733.848986
3/4/2022 14:00,2733.849759
3/4/2022 14:15,2733.851316
3/4/2022 14:30,2733.856567
3/4/2022 14:45,2733.855394
3/4/2022 15:00,2733.855977
3/4/2022 15:15,2733.860256
3/4/2022 15:30,2733.877167
3/4/2022 15:45,2733.884558
3/4/2022 16:00,2733.883585
3/4/2022 16:15,2733.883388
3/4/2022 16:30,2733.882995
3/4/2022 16:45,2733.882998
3/4/2022 17:00,2733.890775
3/4/2022 17:15,2733.890586
3/4/2022 17:30,2733.896214
3/4/2022 17:45,2733.903208
3/4/2022 18:00,2733.906513
3/4/2022 18:15,2733.909043
3/4/2022 18:30,2733.911575
3/4/2022 18:45,2733.91624
3/4/2022 19:00,2733.918766
3/4/2022 19:15,2733.920899
3/4/2022 19:30,2733.924787
3/4/2022 19:45,2733.929262
3/4/2022 20:00,2733.930225
3/4/2022 20:15,2733.931395
3/4/2022 20:30,2733.933148
3/4/2022 20:45,2733.933731
3/4/2022 21:00,2733.934504
3/4/2022 21:15,2733.938982
3/4/2022 21:30,2733.940149
3/4/2022 21:45,2733.941901
3/4/2022 22:00,2733.940928
3/4/2022 22:15,2733.948889
3/4/2022 22:30,2733.948312
3/4/2022 22:45,2733.951225
3/4/2022 23:00,2733.948889
3/4/2022 23:15,2733.949475
3/4/2022 23:30,2733.952781
3/4/2022 23:45,2733.951808
3/5/2022 0:00,2733.954144
3/5/2022 0:15,2733.954727
3/5/2022 0:30,2733.957446
3/5/2022 0:45,2733.957633
3/5/2022 1:00,2733.962108
3/5/2022 1:15,2733.960745
3/5/2022 1:30,2733.961525
3/5/2022 1:45,2733.964054
3/5/2022 2:00,2733.963664
3/5/2022 2:15,2733.962301
3/5/2022 2:30,2733.963861
3/5/2022 2:45,2733.965413
3/5/2022 3:00,2733.965023
3/5/2022 3:15,2733.966973
3/5/2022 3:30,2733.937616
3/5/2022 3:45,2733.950835
3/5/2022 4:00,2733.95453
3/5/2022 4:15,2733.955307
3/5/2022 4:30,2733.955503
3/5/2022 4:45,2733.957636
3/5/2022 5:00,2733.971055
3/5/2022 5:15,2733.97494
3/5/2022 5:30,2733.9765
3/5/2022 5:45,2733.978046
3/5/2022 6:00,2733.981548
3/5/2022 6:15,2733.985047
3/5/2022 6:30,2733.985633
3/5/2022 6:45,2733.983877
3/5/2022 7:00,2733.985626
3/5/2022 7:15,2733.990298
3/5/2022 7:30,2733.99379
3/5/2022 7:45,2733.989325
3/5/2022 8:00,2733.999038
3/5/2022 8:15,2733.997872
3/5/2022 8:30,2733.971241
3/5/2022 8:45,2733.961721
3/5/2022 9:00,2733.950255
3/5/2022 9:15,2733.954727
3/5/2022 9:30,2733.954917
3/5/2022 9:45,2733.945
3/5/2022 10:00,2733.941701
3/5/2022 10:15,2733.945973
3/5/2022 10:30,2733.934511
3/5/2022 10:45,2733.929456
3/5/2022 11:00,2733.929259
3/5/2022 11:15,2733.926153
3/5/2022 11:30,2733.921485
3/5/2022 11:45,2733.914681
3/5/2022 12:00,2733.918566
3/5/2022 12:15,2733.918373
3/5/2022 12:30,2733.91643
3/5/2022 12:45,2733.911382
3/5/2022 13:00,2733.911772
3/5/2022 13:15,2733.903794
3/5/2022 13:30,2733.894078
3/5/2022 13:45,2733.899333
3/5/2022 14:00,2733.907493
3/5/2022 14:15,2733.904574
3/5/2022 14:30,2733.901082
3/5/2022 14:45,2733.899912
3/5/2022 15:00,2733.900492
3/5/2022 15:15,2733.903991
3/5/2022 15:30,2733.907296
3/5/2022 15:45,2733.909819
3/5/2022 16:00,2733.909236
3/5/2022 16:15,2733.912738
3/5/2022 16:30,2733.913904
3/5/2022 16:45,2733.910982
3/5/2022 17:00,2733.910402
3/5/2022 17:15,2733.912152
3/5/2022 17:30,2733.916233
3/5/2022 17:45,2733.921478
3/5/2022 18:00,2733.928476
3/5/2022 18:15,2733.928866
3/5/2022 18:30,2733.932565
3/5/2022 18:45,2733.933731
3/5/2022 19:00,2733.933534
3/5/2022 19:15,2733.939759
3/5/2022 19:30,2733.94481
3/5/2022 19:45,2733.948889
3/5/2022 20:00,2733.951808
3/5/2022 20:15,2733.955893
3/5/2022 20:30,2733.957636
3/5/2022 20:45,2733.957833
3/5/2022 21:00,2733.955307
3/5/2022 21:15,2733.954137
3/5/2022 21:30,2733.954137
3/5/2022 21:45,2733.954724
3/5/2022 22:00,2733.953557
3/5/2022 22:15,2733.956466
3/5/2022 22:30,2733.956466
3/5/2022 22:45,2733.957636
3/5/2022 23:00,2733.958799
3/5/2022 23:15,2733.962884
3/5/2022 23:30,2733.962298
3/5/2022 23:45,2733.963857
3/6/2022 0:00,2733.96405
3/6/2022 0:15,2734.046662
3/6/2022 0:30,2734.061441
3/6/2022 0:45,2734.053856
3/6/2022 1:00,2734.088651
3/6/2022 1:15,2734.059101
3/6/2022 1:30,2734.058325
3/6/2022 1:45,2734.058525
3/6/2022 2:00,2734.057352
3/6/2022 2:15,2734.057942
3/6/2022 2:30,2734.058325
3/6/2022 2:45,2734.055613
3/6/2022 3:00,2734.053277
3/6/2022 3:15,2734.049198
3/6/2022 3:30,2734.047245
3/6/2022 3:45,2734.045109
3/6/2022 4:00,2734.049575
3/6/2022 4:15,2734.051527
3/6/2022 4:30,2734.049195
3/6/2022 4:45,2734.049774
3/6/2022 5:00,2734.048998
3/6/2022 5:15,2734.052107
3/6/2022 5:30,2734.053273
3/6/2022 5:45,2734.055606
3/6/2022 6:00,2734.054446
3/6/2022 6:15,2734.058908
3/6/2022 6:30,2734.061437
3/6/2022 6:45,2734.0626
3/6/2022 7:00,2734.065512
3/6/2022 7:15,2734.070377
3/6/2022 7:30,2734.076016
3/6/2022 7:45,2734.077575
3/6/2022 8:00,2734.081454
3/6/2022 8:15,2734.088851
3/6/2022 8:30,2734.092347
3/6/2022 8:45,2734.095849
3/6/2022 9:00,2734.101673
3/6/2022 9:15,2734.109451
3/6/2022 9:30,2734.112173
3/6/2022 9:45,2734.120334
3/6/2022 10:00,2734.124995
3/6/2022 10:15,2734.131223
3/6/2022 10:30,2734.146188
3/6/2022 10:45,2734.151823
3/6/2022 11:00,2734.152993
3/6/2022 11:15,2734.161343
3/6/2022 11:30,2734.158038
3/6/2022 11:45,2734.161343
3/6/2022 12:00,2734.168147
3/6/2022 12:15,2734.175338
3/6/2022 12:30,2734.178451
3/6/2022 12:45,2734.177088
3/6/2022 13:00,2734.172819
3/6/2022 13:15,2734.172822
3/6/2022 13:30,2734.14055
3/6/2022 13:45,2734.13122
3/6/2022 14:00,2734.109451
3/6/2022 14:15,2734.059098
3/6/2022 14:30,2734.01303
3/6/2022 14:45,2734.008365
3/6/2022 15:00,2734.010118
3/6/2022 15:15,2734.006039
3/6/2022 15:30,2734.006816
3/6/2022 15:45,2734.004683
3/6/2022 16:00,2734.00293
3/6/2022 16:15,2734.00507
3/6/2022 16:30,2734.001571
3/6/2022 16:45,2733.997879
3/6/2022 17:00,2733.996129
3/6/2022 17:15,2733.997489
3/6/2022 17:30,2733.997292
3/6/2022 17:45,2733.998455
3/6/2022 18:00,2734.001568
3/6/2022 18:15,2734.002731
3/6/2022 18:30,2734.006046
3/6/2022 18:45,2734.009545
3/6/2022 19:00,2734.013813
3/6/2022 19:15,2734.023533
3/6/2022 19:30,2734.028392
3/6/2022 19:45,2734.037915
3/6/2022 20:00,2734.06319
3/6/2022 20:15,2734.065129
3/6/2022 20:30,2734.039275
3/6/2022 20:45,2734.044523
3/6/2022 21:00,2734.048218
3/6/2022 21:15,2734.047445
3/6/2022 21:30,2734.045109
3/6/2022 21:45,2734.037529
3/6/2022 22:00,2734.032477
3/6/2022 22:15,2734.031307
3/6/2022 22:30,2734.030921
3/6/2022 22:45,2734.036949
3/6/2022 23:00,2734.039858
3/6/2022 23:15,2734.044716
3/6/2022 23:30,2734.048022
3/6/2022 23:45,2734.053856
3/7/2022 0:00,2734.061431
3/7/2022 0:15,2734.066489
3/7/2022 0:30,2734.071934
3/7/2022 0:45,2734.077182
3/7/2022 1:00,2734.081657
3/7/2022 1:15,2734.087871
3/7/2022 1:30,2734.090007
3/7/2022 1:45,2734.094093
3/7/2022 2:00,2734.098175
3/7/2022 2:15,2734.098178
3/7/2022 2:30,2734.10051
3/7/2022 2:45,2734.103426
3/7/2022 3:00,2734.106725
3/7/2022 3:15,2734.108864
3/7/2022 3:30,2734.109058
3/7/2022 3:45,2734.112753
3/7/2022 4:00,2734.115086
3/7/2022 4:15,2734.116638
3/7/2022 4:30,2734.116245
3/7/2022 4:45,2734.115079
3/7/2022 5:00,2734.113913
3/7/2022 5:15,2734.114692
3/7/2022 5:30,2734.114502
3/7/2022 5:45,2734.115086
3/7/2022 6:00,2734.113919
3/7/2022 6:15,2734.112753
3/7/2022 6:30,2734.112753
3/7/2022 6:45,2734.111587
3/7/2022 7:00,2734.11042
3/7/2022 7:15,2734.108095
3/7/2022 7:30,2734.107511
3/7/2022 7:45,2734.098761
3/7/2022 8:00,2734.086705
3/7/2022 8:15,2734.075432
3/7/2022 8:30,2734.059301
3/7/2022 8:45,2734.046272
3/7/2022 9:00,2734.033637
3/7/2022 9:15,2734.017316
3/7/2022 9:30,2734.001378
3/7/2022 9:45,2733.988542
3/7/2022 10:00,2733.980578
3/7/2022 10:15,2733.972021
3/7/2022 10:30,2733.965993
3/7/2022 10:45,2733.96502
3/7/2022 11:00,2733.966773
3/7/2022 11:15,2733.965413
3/7/2022 11:30,2733.963864
3/7/2022 11:45,2733.963477
3/7/2022 12:00,2733.962894
3/7/2022 12:15,2733.962894
3/7/2022 12:30,2733.962894
3/7/2022 12:45,2733.963477
3/7/2022 13:00,2733.962111
3/7/2022 13:15,2733.962301
3/7/2022 13:30,2733.963274
3/7/2022 13:45,2733.962888
3/7/2022 14:00,2733.962888
3/7/2022 14:15,2733.961525
3/7/2022 14:30,2733.963474
3/7/2022 14:45,2733.962308
3/7/2022 15:00,2733.960555
3/7/2022 15:15,2733.959389
3/7/2022 15:30,2733.959192
3/7/2022 15:45,2733.959382
3/7/2022 16:00,2733.960355
3/7/2022 16:15,2733.958416
3/7/2022 16:30,2733.957056
3/7/2022 16:45,2733.956276
3/7/2022 17:00,2733.957053
3/7/2022 17:15,2733.958802
3/7/2022 17:30,2733.95628
3/7/2022 17:45,2733.95589
3/7/2022 18:00,2733.958222
3/7/2022 18:15,2733.95589
3/7/2022 18:30,2733.957056
3/7/2022 18:45,2733.956473
3/7/2022 19:00,2733.955307
3/7/2022 19:15,2733.958026
3/7/2022 19:30,2733.957246
3/7/2022 19:45,2733.958809
3/7/2022 20:00,2733.959002
3/7/2022 20:15,2733.958806
3/7/2022 20:30,2733.960945
3/7/2022 20:45,2733.959589
3/7/2022 21:00,2733.959389
3/7/2022 21:15,2733.958806
3/7/2022 21:30,2733.961725
3/7/2022 21:45,2733.959392
3/7/2022 22:00,2733.960558
3/7/2022 22:15,2733.960555
3/7/2022 22:30,2733.961725
3/7/2022 22:45,2733.961725
3/7/2022 23:00,2733.961725
3/7/2022 23:15,2733.961528
3/7/2022 23:30,2733.962308
3/7/2022 23:45,2733.963474
3/8/2022 0:00,2733.962304
3/8/2022 0:15,2733.961525
3/8/2022 0:30,2733.963467
3/8/2022 0:45,2733.962304
3/8/2022 1:00,2733.960945
3/8/2022 1:15,2733.961718
3/8/2022 1:30,2733.961718
3/8/2022 1:45,2733.960555
3/8/2022 2:00,2733.962114
3/8/2022 2:15,2733.963477
3/8/2022 2:30,2733.96406
3/8/2022 2:45,2733.961138
3/8/2022 3:00,2733.962888
3/8/2022 3:15,2733.96444
3/8/2022 3:30,2733.962888
3/8/2022 3:45,2733.962888
3/8/2022 4:00,2733.963471
3/8/2022 4:15,2733.963464
3/8/2022 4:30,2733.962888
3/8/2022 4:45,2733.964054
3/8/2022 5:00,2733.965803
3/8/2022 5:15,2733.964634
3/8/2022 5:30,2733.965607
3/8/2022 5:45,2733.968722
3/8/2022 6:00,2733.969305
3/8/2022 6:15,2733.971048
3/8/2022 6:30,2733.972221
3/8/2022 6:45,2733.973387
3/8/2022 7:00,2734.050941
3/8/2022 7:15,2734.072517
3/8/2022 7:30,2734.102067
3/8/2022 7:45,2734.104006
3/8/2022 8:00,2734.094289
3/8/2022 8:15,2734.086125
3/8/2022 8:30,2734.061431
3/8/2022 8:45,2734.039275
3/8/2022 9:00,2733.999622
3/8/2022 9:15,2733.990295
3/8/2022 9:30,2733.974157
3/8/2022 9:45,2733.970855
3/8/2022 10:00,2733.965213
3/8/2022 10:15,2733.962108
3/8/2022 10:30,2733.966
3/8/2022 10:45,2733.966186
3/8/2022 11:00,2733.966383
3/8/2022 11:15,2733.965803
3/8/2022 11:30,2733.961141
3/8/2022 11:45,2733.961915
3/8/2022 12:00,2733.962694
3/8/2022 12:15,2733.959002
3/8/2022 12:30,2733.958416
3/8/2022 12:45,2733.955893
3/8/2022 13:00,2733.953944
3/8/2022 13:15,2733.957439
3/8/2022 13:30,2733.957056
