Time,T1,TopTemperature,T2,T3,T4,T5,T6,BottomTemperature
1646870400.0,8.5,7.47,8.5,7.5,7.5,7.5,7.0,6.02
1646871300.0,8.5,7.42,8.5,7.5,7.5,7.5,7.0,6.02
1646872200.0,8.0,7.37,8.5,7.5,7.5,7.5,7.0,6.02
1646873100.0,8.0,7.32,8.5,7.5,7.5,7.5,7.0,6.02
1646874000.0,8.0,7.27,8.5,7.5,7.5,7.5,7.0,6.03
1646874900.0,8.0,7.21,8.5,7.5,7.5,7.5,7.0,6.02
1646875800.0,8.0,7.15,8.5,7.5,7.5,7.5,7.0,6.03
1646876700.0,8.0,7.09,8.0,7.5,7.5,7.5,7.0,6.03
1646877600.0,8.0,7.04,8.0,7.5,8.0,7.5,7.0,6.03
1646878500.0,8.0,6.97,8.0,7.5,8.0,7.5,7.0,6.03
1646879400.0,7.5,6.91,8.0,7.5,8.0,7.5,7.0,6.04
1646880300.0,7.5,6.85,8.0,7.5,8.0,7.5,7.0,6.03
1646881200.0,7.5,6.79,8.0,7.5,8.0,7.5,7.0,6.04
1646882100.0,7.5,6.73,8.0,7.5,8.0,7.5,7.0,6.04
1646883000.0,7.5,6.66,8.0,7.5,8.0,7.5,7.0,6.04
1646883900.0,7.5,6.61,8.0,7.5,8.0,7.5,7.0,6.04
1646884800.0,7.5,6.54,8.0,7.5,8.0,7.5,7.0,6.04
1646885700.0,7.5,6.48,8.0,7.5,8.0,7.5,7.0,6.04
1646886600.0,7.0,6.41,8.0,7.5,8.0,7.5,7.0,6.05
1646887500.0,7.0,6.37,8.0,7.5,8.0,7.5,7.0,6.05
1646888400.0,7.0,6.31,8.0,7.5,8.0,7.5,7.0,6.05
1646889300.0,7.0,6.26,7.5,7.5,8.0,7.5,7.0,6.05
1646890200.0,7.0,6.19,7.5,7.5,8.0,7.5,7.0,6.05
1646891100.0,7.0,6.13,7.5,7.5,8.0,7.5,7.0,6.06
1646892000.0,7.0,6.07,7.5,7.5,8.0,7.5,7.0,6.05
1646892900.0,6.5,6.01,7.5,7.5,8.0,7.5,7.0,6.06
1646893800.0,6.5,5.96,7.5,7.5,8.0,7.5,7.0,6.06
1646894700.0,6.5,5.88,7.5,7.5,8.0,7.5,7.0,6.06
1646895600.0,6.5,5.85,7.5,7.5,8.0,7.5,7.5,6.06
1646896500.0,6.5,5.78,7.5,7.5,8.0,7.5,7.0,6.07
1646897400.0,6.5,5.72,7.5,7.5,8.0,7.5,7.0,6.07
1646898300.0,6.5,5.67,7.5,7.5,8.0,7.5,7.0,6.07
1646899200.0,6.5,5.63,7.5,7.5,8.0,7.5,7.0,6.07
1646900100.0,6.5,5.59,7.5,7.5,8.0,7.5,7.0,6.08
1646901000.0,6.5,5.54,7.0,7.5,8.0,7.5,7.0,6.08
1646901900.0,6.5,5.5,7.0,7.5,7.5,7.5,7.5,6.08
1646902800.0,6.5,5.47,7.0,7.5,7.5,7.5,7.5,6.09
1646903700.0,6.0,5.45,7.0,7.5,7.5,7.5,7.0,6.09
1646904600.0,6.5,5.42,7.0,7.5,7.5,7.5,7.0,6.09
1646905500.0,6.5,5.4,7.0,7.0,7.5,7.5,7.0,6.09
1646906400.0,6.5,5.39,7.0,7.0,7.5,7.5,7.5,6.11
1646907300.0,6.5,5.4,7.0,7.0,7.5,7.5,7.5,6.11
1646908200.0,6.5,5.41,7.0,7.0,7.5,7.5,7.5,6.11
1646909100.0,6.5,5.42,7.0,7.0,7.5,7.5,7.0,6.11
1646910000.0,6.5,5.42,7.0,7.0,7.5,7.5,7.0,6.12
