Time,T1,TopTemperature,T2,T3,T4,T5,T6,BottomTemperature
1646870400.0,8.0,6.85,8.0,8.0,8.0,7.5,6.5,4.03
1646871300.0,7.5,6.79,8.0,8.0,8.0,7.5,6.5,4.03
1646872200.0,7.5,6.73,8.0,8.0,8.0,7.5,6.5,4.05
1646873100.0,7.5,6.67,8.0,8.0,8.0,7.5,6.5,4.06
1646874000.0,7.5,6.59,8.0,8.0,8.0,7.5,6.5,4.08
1646874900.0,7.5,6.53,7.5,8.0,7.5,7.5,6.5,4.08
1646875800.0,7.5,6.47,7.5,8.0,7.5,7.5,6.5,4.1
1646876700.0,7.5,6.41,7.5,8.0,7.5,7.5,6.5,4.1
1646877600.0,7.5,6.33,7.5,7.5,7.5,7.5,6.5,4.12
1646878500.0,7.0,6.27,7.5,7.5,7.5,7.5,6.5,4.12
1646879400.0,7.0,6.2,7.5,7.5,7.5,7.0,6.5,4.12
1646880300.0,7.0,6.13,7.5,7.5,7.5,7.0,6.5,4.14
1646881200.0,7.0,6.06,7.5,7.5,7.5,7.0,6.5,4.15
1646882100.0,7.0,6.0,7.0,7.5,7.5,7.0,6.5,4.16
1646883000.0,7.0,5.92,7.0,7.5,7.0,7.0,6.5,4.16
1646883900.0,7.0,5.86,7.0,7.5,7.0,7.0,6.5,4.18
1646884800.0,6.5,5.79,7.0,7.0,7.0,7.0,6.5,4.18
1646885700.0,6.5,5.74,7.0,7.0,7.0,7.0,6.5,4.19
1646886600.0,6.5,5.68,7.0,7.0,7.0,7.0,6.5,4.21
1646887500.0,6.5,5.62,7.0,7.0,7.0,7.0,6.5,4.21
1646888400.0,6.5,5.55,7.0,7.0,7.0,7.0,6.5,4.22
1646889300.0,6.5,5.49,7.0,7.0,7.0,6.5,6.5,4.22
1646890200.0,6.5,5.43,7.0,7.0,6.5,6.5,6.5,4.23
1646891100.0,6.0,5.38,6.5,7.0,6.5,6.5,6.5,4.24
1646892000.0,6.0,5.31,6.5,7.0,6.5,6.5,6.5,4.24
1646892900.0,6.0,5.26,6.5,6.5,6.5,6.5,6.5,4.25
1646893800.0,6.0,5.2,6.5,6.5,6.5,6.5,6.5,4.25
1646894700.0,6.0,5.14,6.5,6.5,6.5,6.5,6.5,4.25
1646895600.0,6.0,5.08,6.5,6.5,6.5,6.5,6.5,4.26
1646896500.0,6.0,5.04,6.5,6.5,6.5,6.5,6.5,4.26
1646897400.0,6.0,5.01,6.5,6.5,6.5,6.5,6.5,4.27
1646898300.0,6.0,4.96,6.5,6.5,6.5,6.5,6.5,4.27
1646899200.0,6.0,4.94,6.5,6.5,6.0,6.0,6.5,4.28
1646900100.0,6.0,4.91,6.5,6.5,6.0,6.0,6.0,4.28
1646901000.0,6.0,4.87,6.5,6.5,6.0,6.0,6.0,4.28
1646901900.0,5.5,4.86,6.0,6.5,6.0,6.0,6.0,4.28
1646902800.0,6.0,4.87,6.0,6.5,6.0,6.0,6.0,4.29
1646903700.0,6.0,4.89,6.0,6.5,6.0,6.0,6.0,4.29
1646904600.0,6.0,4.92,6.0,6.5,6.0,6.0,6.0,4.29
1646905500.0,6.0,4.94,6.0,6.5,6.0,6.0,6.0,4.3
1646906400.0,6.0,4.98,6.5,6.5,6.0,6.0,6.0,4.29
1646907300.0,6.0,5.02,6.5,6.5,6.0,6.0,6.0,4.31
1646908200.0,6.0,5.06,6.5,6.5,6.0,6.0,6.0,4.31
1646909100.0,6.0,5.09,6.5,6.5,6.5,6.0,6.0,4.31
1646910000.0,6.0,5.16,6.5,6.5,6.5,6.0,6.0,4.31
1646910900.0,6.5,5.23,6.5,6.5,6.5,6.0,6.0,4.31
1646911800.0,6.5,5.31,6.5,6.5,6.5,6.0,6.0,4.31
1646912700.0,6.5,5.41,6.5,6.5,6.5,6.0,6.0,4.31
1646913600.0,6.5,5.51,6.5,7.0,6.5,6.0,6.0,4.31
1646914500.0,6.5,5.62,6.5,7.0,6.5,6.0,6.0,4.31
1646915400.0,7.0,5.73,7.0,7.0,6.5,6.0,6.0,4.31
1646916300.0,7.0,5.83,7.0,7.0,7.0,6.0,6.0,4.31
1646917200.0,7.0,5.94,7.0,7.0,7.0,6.0,6.0,4.31
1646918100.0,7.0,6.05,7.0,7.0,7.0,6.5,6.0,4.33
1646919000.0,7.5,6.15,7.0,7.5,7.0,6.5,6.0,4.33
1646919900.0,7.5,6.25,7.0,7.5,7.0,6.5,6.0,4.33
1646920800.0,7.5,6.33,7.0,7.5,7.0,6.5,6.0,4.33
1646921700.0,7.5,6.41,7.5,7.5,7.5,6.5,6.0,4.33
1646922600.0,7.5,6.48,7.5,7.5,7.5,6.5,6.0,4.33
1646923500.0,7.5,6.56,7.5,7.5,7.5,6.5,6.0,4.33
1646924400.0,7.5,6.63,7.5,7.5,7.5,6.5,6.0,4.33
1646925300.0,8.0,6.7,7.5,7.5,7.5,6.5,6.0,4.33
1646926200.0,8.0,6.77,7.5,8.0,7.5,6.5,6.0,4.33
1646927100.0,8.0,6.84,7.5,8.0,7.5,6.5,6.0,4.33
1646928000.0,8.0,6.91,7.5,8.0,7.5,6.5,6.0,4.33
1646928900.0,8.0,6.96,7.5,8.0,7.5,6.5,6.0,4.33
1646929800.0,8.0,7.01,8.0,8.0,8.0,7.0,6.0,4.33
1646930700.0,8.0,7.05,8.0,8.0,8.0,7.0,6.0,4.33
1646931600.0,8.0,7.06,8.0,8.0,8.0,7.0,6.0,4.33
1646932500.0,8.0,7.06,8.0,8.0,8.0,7.0,6.0,4.33
1646933400.0,8.0,7.04,8.0,8.0,8.0,7.0,6.0,4.35
1646934300.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,4.35
1646935200.0,8.0,6.96,8.0,8.0,8.0,7.0,6.0,4.35
1646936100.0,8.0,6.93,8.0,8.0,8.0,7.0,6.0,4.35
1646937000.0,8.0,6.9,8.0,8.0,8.0,7.0,6.0,4.35
1646937900.0,7.5,6.86,7.5,8.0,7.5,7.0,6.0,4.35
1646938800.0,7.5,6.84,7.5,8.0,7.5,7.0,6.0,4.35
1646939700.0,7.5,6.8,7.5,8.0,7.5,7.0,6.0,4.35
1646940600.0,7.5,6.76,7.5,8.0,7.5,7.0,6.0,4.35
1646941500.0,7.5,6.71,7.5,8.0,7.5,7.0,6.0,4.37
1646942400.0,7.5,6.67,7.5,8.0,7.5,7.0,6.0,4.37
1646943300.0,7.5,6.61,7.5,8.0,7.5,7.0,6.0,4.37
1646944200.0,7.5,6.58,7.5,7.5,7.5,7.0,6.0,4.37
1646945100.0,7.5,6.54,7.5,7.5,7.5,7.0,6.0,4.37
1646946000.0,7.5,6.5,7.5,7.5,7.5,7.0,6.0,4.37
1646946900.0,7.0,6.45,7.5,7.5,7.5,7.0,6.0,4.39
1646947800.0,7.0,6.41,7.5,7.5,7.5,7.0,6.0,4.39
1646948700.0,7.0,6.35,7.5,7.5,7.5,7.0,6.0,4.4
1646949600.0,7.0,6.31,7.5,7.5,7.5,7.0,6.0,4.4
1646950500.0,7.0,6.26,7.5,7.5,7.0,7.0,6.0,4.4
1646951400.0,7.0,6.21,7.0,7.5,7.0,7.0,6.0,4.41
1646952300.0,7.0,6.17,7.0,7.5,7.0,7.0,6.0,4.42
1646953200.0,7.0,6.12,7.0,7.5,7.0,7.0,6.0,4.42
1646954100.0,7.0,6.07,7.0,7.5,7.0,7.0,6.0,4.43
1646955000.0,7.0,6.02,7.0,7.0,7.0,7.0,6.0,4.43
1646955900.0,6.5,5.97,7.0,7.0,7.0,7.0,6.0,4.44
1646956800.0,6.5,5.91,7.0,7.0,7.0,6.5,6.0,4.44
1646957700.0,6.5,5.87,7.0,7.0,7.0,6.5,6.0,4.44
1646958600.0,6.5,5.8,7.0,7.0,7.0,6.5,6.0,4.45
1646959500.0,6.5,5.75,7.0,7.0,7.0,6.5,6.0,4.45
1646960400.0,6.5,5.68,7.0,7.0,7.0,6.5,6.0,4.45
1646961300.0,6.5,5.62,7.0,7.0,6.5,6.5,6.0,4.45
1646962200.0,6.0,5.57,7.0,7.0,6.5,6.5,6.0,4.46
1646963100.0,6.0,5.51,6.5,7.0,6.5,6.5,6.0,4.47
1646964000.0,6.0,5.45,6.5,6.5,6.5,6.5,6.0,4.47
1646964900.0,6.0,5.4,6.5,6.5,6.5,6.5,6.0,4.47
1646965800.0,6.0,5.34,6.5,6.5,6.5,6.5,6.0,4.48
1646966700.0,6.0,5.28,6.5,6.5,6.5,6.5,6.0,4.48
1646967600.0,6.0,5.22,6.5,6.5,6.5,6.5,6.0,4.48
1646968500.0,6.0,5.17,6.5,6.5,6.5,6.5,6.0,4.48
1646969400.0,6.0,5.13,6.5,6.5,6.5,6.5,6.0,4.48
1646970300.0,5.5,5.07,6.5,6.5,6.5,6.0,6.0,4.49
1646971200.0,5.5,5.03,6.5,6.5,6.0,6.0,6.0,4.49
1646972100.0,5.5,4.96,6.0,6.5,6.0,6.0,6.0,4.49
1646973000.0,5.5,4.92,6.0,6.5,6.0,6.0,6.0,4.5
1646973900.0,5.5,4.86,6.0,6.0,6.0,6.0,6.0,4.5
1646974800.0,5.5,4.8,6.0,6.0,6.0,6.0,6.0,4.5
1646975700.0,5.5,4.73,6.0,6.0,6.0,6.0,6.0,4.5
1646976600.0,5.0,4.67,6.0,6.0,6.0,6.0,6.0,4.5
1646977500.0,5.0,4.59,6.0,6.0,6.0,6.0,6.0,4.5
1646978400.0,5.0,4.52,6.0,6.0,6.0,6.0,6.0,4.51
1646979300.0,5.0,4.44,6.0,6.0,6.0,6.0,6.0,4.51
1646980200.0,5.0,4.36,5.5,6.0,5.5,6.0,6.0,4.51
1646981100.0,5.0,4.31,5.5,5.5,5.5,5.5,6.0,4.51
1646982000.0,5.0,4.25,5.5,5.5,5.5,5.5,6.0,4.51
1646982900.0,4.5,4.19,5.5,5.5,5.5,5.5,6.0,4.51
1646983800.0,4.5,4.14,5.5,5.5,5.5,5.5,6.0,4.51
1646984700.0,4.5,4.09,5.5,5.5,5.5,5.5,6.0,4.51
1646985600.0,4.5,4.04,5.5,5.5,5.5,5.5,6.0,4.51
1646986500.0,4.5,4.01,5.5,5.5,5.5,5.5,6.0,4.52
1646987400.0,4.5,3.98,5.5,5.5,5.5,5.5,6.0,4.52
