Time,T1,PT1,T2,T3,T4,PT2
2021-09-20 14:45:00,12.08,12.92,11.77,11.96,12.15,13.46
2021-09-20 15:00:00,12.27,12.99,11.83,12.02,12.21,13.5
2021-09-20 15:15:00,12.4,13.07,11.9,12.02,12.21,13.54
2021-09-20 15:30:00,12.58,13.15,11.9,12.08,12.27,13.58
2021-09-20 15:45:00,12.83,13.24,11.96,12.15,12.27,13.62
2021-09-20 16:00:00,13.08,13.33,12.02,12.15,12.33,13.66
2021-09-20 16:15:00,13.4,13.44,12.08,12.21,12.4,13.71
2021-09-20 16:30:00,13.65,13.56,12.15,12.27,12.46,13.78
2021-09-20 16:45:00,13.96,13.69,12.21,12.33,12.46,13.85
2021-09-20 17:00:00,14.15,13.82,12.27,12.4,12.52,13.91
2021-09-20 17:15:00,14.46,13.95,12.33,12.46,12.58,13.98
2021-09-20 17:30:00,14.71,14.1,12.4,12.52,12.65,14.06
2021-09-20 17:45:00,14.96,14.25,12.52,12.65,12.71,14.14
2021-09-20 18:00:00,15.15,14.38,12.65,12.71,12.83,14.21
2021-09-20 18:15:00,15.27,14.53,12.71,12.77,12.9,14.29
2021-09-20 18:30:00,15.46,14.65,12.83,12.83,12.96,14.36
2021-09-20 18:45:00,15.52,14.75,12.9,12.9,13.02,14.42
2021-09-20 19:00:00,15.58,14.85,12.96,12.96,13.08,14.49
2021-09-20 19:15:00,15.65,14.94,13.02,13.02,13.08,14.55
2021-09-20 19:30:00,15.71,15.03,13.08,13.08,13.15,14.6
2021-09-20 19:45:00,15.77,15.11,13.15,13.15,13.21,14.65
2021-09-20 20:00:00,15.77,15.18,13.21,13.15,13.27,14.7
2021-09-20 20:15:00,15.77,15.25,13.27,13.21,13.27,14.74
2021-09-20 20:30:00,15.77,15.32,13.33,13.27,13.33,14.78
2021-09-20 20:45:00,15.77,15.38,13.4,13.33,13.4,14.83
2021-09-20 21:00:00,15.71,15.43,13.4,13.33,13.4,14.87
2021-09-20 21:15:00,15.65,15.47,13.46,13.4,13.46,14.91
2021-09-20 21:30:00,15.58,15.5,13.52,13.46,13.52,14.93
2021-09-20 21:45:00,15.46,15.51,13.52,13.46,13.52,14.96
2021-09-20 22:00:00,15.33,15.54,13.58,13.46,13.52,14.97
2021-09-20 22:15:00,15.21,15.53,13.58,13.46,13.52,14.99
2021-09-20 22:30:00,15.08,15.53,13.58,13.46,13.58,15.0
2021-09-20 22:45:00,14.96,15.52,13.58,13.52,13.58,15.01
2021-09-20 23:00:00,14.83,15.51,13.65,13.52,13.58,15.02
2021-09-20 23:15:00,14.77,15.5,13.65,13.52,13.58,15.03
2021-09-20 23:30:00,14.65,15.49,13.65,13.52,13.58,15.03
2021-09-20 23:45:00,14.58,15.47,13.65,13.52,13.58,15.03
2021-09-21 00:00:00,14.52,15.44,13.65,13.52,13.58,15.03
2021-09-21 00:15:00,14.4,15.42,13.65,13.52,13.58,15.02
2021-09-21 00:30:00,14.33,15.4,13.65,13.58,13.58,15.02
2021-09-21 00:45:00,14.27,15.37,13.65,13.52,13.58,15.02
2021-09-21 01:00:00,14.15,15.35,13.65,13.52,13.58,15.02
2021-09-21 01:15:00,14.08,15.32,13.65,13.52,13.52,15.01
2021-09-21 01:30:00,14.02,15.29,13.65,13.52,13.52,15.0
2021-09-21 01:45:00,13.9,15.26,13.65,13.52,13.52,14.99
2021-09-21 02:00:00,13.83,15.23,13.65,13.52,13.52,14.99
2021-09-21 02:15:00,13.71,15.2,13.58,13.46,13.52,14.98
2021-09-21 02:30:00,13.65,15.17,13.58,13.52,13.52,14.96
2021-09-21 02:45:00,13.52,15.13,13.58,13.46,13.52,14.96
2021-09-21 03:00:00,13.4,15.07,13.58,13.46,13.46,14.94
2021-09-21 03:15:00,13.33,15.03,13.52,13.46,13.46,14.93
2021-09-21 03:30:00,13.21,14.98,13.52,13.46,13.46,14.91
2021-09-21 03:45:00,13.15,14.92,13.46,13.4,13.4,14.88
2021-09-21 04:00:00,13.08,14.87,13.46,13.33,13.4,14.86
2021-09-21 04:15:00,12.96,14.8,13.46,13.33,13.4,14.83
2021-09-21 04:30:00,12.9,14.73,13.4,13.33,13.33,14.79
2021-09-21 04:45:00,12.77,14.66,13.33,13.27,13.33,14.76
2021-09-21 05:00:00,12.65,14.59,13.27,13.21,13.27,14.73
2021-09-21 05:15:00,12.52,14.52,13.27,13.21,13.27,14.69
2021-09-21 05:30:00,12.46,14.45,13.21,13.15,13.21,14.65
2021-09-21 05:45:00,12.4,14.37,13.21,13.15,13.21,14.62
2021-09-21 06:00:00,12.27,14.29,13.15,13.08,13.15,14.58
2021-09-21 06:15:00,12.15,14.23,13.08,13.02,13.15,14.54
2021-09-21 06:30:00,12.08,14.15,13.02,13.02,13.08,14.49
2021-09-21 06:45:00,11.96,14.08,12.96,12.96,13.02,14.45
2021-09-21 07:00:00,11.9,14.01,12.9,12.96,13.02,14.41
2021-09-21 07:15:00,11.77,13.95,12.83,12.9,12.96,14.36
2021-09-21 07:30:00,11.71,13.86,12.83,12.83,12.96,14.32
2021-09-21 07:45:00,11.58,13.78,12.77,12.83,12.9,14.27
2021-09-21 08:00:00,11.52,13.71,12.71,12.77,12.9,14.22
2021-09-21 08:15:00,11.4,13.63,12.65,12.71,12.83,14.17
2021-09-21 08:30:00,11.33,13.55,12.58,12.71,12.77,14.12
2021-09-21 08:45:00,11.21,13.47,12.58,12.65,12.77,14.08
2021-09-21 09:00:00,11.15,13.4,12.52,12.58,12.71,14.04
2021-09-21 09:15:00,11.08,13.32,12.46,12.52,12.71,13.99
2021-09-21 09:30:00,10.96,13.26,12.4,12.52,12.65,13.96
2021-09-21 09:45:00,10.9,13.18,12.33,12.46,12.58,13.92
2021-09-21 10:00:00,10.83,13.09,12.27,12.4,12.58,13.88
2021-09-21 10:15:00,10.77,13.04,12.21,12.4,12.52,13.84
2021-09-21 10:30:00,10.71,12.99,12.21,12.33,12.52,13.81
2021-09-21 10:45:00,10.65,12.94,12.15,12.27,12.46,13.78
2021-09-21 11:00:00,10.65,12.9,12.15,12.27,12.46,13.73
2021-09-21 11:15:00,10.65,12.84,12.08,12.27,12.4,13.7
2021-09-21 11:30:00,10.65,12.8,12.02,12.21,12.4,13.68
2021-09-21 11:45:00,10.65,12.78,12.02,12.21,12.33,13.65
2021-09-21 12:00:00,10.65,12.77,12.02,12.21,12.33,13.64
2021-09-21 12:15:00,10.71,12.76,11.96,12.15,12.33,13.63
2021-09-21 12:30:00,10.77,12.75,11.96,12.15,12.33,13.62
2021-09-21 12:45:00,10.77,12.75,11.96,12.15,12.33,13.6
2021-09-21 13:00:00,10.83,12.75,11.96,12.15,12.27,13.59
2021-09-21 13:15:00,10.9,12.77,11.96,12.08,12.27,13.59
2021-09-21 13:30:00,11.02,12.79,11.9,12.15,12.27,13.59
2021-09-21 13:45:00,11.08,12.81,11.96,12.08,12.27,13.59
2021-09-21 14:00:00,11.15,12.84,11.96,12.15,12.33,13.6
2021-09-21 14:15:00,11.27,12.87,11.96,12.15,12.33,13.61
2021-09-21 14:30:00,11.4,12.92,11.96,12.15,12.27,13.62
2021-09-21 14:45:00,11.58,12.96,11.96,12.15,12.33,13.63
2021-09-21 15:00:00,11.71,13.01,12.02,12.21,12.33,13.65
2021-09-21 15:15:00,11.9,13.06,12.02,12.21,12.33,13.67
2021-09-21 15:30:00,12.15,13.13,12.08,12.27,12.4,13.69
2021-09-21 15:45:00,12.33,13.2,12.08,12.27,12.4,13.72
2021-09-21 16:00:00,12.58,13.27,12.15,12.27,12.46,13.76
2021-09-21 16:15:00,12.83,13.36,12.21,12.33,12.46,13.79
2021-09-21 16:30:00,13.08,13.46,12.21,12.4,12.52,13.83
2021-09-21 16:45:00,13.33,13.56,12.27,12.4,12.52,13.87
2021-09-21 17:00:00,13.58,13.67,12.33,12.46,12.58,13.92
2021-09-21 17:15:00,13.77,13.78,12.4,12.52,12.65,13.98
2021-09-21 17:30:00,14.02,13.9,12.46,12.58,12.71,14.05
2021-09-21 17:45:00,14.21,14.03,12.52,12.65,12.77,14.11
2021-09-21 18:00:00,14.4,14.14,12.58,12.71,12.77,14.17
2021-09-21 18:15:00,14.52,14.25,12.65,12.71,12.83,14.23
2021-09-21 18:30:00,14.71,14.33,12.71,12.77,12.9,14.29
2021-09-21 18:45:00,14.77,14.41,12.77,12.83,12.9,14.34
2021-09-21 19:00:00,14.9,14.52,12.83,12.9,12.96,14.39
2021-09-21 19:15:00,15.02,14.61,12.9,12.96,13.02,14.44
2021-09-21 19:30:00,15.08,14.71,12.96,13.02,13.08,14.48
2021-09-21 19:45:00,15.15,14.8,13.02,13.08,13.15,14.54
2021-09-21 20:00:00,15.21,14.88,13.08,13.08,13.15,14.59
2021-09-21 20:15:00,15.27,14.95,13.15,13.15,13.21,14.63
2021-09-21 20:30:00,15.27,15.02,13.21,13.21,13.21,14.67
2021-09-21 20:45:00,15.33,15.07,13.27,13.21,13.27,14.71
2021-09-21 21:00:00,15.27,15.14,13.33,13.27,13.33,14.74
2021-09-21 21:15:00,15.27,15.18,13.33,13.33,13.33,14.78
2021-09-21 21:30:00,15.27,15.22,13.4,13.33,13.4,14.81
2021-09-21 21:45:00,15.21,15.26,13.4,13.4,13.4,14.84
2021-09-21 22:00:00,15.15,15.3,13.46,13.4,13.4,14.87
2021-09-21 22:15:00,15.08,15.32,13.52,13.46,13.46,14.89
2021-09-21 22:30:00,15.02,15.34,13.52,13.4,13.46,14.91
2021-09-21 22:45:00,14.9,15.34,13.52,13.46,13.46,14.92
2021-09-21 23:00:00,14.83,15.33,13.58,13.46,13.46,14.93
2021-09-21 23:15:00,14.71,15.35,13.58,13.46,13.52,14.95
2021-09-21 23:30:00,14.65,15.35,13.58,13.52,13.52,14.96
2021-09-21 23:45:00,14.58,15.32,13.58,13.52,13.52,14.96
2021-09-22 00:00:00,14.46,15.32,13.58,13.46,13.52,14.96
2021-09-22 00:15:00,14.4,15.3,13.58,13.52,13.52,14.98
2021-09-22 00:30:00,14.33,15.29,13.65,13.52,13.52,14.98
2021-09-22 00:45:00,14.27,15.28,13.65,13.52,13.52,14.98
2021-09-22 01:00:00,14.21,15.26,13.58,13.52,13.52,14.98
2021-09-22 01:15:00,14.15,15.25,13.65,13.52,13.52,14.98
2021-09-22 01:30:00,14.02,15.23,13.58,13.52,13.52,14.98
2021-09-22 01:45:00,14.02,15.22,13.65,13.52,13.52,14.97
2021-09-22 02:00:00,13.9,15.2,13.65,13.52,13.52,14.97
2021-09-22 02:15:00,13.83,15.18,13.58,13.52,13.52,14.96
2021-09-22 02:30:00,13.77,15.15,13.58,13.46,13.52,14.96
2021-09-22 02:45:00,13.71,15.12,13.58,13.46,13.52,14.95
2021-09-22 03:00:00,13.65,15.1,13.58,13.46,13.52,14.94
2021-09-22 03:15:00,13.58,15.06,13.58,13.46,13.52,14.93
2021-09-22 03:30:00,13.52,15.03,13.52,13.46,13.46,14.92
2021-09-22 03:45:00,13.4,15.0,13.52,13.46,13.46,14.91
2021-09-22 04:00:00,13.33,14.96,13.52,13.4,13.46,14.9
2021-09-22 04:15:00,13.27,14.92,13.46,13.4,13.46,14.88
2021-09-22 04:30:00,13.15,14.87,13.46,13.4,13.4,14.86
2021-09-22 04:45:00,13.08,14.83,13.46,13.33,13.4,14.84
2021-09-22 05:00:00,13.02,14.78,13.4,13.33,13.4,14.81
2021-09-22 05:15:00,12.9,14.73,13.4,13.33,13.33,14.78
2021-09-22 05:30:00,12.83,14.67,13.33,13.27,13.33,14.76
2021-09-22 05:45:00,12.77,14.63,13.33,13.27,13.27,14.74
2021-09-22 06:00:00,12.65,14.58,13.27,13.21,13.27,14.71
2021-09-22 06:15:00,12.58,14.52,13.27,13.21,13.21,14.68
2021-09-22 06:30:00,12.52,14.46,13.21,13.15,13.21,14.65
2021-09-22 06:45:00,12.4,14.4,13.15,13.15,13.21,14.62
2021-09-22 07:00:00,12.33,14.34,13.15,13.15,13.21,14.59
2021-09-22 07:15:00,12.21,14.28,13.08,13.08,13.15,14.56
2021-09-22 07:30:00,12.15,14.22,13.02,13.02,13.08,14.51
2021-09-22 07:45:00,12.02,14.14,12.96,12.96,13.08,14.47
2021-09-22 08:00:00,11.96,14.09,12.96,12.96,13.02,14.44
2021-09-22 08:15:00,11.9,14.03,12.9,12.96,13.02,14.4
2021-09-22 08:30:00,11.83,13.97,12.9,12.9,12.96,14.36
2021-09-22 08:45:00,11.71,13.91,12.83,12.9,12.96,14.33
2021-09-22 09:00:00,11.65,13.84,12.77,12.83,12.96,14.29
2021-09-22 09:15:00,11.58,13.78,12.71,12.77,12.9,14.24
2021-09-22 09:30:00,11.46,13.72,12.71,12.77,12.83,14.21
2021-09-22 09:45:00,11.46,13.66,12.65,12.71,12.83,14.17
2021-09-22 10:00:00,11.4,13.6,12.58,12.71,12.83,14.14
2021-09-22 10:15:00,11.4,13.55,12.58,12.65,12.77,14.11
2021-09-22 10:30:00,11.33,13.51,12.52,12.65,12.77,14.09
2021-09-22 10:45:00,11.33,13.46,12.52,12.58,12.71,14.06
2021-09-22 11:00:00,11.27,13.43,12.46,12.58,12.71,14.03
2021-09-22 11:15:00,11.27,13.39,12.46,12.58,12.65,13.99
2021-09-22 11:30:00,11.27,13.35,12.4,12.52,12.65,13.97
2021-09-22 11:45:00,11.21,13.32,12.4,12.52,12.65,13.95
2021-09-22 12:00:00,11.21,13.3,12.4,12.52,12.65,13.93
2021-09-22 12:15:00,11.27,13.27,12.33,12.46,12.58,13.91
2021-09-22 12:30:00,11.27,13.25,12.33,12.46,12.58,13.9
2021-09-22 12:45:00,11.27,13.23,12.27,12.46,12.58,13.88
2021-09-22 13:00:00,11.27,13.22,12.27,12.4,12.58,13.87
2021-09-22 13:15:00,11.33,13.22,12.27,12.4,12.52,13.85
2021-09-22 13:30:00,11.4,13.22,12.27,12.4,12.52,13.85
2021-09-22 13:45:00,11.46,13.23,12.27,12.4,12.52,13.85
2021-09-22 14:00:00,11.52,13.24,12.27,12.4,12.52,13.85
2021-09-22 14:15:00,11.58,13.26,12.27,12.4,12.52,13.85
2021-09-22 14:30:00,11.65,13.28,12.27,12.4,12.52,13.85
2021-09-22 14:45:00,11.65,13.3,12.27,12.4,12.52,13.86
2021-09-22 15:00:00,11.71,13.31,12.27,12.4,12.52,13.86
2021-09-22 15:15:00,11.83,13.33,12.27,12.4,12.52,13.87
2021-09-22 15:30:00,11.9,13.35,12.27,12.4,12.58,13.88
2021-09-22 15:45:00,11.96,13.39,12.27,12.46,12.58,13.9
2021-09-22 16:00:00,12.02,13.41,12.27,12.46,12.58,13.9
2021-09-22 16:15:00,12.08,13.43,12.33,12.46,12.58,13.91
2021-09-22 16:30:00,12.21,13.45,12.33,12.46,12.58,13.92
2021-09-22 16:45:00,12.33,13.48,12.33,12.46,12.58,13.94
2021-09-22 17:00:00,12.46,13.52,12.33,12.46,12.58,13.95
2021-09-22 17:15:00,12.65,13.57,12.4,12.52,12.58,13.96
2021-09-22 17:30:00,12.71,13.63,12.4,12.52,12.65,13.98
2021-09-22 17:45:00,12.9,13.68,12.4,12.52,12.65,14.01
2021-09-22 18:00:00,12.96,13.73,12.46,12.58,12.65,14.04
2021-09-22 18:15:00,13.08,13.78,12.46,12.58,12.71,14.07
2021-09-22 18:30:00,13.15,13.83,12.52,12.65,12.71,14.09
2021-09-22 18:45:00,13.27,13.9,12.52,12.65,12.71,14.12
2021-09-22 19:00:00,13.33,13.94,12.58,12.65,12.77,14.15
2021-09-22 19:15:00,13.4,13.99,12.58,12.65,12.77,14.18
2021-09-22 19:30:00,13.46,14.04,12.65,12.71,12.83,14.2
2021-09-22 19:45:00,13.46,14.07,12.65,12.71,12.83,14.22
2021-09-22 20:00:00,13.46,14.11,12.71,12.77,12.83,14.24
2021-09-22 20:15:00,13.52,14.15,12.71,12.77,12.83,14.28
2021-09-22 20:30:00,13.52,14.19,12.77,12.83,12.9,14.29
2021-09-22 20:45:00,13.52,14.23,12.77,12.83,12.9,14.32
2021-09-22 21:00:00,13.52,14.25,12.77,12.83,12.9,14.33
2021-09-22 21:15:00,13.52,14.28,12.77,12.83,12.96,14.35
2021-09-22 21:30:00,13.52,14.3,12.83,12.9,12.96,14.36
2021-09-22 21:45:00,13.52,14.32,12.83,12.9,12.96,14.38
2021-09-22 22:00:00,13.46,14.34,12.83,12.9,12.96,14.39
2021-09-22 22:15:00,13.46,14.36,12.83,12.9,12.96,14.4
2021-09-22 22:30:00,13.46,14.37,12.9,12.9,12.96,14.41
2021-09-22 22:45:00,13.4,14.38,12.9,12.9,13.02,14.42
2021-09-22 23:00:00,13.33,14.39,12.9,12.96,13.02,14.43
2021-09-22 23:15:00,13.33,14.39,12.9,12.96,13.02,14.43
2021-09-22 23:30:00,13.27,14.39,12.96,12.96,13.02,14.44
2021-09-22 23:45:00,13.21,14.39,12.9,12.96,13.02,14.44
2021-09-23 00:00:00,13.15,14.39,12.96,12.96,13.02,14.44
2021-09-23 00:15:00,13.08,14.38,12.96,12.96,13.02,14.44
2021-09-23 00:30:00,13.02,14.37,12.96,12.96,13.02,14.44
2021-09-23 00:45:00,12.96,14.36,12.9,12.9,13.02,14.44
2021-09-23 01:00:00,12.9,14.34,12.96,12.96,13.02,14.43
2021-09-23 01:15:00,12.83,14.33,12.9,12.9,13.02,14.43
2021-09-23 01:30:00,12.77,14.31,12.9,12.96,12.96,14.42
2021-09-23 01:45:00,12.71,14.29,12.9,12.9,12.96,14.41
2021-09-23 02:00:00,12.65,14.26,12.9,12.9,12.96,14.4
2021-09-23 02:15:00,12.58,14.24,12.9,12.9,12.96,14.39
2021-09-23 02:30:00,12.52,14.21,12.83,12.83,12.96,14.38
2021-09-23 02:45:00,12.46,14.18,12.83,12.83,12.96,14.36
2021-09-23 03:00:00,12.4,14.14,12.83,12.83,12.9,14.34
2021-09-23 03:15:00,12.33,14.1,12.77,12.83,12.9,14.33
2021-09-23 03:30:00,12.27,14.07,12.77,12.77,12.9,14.31
2021-09-23 03:45:00,12.21,14.03,12.77,12.77,12.9,14.29
2021-09-23 04:00:00,12.15,14.0,12.77,12.77,12.83,14.27
2021-09-23 04:15:00,12.08,13.96,12.71,12.71,12.83,14.24
2021-09-23 04:30:00,12.02,13.92,12.71,12.71,12.83,14.21
2021-09-23 04:45:00,11.96,13.86,12.65,12.71,12.77,14.19
2021-09-23 05:00:00,11.9,13.81,12.65,12.65,12.77,14.17
2021-09-23 05:15:00,11.83,13.77,12.58,12.65,12.77,14.14
2021-09-23 05:30:00,11.77,13.73,12.58,12.58,12.71,14.12
2021-09-23 05:45:00,11.71,13.68,12.52,12.58,12.71,14.09
2021-09-23 06:00:00,11.65,13.63,12.46,12.58,12.71,14.06
2021-09-23 06:15:00,11.52,13.57,12.46,12.52,12.65,14.03
2021-09-23 06:30:00,11.46,13.51,12.4,12.52,12.65,13.99
2021-09-23 06:45:00,11.33,13.47,12.4,12.46,12.58,13.96
2021-09-23 07:00:00,11.27,13.42,12.33,12.46,12.58,13.93
2021-09-23 07:15:00,11.21,13.36,12.27,12.4,12.52,13.9
2021-09-23 07:30:00,11.15,13.31,12.27,12.4,12.52,13.87
2021-09-23 07:45:00,11.08,13.26,12.21,12.33,12.46,13.84
2021-09-23 08:00:00,11.02,13.2,12.15,12.33,12.46,13.81
2021-09-23 08:15:00,10.96,13.14,12.15,12.27,12.4,13.78
2021-09-23 08:30:00,10.9,13.09,12.08,12.27,12.4,13.74
2021-09-23 08:45:00,10.9,13.04,12.02,12.21,12.4,13.7
2021-09-23 09:00:00,10.83,13.0,12.02,12.21,12.33,13.67
2021-09-23 09:15:00,10.71,12.95,11.96,12.15,12.33,13.64
2021-09-23 09:30:00,10.71,12.9,11.9,12.15,12.27,13.61
2021-09-23 09:45:00,10.65,12.83,11.9,12.02,12.27,13.57
2021-09-23 10:00:00,10.58,12.78,11.83,12.02,12.21,13.54
2021-09-23 10:15:00,10.52,12.74,11.77,12.02,12.15,13.49
2021-09-23 10:30:00,10.52,12.69,11.77,11.96,12.15,13.47
2021-09-23 10:45:00,10.52,12.66,11.71,11.96,12.08,13.45
2021-09-23 11:00:00,10.46,12.62,11.71,11.9,12.08,13.43
2021-09-23 11:15:00,10.52,12.59,11.65,11.9,12.02,13.4
2021-09-23 11:30:00,10.58,12.57,11.65,11.9,12.02,13.39
2021-09-23 11:45:00,10.58,12.57,11.65,11.9,12.02,13.38
2021-09-23 12:00:00,10.65,12.57,11.65,11.83,12.02,13.37
2021-09-23 12:15:00,10.71,12.57,11.58,11.83,12.02,13.36
2021-09-23 12:30:00,10.71,12.58,11.65,11.9,12.02,13.36
2021-09-23 12:45:00,10.83,12.59,11.58,11.83,12.02,13.36
2021-09-23 13:00:00,10.9,12.6,11.65,11.9,12.02,13.36
2021-09-23 13:15:00,11.02,12.64,11.65,11.9,12.02,13.38
2021-09-23 13:30:00,11.15,12.67,11.65,11.9,12.08,13.41
2021-09-23 13:45:00,11.27,12.7,11.65,11.9,12.08,13.41
2021-09-23 14:00:00,11.46,12.75,11.65,11.9,12.08,13.4
2021-09-23 14:15:00,11.58,12.78,11.71,11.9,12.08,13.41
2021-09-23 14:30:00,11.77,12.84,11.71,11.9,12.08,13.45
2021-09-23 14:45:00,11.9,12.9,11.77,11.96,12.08,13.44
2021-09-23 15:00:00,12.02,12.94,11.77,12.02,12.15,13.47
2021-09-23 15:15:00,12.21,13.0,11.83,11.96,12.15,13.49
2021-09-23 15:30:00,12.33,13.06,11.83,12.02,12.15,13.53
2021-09-23 15:45:00,12.52,13.14,11.9,12.02,12.21,13.56
2021-09-23 16:00:00,12.71,13.2,11.96,12.08,12.21,13.58
2021-09-23 16:15:00,12.9,13.27,11.96,12.15,12.27,13.61
2021-09-23 16:30:00,13.08,13.35,12.02,12.15,12.27,13.65
2021-09-23 16:45:00,13.27,13.43,12.02,12.21,12.33,13.69
2021-09-23 17:00:00,13.4,13.52,12.08,12.27,12.4,13.74
2021-09-23 17:15:00,13.58,13.59,12.15,12.27,12.4,13.78
2021-09-23 17:30:00,13.77,13.7,12.21,12.33,12.46,13.83
2021-09-23 17:45:00,13.83,13.75,12.27,12.33,12.46,13.87
2021-09-23 18:00:00,14.02,13.85,12.33,12.4,12.52,13.91
2021-09-23 18:15:00,14.21,13.95,12.4,12.46,12.52,13.96
2021-09-23 18:30:00,14.33,14.03,12.46,12.52,12.58,14.01
2021-09-23 18:45:00,14.52,14.11,12.52,12.52,12.65,14.05
2021-09-23 19:00:00,14.65,14.22,12.58,12.58,12.71,14.11
2021-09-23 19:15:00,14.77,14.3,12.65,12.65,12.77,14.16
2021-09-23 19:30:00,14.9,14.38,12.71,12.71,12.77,14.2
2021-09-23 19:45:00,15.02,14.44,12.71,12.71,12.83,14.24
2021-09-23 20:00:00,15.08,14.54,12.77,12.77,12.83,14.29
2021-09-23 20:15:00,15.21,14.62,12.83,12.83,12.9,14.33
2021-09-23 20:30:00,15.21,14.69,12.9,12.9,12.96,14.37
2021-09-23 20:45:00,15.27,14.78,12.96,12.9,12.96,14.41
2021-09-23 21:00:00,15.33,14.85,13.02,12.96,13.02,14.45
2021-09-23 21:15:00,15.4,14.92,13.02,13.02,13.08,14.49
2021-09-23 21:30:00,15.4,14.98,13.15,13.02,13.08,14.54
2021-09-23 21:45:00,15.4,15.03,13.15,13.08,13.15,14.58
2021-09-23 22:00:00,15.4,15.1,13.21,13.15,13.15,14.61
2021-09-23 22:15:00,15.4,15.16,13.27,13.15,13.21,14.65
2021-09-23 22:30:00,15.33,15.2,13.33,13.21,13.27,14.68
2021-09-23 22:45:00,15.27,15.23,13.33,13.21,13.27,14.71
2021-09-23 23:00:00,15.21,15.26,13.4,13.27,13.27,14.74
2021-09-23 23:15:00,15.15,15.28,13.46,13.27,13.33,14.76
2021-09-23 23:30:00,15.08,15.3,13.46,13.33,13.33,14.78
2021-09-23 23:45:00,14.96,15.31,13.46,13.33,13.33,14.79
2021-09-24 00:00:00,14.83,15.33,13.52,13.33,13.4,14.82
2021-09-24 00:15:00,14.77,15.34,13.52,13.33,13.4,14.83
2021-09-24 00:30:00,14.65,15.34,13.52,13.33,13.4,14.85
2021-09-24 00:45:00,14.58,15.34,13.52,13.4,13.4,14.86
2021-09-24 01:00:00,14.46,15.33,13.52,13.4,13.4,14.86
2021-09-24 01:15:00,14.4,15.32,13.58,13.4,13.4,14.87
2021-09-24 01:30:00,14.27,15.3,13.58,13.4,13.46,14.87
2021-09-24 01:45:00,14.21,15.28,13.58,13.4,13.4,14.88
2021-09-24 02:00:00,14.15,15.27,13.58,13.4,13.4,14.88
2021-09-24 02:15:00,14.08,15.25,13.58,13.4,13.4,14.87
2021-09-24 02:30:00,14.02,15.22,13.58,13.4,13.4,14.87
2021-09-24 02:45:00,13.96,15.2,13.58,13.4,13.4,14.86
2021-09-24 03:00:00,13.83,15.18,13.52,13.4,13.4,14.86
2021-09-24 03:15:00,13.77,15.15,13.52,13.4,13.4,14.86
2021-09-24 03:30:00,13.71,15.13,13.52,13.4,13.4,14.85
2021-09-24 03:45:00,13.65,15.1,13.52,13.33,13.4,14.85
2021-09-24 04:00:00,13.58,15.06,13.52,13.4,13.4,14.84
2021-09-24 04:15:00,13.52,15.03,13.52,13.33,13.4,14.83
2021-09-24 04:30:00,13.4,15.0,13.52,13.33,13.4,14.82
2021-09-24 04:45:00,13.33,14.96,13.46,13.33,13.33,14.8
2021-09-24 05:00:00,13.27,14.92,13.46,13.27,13.33,14.78
2021-09-24 05:15:00,13.15,14.89,13.4,13.33,13.33,14.77
2021-09-24 05:30:00,13.08,14.85,13.46,13.27,13.33,14.75
2021-09-24 05:45:00,13.02,14.8,13.4,13.27,13.27,14.73
2021-09-24 06:00:00,12.96,14.75,13.33,13.27,13.27,14.71
2021-09-24 06:15:00,12.83,14.69,13.33,13.21,13.27,14.69
2021-09-24 06:30:00,12.77,14.65,13.33,13.21,13.21,14.66
2021-09-24 06:45:00,12.71,14.6,13.27,13.21,13.21,14.64
2021-09-24 07:00:00,12.58,14.54,13.21,13.15,13.21,14.62
2021-09-24 07:15:00,12.52,14.5,13.21,13.15,13.15,14.59
2021-09-24 07:30:00,12.4,14.43,13.15,13.08,13.15,14.57
2021-09-24 07:45:00,12.33,14.37,13.15,13.08,13.08,14.53
2021-09-24 08:00:00,12.27,14.32,13.08,13.08,13.08,14.49
2021-09-24 08:15:00,12.21,14.27,13.02,13.02,13.02,14.46
2021-09-24 08:30:00,12.08,14.2,13.02,12.96,13.02,14.43
2021-09-24 08:45:00,12.02,14.13,12.96,12.96,12.96,14.4
2021-09-24 09:00:00,11.96,14.08,12.96,12.9,12.96,14.36
2021-09-24 09:15:00,11.9,14.02,12.9,12.9,12.96,14.33
2021-09-24 09:30:00,11.83,13.97,12.83,12.83,12.9,14.3
2021-09-24 09:45:00,11.77,13.92,12.77,12.83,12.9,14.27
2021-09-24 10:00:00,11.71,13.85,12.77,12.77,12.83,14.22
2021-09-24 10:15:00,11.65,13.8,12.71,12.77,12.83,14.19
2021-09-24 10:30:00,11.65,13.75,12.65,12.71,12.77,14.16
2021-09-24 10:45:00,11.58,13.69,12.65,12.71,12.77,14.13
2021-09-24 11:00:00,11.58,13.65,12.58,12.65,12.71,14.1
2021-09-24 11:15:00,11.58,13.6,12.58,12.65,12.71,14.08
2021-09-24 11:30:00,11.58,13.57,12.52,12.58,12.65,14.06
2021-09-24 11:45:00,11.52,13.55,12.52,12.65,12.71,14.04
2021-09-24 12:00:00,11.58,13.53,12.52,12.58,12.65,14.02
2021-09-24 12:15:00,11.65,13.52,12.46,12.58,12.65,14.0
2021-09-24 12:30:00,11.65,13.51,12.46,12.58,12.65,13.99
2021-09-24 12:45:00,11.71,13.51,12.46,12.58,12.65,13.98
