Time,T1,TopTemperature,T2,T3,T4,T5,T6,BottomTemperature
1637193600.0,11.5,11.72,12.5,13.0,14.0,13.5,14.0,14.36
1637194500.0,11.5,11.68,12.5,13.0,14.0,13.5,14.0,14.36
1637195400.0,11.5,11.65,12.5,13.0,14.0,13.5,14.0,14.37
1637196300.0,11.5,11.63,12.5,13.0,14.0,13.5,14.0,14.37
1637197200.0,11.5,11.61,12.5,13.0,14.0,13.5,14.0,14.38
1637198100.0,11.5,11.58,12.5,13.0,14.0,13.5,14.0,14.38
1637199000.0,11.5,11.55,12.5,13.0,14.0,13.5,14.0,14.38
1637199900.0,11.5,11.52,12.5,13.0,14.0,13.5,14.0,14.39
1637200800.0,11.5,11.49,12.5,13.0,14.0,13.5,14.0,14.4
1637201700.0,11.5,11.46,12.5,13.0,14.0,13.5,14.0,14.4
1637202600.0,11.5,11.44,12.5,13.0,14.0,13.5,14.0,14.41
1637203500.0,11.5,11.4,12.5,13.0,14.0,13.5,14.0,14.41
1637204400.0,11.5,11.37,12.5,13.0,14.0,13.5,14.0,14.42
1637205300.0,11.5,11.34,12.5,13.0,14.0,13.5,14.0,14.42
1637206200.0,11.5,11.31,12.5,13.0,14.0,13.5,14.0,14.43
1637207100.0,11.0,11.28,12.5,13.0,14.0,14.0,14.0,14.43
1637208000.0,11.0,11.25,12.5,13.0,14.0,14.0,14.0,14.44
1637208900.0,11.0,11.2,12.5,13.0,14.0,13.5,14.0,14.44
1637209800.0,11.0,11.17,12.5,13.0,14.0,14.0,14.0,14.44
1637210700.0,11.0,11.14,12.5,13.0,14.0,14.0,14.0,14.45
1637211600.0,11.0,11.11,12.5,13.5,14.0,14.0,14.0,14.46
1637212500.0,11.0,11.07,12.5,13.5,14.0,14.0,14.0,14.46
1637213400.0,11.0,11.04,12.5,13.0,14.0,14.0,14.0,14.47
1637214300.0,11.0,10.98,12.5,13.0,14.0,14.0,14.0,14.47
1637215200.0,11.0,10.95,12.5,13.0,14.0,14.0,14.0,14.48
1637216100.0,11.0,10.92,12.5,13.0,14.0,14.0,14.0,14.48
1637217000.0,11.0,10.89,12.5,13.0,14.0,14.0,14.0,14.48
1637217900.0,10.5,10.84,12.5,13.0,14.0,14.0,14.0,14.49
1637218800.0,10.5,10.8,12.5,13.0,14.0,14.0,14.0,14.49
1637219700.0,10.5,10.76,12.5,13.5,14.0,14.0,14.5,14.5
1637220600.0,10.5,10.72,12.5,13.0,14.0,14.0,14.0,14.51
1637221500.0,10.5,10.69,12.5,13.0,14.0,14.0,14.0,14.51
1637222400.0,10.5,10.65,12.5,13.0,14.0,14.0,14.5,14.51
1637223300.0,10.5,10.62,12.5,13.0,14.0,14.0,14.5,14.52
1637224200.0,10.5,10.59,12.5,13.0,14.0,14.0,14.0,14.53
1637225100.0,10.5,10.57,12.5,13.0,14.0,14.0,14.5,14.53
1637226000.0,10.5,10.54,12.5,13.0,14.0,14.0,14.0,14.54
1637226900.0,10.5,10.52,12.5,13.0,14.0,14.0,14.5,14.54
1637227800.0,10.5,10.47,12.5,13.0,14.0,14.0,14.5,14.54
1637228700.0,10.5,10.45,12.5,13.0,14.0,14.0,14.5,14.55
1637229600.0,10.5,10.43,12.5,13.0,14.0,14.0,14.5,14.56
1637230500.0,10.0,10.41,12.0,13.0,14.0,14.0,14.5,14.56
1637231400.0,10.0,10.39,12.0,13.0,14.0,14.0,14.5,14.57
1637232300.0,10.0,10.37,12.0,13.0,14.0,14.0,14.5,14.58
1637233200.0,10.0,10.36,12.0,13.0,14.0,14.0,14.5,14.58
1637234100.0,10.0,10.35,12.0,13.0,14.0,14.0,14.5,14.59
1637235000.0,10.0,10.33,12.0,13.0,14.0,14.0,14.5,14.59
1637235900.0,10.0,10.22,12.0,13.0,14.0,14.0,14.5,14.6
1637236800.0,9.5,10.2,12.0,13.0,14.0,14.0,14.5,14.6
1637237700.0,9.5,10.1,12.0,13.0,14.0,14.0,14.5,14.61
1637238600.0,10.0,10.17,12.0,13.0,14.0,14.0,14.5,14.61
1637239500.0,10.0,10.18,12.0,13.0,14.0,14.0,14.5,14.61
1637240400.0,10.0,10.22,12.0,13.0,14.0,14.0,14.5,14.62
1637241300.0,10.0,10.22,12.0,13.0,14.0,14.0,14.5,14.62
1637242200.0,10.0,10.21,12.0,13.0,14.0,14.0,14.5,14.63
1637243100.0,10.0,10.18,12.0,13.0,14.0,14.0,14.5,14.63
1637244000.0,10.0,10.17,12.0,13.0,14.0,14.0,14.5,14.63
1637244900.0,10.0,10.14,12.0,13.0,14.0,14.0,14.5,14.64
1637245800.0,10.0,10.12,12.0,13.0,14.0,14.0,14.5,14.65
1637246700.0,10.0,10.12,12.0,13.0,14.0,14.0,14.5,14.65
1637247600.0,10.0,10.1,12.0,13.0,14.0,14.0,14.5,14.65
1637248500.0,10.0,10.09,12.0,13.0,14.0,14.0,14.5,14.66
