Run: 8
Frequency: 2.0019945833333335 hr-1

Time,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11
14400.0,311.0664458331004,44.466832346918174,42.591799483784946,35.488850130180595,28.504960880150954,23.19298912647952,19.746004219328814,17.624381173301852,14.995218290556442,12.119854003884425,7.003168365520153
14430.378,308.7475291923042,44.46716900928098,42.58245042413342,35.44294704716269,28.476121471333997,23.13623222407266,19.697355561569246,17.561189442170026,14.988731232280214,12.191462813075823,7.086768839348027
14460.756,318.40019478979144,44.467689609246214,42.57345874639916,35.397411632837084,28.447398282879426,23.07951718545437,19.649095548121508,17.500688244950553,14.982570566539788,12.264666871400337,7.171912799652244
14491.134000000002,319.51219112838834,44.4684047119102,42.5648453915369,35.352712639158604,28.419000985337398,23.02327507692658,19.601361205814612,17.44305830687021,14.97689879167245,12.339413419004279,7.258536142034742
14521.512000000002,317.73729066312035,44.46932141006451,42.55656284677884,35.30892275533266,28.390860182649917,22.967732797520583,19.554175082803983,17.388324590462002,14.97177047288536,12.415392371782556,7.346390256492885
14551.890000000001,305.88503640397244,44.47044701978758,42.548596248138224,35.2662731538619,28.363022811633268,22.91318427615635,19.507591013888614,17.336536879003972,14.96727864285339,12.492411329232368,7.435309199224218
14582.268000000002,316.9844609696705,44.47177926620171,42.5407467476803,35.22381246639432,28.334675609191272,22.859288728800294,19.461319901648004,17.287358797616665,14.96324680680414,12.569576655913687,7.5246420915497145
14612.646000000002,311.1976711971646,44.47332702319399,42.53318563823278,35.18281095350033,28.306607283675568,22.80681987075613,19.41565387395337,17.241132637609674,14.960052215361392,12.64745423804171,7.614809149600529
14643.024000000001,306.43100596259865,44.47509410804416,42.525930501909315,35.1436437690789,28.27899956487021,22.75611179943335,19.37066185191387,17.197875439099242,14.9577963745642,12.725948101179396,7.705704954546948
14673.402000000004,308.1087829837972,44.47708620072944,42.51913790839971,35.107609835570194,28.252738469990753,22.7079833952429,19.326674933724078,17.157857949783917,14.95677310500204,12.805507185515621,7.797617891569741
14703.780000000004,316.06137520451466,44.479303331345186,42.51259924577074,35.07362122798766,28.2269888792791,22.66201049257858,19.283382239140195,17.1205728265261,14.95666013214379,12.885013623251469,7.889622514472516
14734.158000000003,316.36376830831966,44.48174235267139,42.506301655785705,35.041759856506545,28.20174944138816,22.618320161976943,19.24075212443369,17.0858797778487,14.95747725208222,12.964231012415834,7.981521892796519
14764.536000000004,312.6234162201718,44.48439777211548,42.500234033210596,35.01208197632537,28.177011732596995,22.57700710261694,19.19873942823856,17.053611774404484,14.959235015556708,13.042926617468765,8.073122128986373
14794.914000000004,311.46082470809927,44.48726168645146,42.494387353300986,34.9846190647079,28.152762115056337,22.538134683848583,19.157286486037613,17.023578309367554,14.961935441842213,13.120875624408665,8.164235478548663
14825.292000000003,315.68270484773336,44.49032272781558,42.48877925527714,34.95954956137476,28.129112655477222,22.501827021962832,19.116374108463305,16.995622864686958,14.965614782535093,13.197969359252859,8.254770242922806
14855.670000000006,315.2288609947882,44.49357986970124,42.483238959221296,34.93570603146167,28.105155916855814,22.467467468239178,19.075591300731844,16.969144039007414,14.969959000651302,13.2732386430817,8.343942816733469
14886.048000000006,316.54957766276954,44.49701418925297,42.47776747872948,34.91298232891138,28.08076998876075,22.434944275987185,19.03478558881526,16.94389571953515,14.974993717839242,13.346577858153598,8.431722902342182
14916.426000000005,312.85147951616636,44.5005903274378,42.472507554665896,34.892213291407536,28.05658995760936,22.404642394586325,18.994085599388228,16.91993388344283,14.980990461837223,13.418528889817008,8.518603212861684
14946.804000000006,310.9303961681791,44.50430665122003,42.4673343856363,34.872449480041595,28.03189102816495,22.375995617279884,18.953123944475546,16.89669916638288,14.987675691381908,13.48833056085194,8.603958188290505
14977.182000000006,305.3687017023209,44.50809684590706,42.462547660326294,34.8554842079669,28.00812905593679,22.3498896688541,18.912336291569908,16.874573168950903,14.995595129315776,13.557248358441825,8.688884959790428
15007.560000000005,307.7014894353476,44.511967754838594,42.45803170874892,34.84050670539447,27.984748288781653,22.32584970580676,18.871448801234884,16.853003945134336,15.004417755526944,13.624470783468258,8.772652697312054
15037.938000000007,308.99330135705503,44.51592587575146,42.4536499746992,34.82649551403797,27.960987964406367,22.30322426865368,18.830079984552412,16.831384259430926,15.013805934968481,13.689185925880006,8.854585672346772
