Date_Time,depth
1:58:58,0.0425
2:00:55,0.043
2:00:58,0.044
2:01:01,0.045
2:01:04,0.0495
2:01:07,0.0505
2:01:10,0.052
2:01:13,0.053
2:01:16,0.052
2:01:19,0.0505
2:01:22,0.0495
