Date_Time,depth
1:53:39,0.0505
1:53:50,0.052
1:54:00,0.11
1:54:10,0.0915
1:54:20,0.08
1:54:30,0.0725
1:54:40,0.0675
1:54:50,0.0685
1:55:00,0.064
1:55:10,0.0605
1:55:20,0.0605
1:55:30,0.06
1:55:40,0.0565
1:55:50,0.0585
1:56:00,0.0585
1:56:10,0.0575
