Date_Time,depth
11:14:20,0.018
11:18:35,0.0375
11:18:40,0.0605
11:18:45,0.11
11:18:50,0.1165
11:19:00,0.0805
11:19:10,0.0685
11:19:20,0.0625
11:19:30,0.057
11:19:40,0.053
11:19:50,0.0545
11:20:00,0.0545
11:20:10,0.052
