Date_Time,depth
2:30:50,0.0415
2:31:00,0.108
2:31:10,0.0845
2:31:20,0.071
2:31:30,0.065
2:31:40,0.063
2:31:50,0.0585
2:32:00,0.066
2:32:10,0.064
2:32:20,0.0605
2:32:30,0.06
2:32:40,0.0565
2:32:50,0.059
