Date_Time,depth
11:57:09,0.0465
11:57:21,0.114
11:57:32,0.0965
11:57:42,0.0805
11:57:53,0.0695
11:58:04,0.064
11:58:14,0.0605
11:58:25,0.06
11:58:34,0.06
11:58:44,0.059
11:58:54,0.06
11:59:04,0.0585
11:59:13,0.0575
11:59:24,0.0585
