Date_Time,WSE
2023-06-22 00:00:00,2723.018817728881
2023-06-22 00:15:00,2723.018816928381
2023-06-22 00:30:00,2723.0205658509535
2023-06-22 00:45:00,2723.019985114753
2023-06-22 01:00:00,2723.01998442188
2023-06-22 01:15:00,2723.019983694369
2023-06-22 01:30:00,2723.0199830015063
2023-06-22 01:45:00,2723.01823250678
2023-06-22 02:00:00,2723.0182318718253
2023-06-22 02:15:00,2723.0182312711963
2023-06-22 02:30:00,2723.0217303442364
2023-06-22 02:45:00,2723.0199799183297
2023-06-22 03:00:00,2723.0182295293944
2023-06-22 03:15:00,2723.01822890304
2023-06-22 03:30:00,2723.0199781516108
2023-06-22 03:45:00,2723.0199778051992
2023-06-22 04:00:00,2723.0211472669653
2023-06-22 04:15:00,2723.0211466569976
2023-06-22 04:30:00,2723.0182263805045
2023-06-22 04:45:00,2723.018226011568
2023-06-22 05:00:00,2723.0188057651353
2023-06-22 05:15:00,2723.01880570489
2023-06-22 05:30:00,2723.0170558800883
2023-06-22 05:45:00,2723.018225728432
2023-06-22 06:00:00,2723.0188056532515
2023-06-22 06:15:00,2723.018805593006
2023-06-22 06:30:00,2723.017645632546
2023-06-22 06:45:00,2723.0205551918752
2023-06-22 07:00:00,2723.015895691525
2023-06-22 07:15:00,2723.017645341735
2023-06-22 07:30:00,2723.0193950587673
2023-06-22 07:45:00,2723.0176454016078
2023-06-22 08:00:00,2723.019395404105
2023-06-22 08:15:00,2723.017645914805
2023-06-22 08:30:00,2723.0176463424714
2023-06-22 08:45:00,2723.017646966868
2023-06-22 09:00:00,2723.0182278991656
2023-06-22 09:15:00,2723.0182290746434
2023-06-22 09:30:00,2723.018230533286
2023-06-22 09:45:00,2723.01648244076
2023-06-22 10:00:00,2723.0164844213473
2023-06-22 10:15:00,2723.0164866654977
2023-06-22 10:30:00,2723.016489496265
2023-06-22 10:45:00,2723.017663435449
2023-06-22 11:00:00,2723.0194223817493
2023-06-22 11:15:00,2723.0141815985653
2023-06-22 11:30:00,2723.017681191311
2023-06-22 11:45:00,2723.019450626917
2023-06-22 12:00:00,2723.018288944393
2023-06-22 12:15:00,2723.0165461885936
2023-06-22 12:30:00,2723.015973120542
2023-06-22 12:45:00,2723.0194703646184
2023-06-22 13:00:00,2723.020646317265
2023-06-22 13:15:00,2723.021232138085
2023-06-22 13:30:00,2723.021237210428
2023-06-22 13:45:00,2723.018329926296
2023-06-22 14:00:00,2723.018913454361
2023-06-22 14:15:00,2723.022417618734
2023-06-22 14:30:00,2723.0189178135547
2023-06-22 14:45:00,2723.0218400002223
2023-06-22 15:00:00,2723.015996005983
2023-06-22 15:15:00,2723.018336332738
2023-06-22 15:30:00,2723.0183358847207
2023-06-22 15:45:00,2723.0183340926733
2023-06-22 16:00:00,2723.0195007187135
2023-06-22 16:15:00,2723.0177457933873
2023-06-22 16:30:00,2723.017740523875
2023-06-22 16:45:00,2723.018896154402
2023-06-22 17:00:00,2723.0177315931774
2023-06-22 17:15:00,2723.0206383134646
2023-06-22 17:30:00,2723.0188844057266
2023-06-22 17:45:00,2723.0177203417147
2023-06-22 18:00:00,2723.0206273631843
2023-06-22 18:15:00,2723.0194637613263
2023-06-22 18:30:00,2723.0206206984153
2023-06-22 18:45:00,2723.017707172082
2023-06-22 19:00:00,2723.018284309864
2023-06-22 19:15:00,2723.0194515280186
2023-06-22 19:30:00,2723.0188584200905
2023-06-22 19:45:00,2723.0194455133283
2023-06-22 20:00:00,2723.021193249426
2023-06-22 20:15:00,2723.02119113511
2023-06-22 20:30:00,2723.0194388232812
2023-06-22 20:45:00,2723.021186883886
2023-06-22 21:00:00,2723.0194343184667
2023-06-22 21:15:00,2723.019431931002
2023-06-22 21:30:00,2723.0200095503837
2023-06-22 21:45:00,2723.021757427152
2023-06-22 22:00:00,2723.0200050999206
2023-06-22 22:15:00,2723.021752730391
2023-06-22 22:30:00,2723.0182501289028
2023-06-22 22:45:00,2723.0205775700983
2023-06-22 23:00:00,2723.0223249636947
2023-06-22 23:15:00,2723.0205725854307
2023-06-22 23:30:00,2723.0205712895436
2023-06-22 23:45:00,2723.02057028173
2023-06-23 00:00:00,2723.0223192275243
2023-06-23 00:15:00,2723.0205684572675
2023-06-23 00:30:00,2723.0205675537372
2023-06-23 00:45:00,2723.018816868129
2023-06-23 01:00:00,2723.018816033207
2023-06-23 01:15:00,2723.0205650690737
2023-06-23 01:30:00,2723.0205642524497
2023-06-23 01:45:00,2723.023483215989
2023-06-23 02:00:00,2723.022312563993
2023-06-23 02:15:00,2723.020561941617
2023-06-23 02:30:00,2723.020561159769
2023-06-23 02:45:00,2723.023480163908
2023-06-23 03:00:00,2723.0205597958943
2023-06-23 03:15:00,2723.020558988003
2023-06-23 03:30:00,2723.021727949311
2023-06-23 03:45:00,2723.021727547249
2023-06-23 04:00:00,2723.023476776741
2023-06-23 04:15:00,2723.0199766274095
2023-06-23 04:30:00,2723.01997604718
2023-06-23 04:45:00,2723.0234750479203
2023-06-23 05:00:00,2723.021724750344
2023-06-23 05:15:00,2723.0234738395284
2023-06-23 05:30:00,2723.019973856197
2023-06-23 05:45:00,2723.021723203341
2023-06-23 06:00:00,2723.021722827519
2023-06-23 06:15:00,2723.023472225423
2023-06-23 06:30:00,2723.0199724359823
2023-06-23 06:45:00,2723.0188024947365
2023-06-23 07:00:00,2723.017052861839
2023-06-23 07:15:00,2723.0223022715027
2023-06-23 07:30:00,2723.020552994187
2023-06-23 07:45:00,2723.0223033585617
2023-06-23 08:00:00,2723.0211441561723
