Date_Time,P6_WSE,P6_gw_left,P6_gw_right,P6_h_left,P6_h_right,P6_h_average
2023-03-02 00:00:00,2737.324174,2736.704432,2736.894278,-0.6197419999998601,-0.4298959999996441,-0.5248189999997521
2023-03-02 00:15:00,2737.325924,2736.708013,2736.896028,-0.6179110000002765,-0.42989600000009887,-0.5239035000001877
2023-03-02 00:30:00,2737.325924,2736.706361,2736.897197,-0.6195630000001984,-0.4287270000004355,-0.5241450000003169
2023-03-02 00:45:00,2737.324174,2736.705603,2736.8963,-0.6185709999999744,-0.42787399999997433,-0.5232224999999744
2023-03-02 01:00:00,2737.324174,2736.707023,2736.897767,-0.6171509999999216,-0.4264069999999265,-0.521778999999924
2023-03-02 01:15:00,2737.323585,2736.709173,2736.897176,-0.614411999999902,-0.4264090000001488,-0.5204105000000254
2023-03-02 01:45:00,2737.326504,2736.709517,2736.898912,-0.6169870000003357,-0.4275920000000042,-0.5222895000001699
2023-03-02 02:00:00,2737.324754,2736.707685,2736.89631,-0.617069000000356,-0.42844400000012683,-0.5227565000002414
2023-03-02 02:15:00,2737.326504,2736.711846,2736.898059,-0.6146579999999631,-0.4284450000000106,-0.5215514999999868
2023-03-02 02:30:00,2737.329423,2736.713016,2736.900092,-0.616406999999981,-0.4293310000002748,-0.5228690000001279
2023-03-02 02:45:00,2737.328253,2736.712174,2736.897489,-0.6160790000003544,-0.4307640000001811,-0.5234215000002678
2023-03-02 03:00:00,2737.328833,2736.713334,2736.899219,-0.6154989999999998,-0.4296140000001287,-0.5225565000000643
2023-03-02 03:30:00,2737.327083,2736.708846,2736.900924,-0.6182370000001356,-0.4261590000000979,-0.5221980000001167
2023-03-02 03:45:00,2737.324164,2736.711252,2736.896617,-0.6129120000000512,-0.4275470000002315,-0.5202295000001413
2023-03-02 04:00:00,2737.325914,2736.709436,2736.900072,-0.6164779999999155,-0.4258420000001024,-0.521160000000009
2023-03-02 04:30:00,2737.325334,2736.709845,2736.896889,-0.6154890000002524,-0.4284450000000106,-0.5219670000001315
2023-03-02 04:45:00,2737.327083,2736.708856,2736.899492,-0.6182269999999335,-0.4275910000001204,-0.5229090000000269
2023-03-02 05:30:00,2737.325334,2736.709764,2736.896607,-0.6155699999999342,-0.42872699999998076,-0.5221484999999575
2023-03-02 08:15:00,2737.320666,2736.710425,2736.89572,-0.6102409999998599,-0.42494600000009086,-0.5175934999999754
2023-03-02 08:45:00,2737.324164,2736.709009,2736.896573,-0.6151549999999588,-0.4275910000001204,-0.5213730000000396
2023-03-02 09:00:00,2737.324754,2736.70785,2736.898014,-0.6169040000004316,-0.4267400000003363,-0.5218220000003839
2023-03-02 09:15:00,2737.325924,2736.708675,2736.89456,-0.6172490000003563,-0.4313640000000305,-0.5243065000001934
2023-03-02 10:00:00,2737.321255,2736.704186,2736.89281,-0.6170689999999013,-0.4284450000000106,-0.522756999999956
2023-03-02 10:15:00,2737.319506,2736.701267,2736.88729,-0.6182389999999032,-0.4322159999996984,-0.5252274999998008
2023-03-02 10:30:00,2737.315417,2736.699273,2736.886972,-0.6161439999996219,-0.4284450000000106,-0.5222944999998163
2023-03-02 10:45:00,2737.310169,2736.697522,2736.88437,-0.6126469999999244,-0.42579899999964255,-0.5192229999997835
2023-03-02 11:00:00,2737.315417,2736.700097,2736.891324,-0.6153199999998833,-0.4240929999996297,-0.5197064999997565
2023-03-02 11:15:00,2737.311919,2736.701848,2736.890471,-0.6100710000000618,-0.4214480000000549,-0.5157595000000583
2023-03-02 11:30:00,2737.316587,2736.700857,2736.892504,-0.615729999999985,-0.4240829999998823,-0.5199064999999337
2023-03-02 11:45:00,2737.314258,2736.702519,2736.888741,-0.6117389999999432,-0.4255169999996724,-0.5186279999998078
2023-03-02 12:00:00,2737.311929,2736.700769,2736.887845,-0.6111599999999271,-0.4240839999997661,-0.5176219999998466
2023-03-02 12:45:00,2737.311339,2736.703018,2736.889901,-0.6083209999997052,-0.42143799999985276,-0.514879499999779
2023-03-02 13:00:00,2737.310179,2736.705586,2736.889593,-0.6045930000000226,-0.42058600000018487,-0.5125895000001037
2023-03-02 13:15:00,2737.313678,2736.707337,2736.891344,-0.6063410000001568,-0.4223339999998643,-0.5143375000000106
2023-03-02 13:45:00,2737.314838,2736.705756,2736.893357,-0.609081999999944,-0.4214809999998579,-0.5152814999999009
2023-03-02 14:00:00,2737.310759,2736.700107,2736.886992,-0.6106519999998454,-0.42376699999977063,-0.517209499999808
2023-03-02 14:45:00,2737.315427,2736.704596,2736.890481,-0.6108309999999619,-0.42494600000009086,-0.5178885000000264
2023-03-02 15:00:00,2737.315427,2736.706429,2736.889629,-0.608998000000156,-0.4257980000002135,-0.5173980000001848
2023-03-02 15:15:00,2737.313678,2736.70369,2736.891334,-0.6099880000001576,-0.42234400000006644,-0.516166000000112
2023-03-02 15:30:00,2737.315427,2736.708179,2736.892231,-0.6072479999997995,-0.4231960000001891,-0.5152219999999943
2023-03-02 16:00:00,2737.315427,2736.707189,2736.891667,-0.6082379999998011,-0.42376000000012937,-0.5159989999999652
2023-03-02 16:15:00,2737.310759,2736.704336,2736.890451,-0.6064230000001771,-0.4203079999997499,-0.5133654999999635
2023-03-02 16:30:00,2737.312508,2736.703674,2736.889598,-0.6088340000001153,-0.4229099999997743,-0.5158719999999448
2023-03-02 16:45:00,2737.314838,2736.705242,2736.890178,-0.6095959999997831,-0.4246599999996761,-0.5171279999997296
2023-03-02 17:00:00,2737.311929,2736.704924,2736.889018,-0.6070049999998446,-0.42291100000011284,-0.5149579999999787
2023-03-02 17:15:00,2737.310759,2736.703756,2736.889881,-0.607003000000077,-0.4208779999999024,-0.5139404999999897
2023-03-02 17:30:00,2737.311929,2736.705008,2736.891904,-0.6069210000000567,-0.42002499999989595,-0.5134729999999763
2023-03-02 17:45:00,,2736.70726,2736.892211,,,
2023-03-02 18:15:00,,2736.711416,2736.89398,,,
2023-03-02 18:45:00,,2736.713164,2736.897479,,,
2023-03-02 19:45:00,,2736.710606,2736.896914,,,
2023-03-02 20:15:00,,2736.709616,2736.900369,,,
2023-03-02 20:45:00,,2736.708527,2736.895719,,,
2023-03-02 21:00:00,,2736.708445,2736.897469,,,
2023-03-02 21:15:00,,2736.707865,2736.895149,,,
2023-03-02 21:30:00,,2736.706875,2736.897751,,,
2023-03-02 22:15:00,,2736.712026,2736.901821,,,
2023-03-02 23:00:00,,2736.712355,2736.902103,,,
2023-03-02 23:15:00,,2736.707357,2736.89398,,,
2023-03-02 23:30:00,,2736.708446,2736.898332,,,
2023-03-02 23:45:00,,2736.708626,2736.900398,,,
2023-03-03 00:00:00,,2736.711365,2736.90125,,,
2023-03-03 00:15:00,,2736.713115,2736.905602,,,
2023-03-03 00:45:00,,2736.712191,2736.904749,,,
2023-03-03 01:00:00,,2736.713181,2736.903001,,,
2023-03-03 02:00:00,,2736.716034,2736.90592,,,
2023-03-03 02:15:00,,2736.713197,2736.901568,,,
2023-03-03 02:30:00,,2736.714284,2736.904169,,,
2023-03-03 04:30:00,,2736.710457,2736.902421,,,
2023-03-03 07:15:00,,2736.715044,2736.905067,,,
2023-03-03 08:15:00,,2736.707292,2736.901261,,,
2023-03-03 09:00:00,,2736.705542,2736.902113,,,
2023-03-03 09:15:00,,2736.707122,2736.900101,,,
2023-03-03 09:45:00,,2736.697799,2736.891352,,,
2023-03-03 10:00:00,,2736.696625,2736.889604,,,
2023-03-03 10:15:00,,2736.698117,2736.893365,,,
2023-03-03 10:30:00,,2736.701616,2736.895116,,,
2023-03-03 11:15:00,,2736.704619,2736.896284,,,
2023-03-03 12:00:00,,2736.695864,2736.888706,,,
2023-03-03 12:30:00,,2736.698773,2736.891615,,,
