Date_Time,P6_WSE,P6_gw_left,P6_gw_right,P6_h_left,P6_h_right,P6_h_average
2021-08-04 00:00:00,2737.300759,2736.974224,2736.988665,-0.326535000000149,-0.31209400000034293,-0.31931450000024597
2021-08-04 00:30:00,2737.299789,2736.975004,2736.989728,-0.32478500000024724,-0.3100610000001325,-0.31742300000018986
2021-08-04 00:45:00,2737.298236,2736.975267,2736.985572,-0.3229690000002847,-0.3126640000000407,-0.3178165000001627
2021-08-04 01:00:00,2737.301342,2736.974808,2736.9875,-0.3265340000002652,-0.3138420000000224,-0.3201880000001438
2021-08-04 01:15:00,2737.300759,2736.976964,2736.991269,-0.32379500000024564,-0.3094900000000962,-0.3166425000001709
2021-08-04 01:45:00,2737.301925,2736.975391,2736.989832,-0.3265340000002652,-0.3120930000000044,-0.3193135000001348
2021-08-04 02:15:00,2737.302898,2736.974613,2736.989909,-0.3282850000000508,-0.31298900000001595,-0.32063700000003337
2021-08-04 02:30:00,2737.303288,2736.975003,2736.995505,-0.3282850000000508,-0.30778300000019954,-0.31803400000012516
2021-08-04 02:45:00,2737.302508,2736.976964,2736.993872,-0.3255440000002636,-0.30863600000020597,-0.3170900000002348
2021-08-04 03:15:00,2737.305427,2736.977145,2736.989836,-0.3282819999999447,-0.3155909999995856,-0.32193649999976515
2021-08-04 03:30:00,2737.303678,2736.975393,2736.990689,-0.3282850000000508,-0.31298900000001595,-0.32063700000003337
2021-08-04 03:45:00,2737.302512,2736.976968,2736.988679,-0.3255440000002636,-0.3138330000001588,-0.3196885000002112
2021-08-04 04:00:00,2737.303678,2736.978135,2736.992439,-0.32554300000037983,-0.3112390000001142,-0.318391000000247
2021-08-04 04:15:00,2737.302512,2736.974146,2736.989532,-0.32836600000018734,-0.31298000000015236,-0.32067300000016985
2021-08-04 04:30:00,2737.303095,2736.977469,2736.989263,-0.32562600000028397,-0.313832000000275,-0.3197290000002795
2021-08-04 05:15:00,2737.301929,2736.976385,2736.988949,-0.3255440000002636,-0.31298000000015236,-0.319262000000208
2021-08-04 05:45:00,2737.305038,2736.979495,2736.989456,-0.3255429999999251,-0.3155820000001768,-0.32056250000005093
2021-08-04 06:00:00,2737.303481,2736.977939,2736.989922,-0.3255420000000413,-0.3135589999997137,-0.3195504999998775
