Time,,T1,TopTemperature,T2,T3,T4,BottomTemperature,
1626793200,7/20/2021 3:00,,2.04E-06,4.13E-07,5.38E-07,2.01E-09,-4.57E-07,
1626794100,7/20/2021 3:15,,2.04E-06,4.12E-07,5.36E-07,6.77E-10,-4.57E-07,
1626795000,7/20/2021 3:30,,2.03E-06,4.11E-07,5.34E-07,-6.33E-10,-4.57E-07,
1626795900,7/20/2021 3:45,,2.03E-06,4.09E-07,5.32E-07,-1.83E-09,-4.57E-07,
1626796800,7/20/2021 4:00,,2.03E-06,4.08E-07,5.31E-07,-2.99E-09,-4.57E-07,
1626797700,7/20/2021 4:15,,2.03E-06,4.07E-07,5.29E-07,-4.23E-09,-4.57E-07,
1626798600,7/20/2021 4:30,,2.03E-06,4.05E-07,5.27E-07,-5.44E-09,-4.57E-07,
1626799500,7/20/2021 4:45,,2.03E-06,4.04E-07,5.26E-07,-6.64E-09,-4.57E-07,
1626800400,7/20/2021 5:00,,2.02E-06,4.03E-07,5.24E-07,-7.81E-09,-4.58E-07,
1626801300,7/20/2021 5:15,,2.02E-06,4.02E-07,5.22E-07,-8.95E-09,-4.58E-07,
1626802200,7/20/2021 5:30,,2.02E-06,4.00E-07,5.21E-07,-9.93E-09,-4.58E-07,
1626803100,7/20/2021 5:45,,2.02E-06,3.99E-07,5.19E-07,-1.09E-08,-4.59E-07,
1626804000,7/20/2021 6:00,,2.02E-06,3.98E-07,5.17E-07,-1.18E-08,-4.59E-07,
1626804900,7/20/2021 6:15,,2.02E-06,3.97E-07,5.15E-07,-1.27E-08,-4.60E-07,
1626805800,7/20/2021 6:30,,2.02E-06,3.95E-07,5.13E-07,-1.36E-08,-4.60E-07,
1626806700,7/20/2021 6:45,,2.01E-06,3.94E-07,5.12E-07,-1.43E-08,-4.61E-07,
1626807600,7/20/2021 7:00,,2.01E-06,3.93E-07,5.10E-07,-1.51E-08,-4.61E-07,
1626808500,7/20/2021 7:15,,2.01E-06,3.92E-07,5.08E-07,-1.59E-08,-4.62E-07,
1626809400,7/20/2021 7:30,,2.01E-06,3.91E-07,5.06E-07,-1.67E-08,-4.63E-07,
1626810300,7/20/2021 7:45,,2.01E-06,3.90E-07,5.04E-07,-1.74E-08,-4.63E-07,
1626811200,7/20/2021 8:00,,2.01E-06,3.89E-07,5.02E-07,-1.81E-08,-4.64E-07,
1626812100,7/20/2021 8:15,,2.01E-06,3.88E-07,5.00E-07,-1.88E-08,-4.65E-07,
1626813000,7/20/2021 8:30,,2.00E-06,3.87E-07,4.98E-07,-1.94E-08,-4.66E-07,
1626813900,7/20/2021 8:45,,2.00E-06,3.86E-07,4.97E-07,-2.01E-08,-4.67E-07,
1626814800,7/20/2021 9:00,,2.00E-06,3.85E-07,4.95E-07,-2.07E-08,-4.68E-07,
1626815700,7/20/2021 9:15,,2.00E-06,3.84E-07,4.93E-07,-2.13E-08,-4.69E-07,
1626816600,7/20/2021 9:30,,2.00E-06,3.83E-07,4.91E-07,-2.18E-08,-4.70E-07,
1626817500,7/20/2021 9:45,,2.00E-06,3.82E-07,4.89E-07,-2.23E-08,-4.71E-07,
1626818400,7/20/2021 10:00,,1.99E-06,3.81E-07,4.87E-07,-2.29E-08,-4.72E-07,
1626819300,7/20/2021 10:15,,1.99E-06,3.80E-07,4.85E-07,-2.33E-08,-4.73E-07,
1626820200,7/20/2021 10:30,,1.99E-06,3.79E-07,4.83E-07,-2.38E-08,-4.74E-07,
1626821100,7/20/2021 10:45,,1.99E-06,3.78E-07,4.81E-07,-2.42E-08,-4.76E-07,
1626822000,7/20/2021 11:00,,1.99E-06,3.77E-07,4.80E-07,-2.46E-08,-4.77E-07,
1626822900,7/20/2021 11:15,,1.99E-06,3.76E-07,4.78E-07,-2.50E-08,-4.78E-07,
1626823800,7/20/2021 11:30,,1.98E-06,3.76E-07,4.76E-07,-2.52E-08,-4.80E-07,
1626824700,7/20/2021 11:45,,1.98E-06,3.75E-07,4.74E-07,-2.56E-08,-4.81E-07,
1626825600,7/20/2021 12:00,,1.98E-06,3.74E-07,4.72E-07,-2.58E-08,-4.82E-07,
1626826500,7/20/2021 12:15,,1.98E-06,3.73E-07,4.70E-07,-2.61E-08,-4.84E-07,
1626827400,7/20/2021 12:30,,1.98E-06,3.72E-07,4.68E-07,-2.62E-08,-4.86E-07,
1626828300,7/20/2021 12:45,,1.97E-06,3.71E-07,4.67E-07,-2.64E-08,-4.87E-07,
1626829200,7/20/2021 13:00,,1.97E-06,3.70E-07,4.65E-07,-2.65E-08,-4.89E-07,
1626830100,7/20/2021 13:15,,1.97E-06,3.69E-07,4.63E-07,-2.65E-08,-4.91E-07,
1626831000,7/20/2021 13:30,,1.97E-06,3.68E-07,4.61E-07,-2.65E-08,-4.92E-07,
1626831900,7/20/2021 13:45,,1.97E-06,3.67E-07,4.59E-07,-2.64E-08,-4.94E-07,
1626832800,7/20/2021 14:00,,1.97E-06,3.66E-07,4.58E-07,-2.63E-08,-4.96E-07,
1626833700,7/20/2021 14:15,,1.96E-06,3.65E-07,4.56E-07,-2.61E-08,-4.98E-07,
1626834600,7/20/2021 14:30,,1.96E-06,3.64E-07,4.54E-07,-2.59E-08,-5.00E-07,
1626835500,7/20/2021 14:45,,1.96E-06,3.64E-07,4.53E-07,-2.56E-08,-5.02E-07,
1626836400,7/20/2021 15:00,,1.96E-06,3.63E-07,4.51E-07,-2.53E-08,-5.04E-07,
1626837300,7/20/2021 15:15,,1.96E-06,3.62E-07,4.49E-07,-2.49E-08,-5.06E-07,
1626838200,7/20/2021 15:30,,1.96E-06,3.61E-07,4.48E-07,-2.45E-08,-5.09E-07,
1626839100,7/20/2021 15:45,,1.96E-06,3.60E-07,4.46E-07,-2.40E-08,-5.11E-07,
1626840000,7/20/2021 16:00,,1.95E-06,3.59E-07,4.44E-07,-2.35E-08,-5.13E-07,
1626840900,7/20/2021 16:15,,1.95E-06,3.58E-07,4.43E-07,-2.30E-08,-5.15E-07,
1626841800,7/20/2021 16:30,,1.95E-06,3.58E-07,4.41E-07,-2.24E-08,-5.18E-07,
1626842700,7/20/2021 16:45,,1.95E-06,3.57E-07,4.40E-07,-2.17E-08,-5.20E-07,
1626843600,7/20/2021 17:00,,1.95E-06,3.56E-07,4.38E-07,-2.10E-08,-5.23E-07,
1626844500,7/20/2021 17:15,,1.95E-06,3.56E-07,4.36E-07,-2.03E-08,-5.25E-07,
1626845400,7/20/2021 17:30,,1.95E-06,3.55E-07,4.35E-07,-1.95E-08,-5.28E-07,
1626846300,7/20/2021 17:45,,1.95E-06,3.54E-07,4.33E-07,-1.87E-08,-5.30E-07,
1626847200,7/20/2021 18:00,,1.95E-06,3.54E-07,4.32E-07,-1.78E-08,-5.33E-07,
1626848100,7/20/2021 18:15,,1.95E-06,3.54E-07,4.30E-07,-1.69E-08,-5.36E-07,
1626849000,7/20/2021 18:30,,1.95E-06,3.53E-07,4.29E-07,-1.58E-08,-5.38E-07,
1626849900,7/20/2021 18:45,,1.95E-06,3.53E-07,4.28E-07,-1.48E-08,-5.41E-07,
1626850800,7/20/2021 19:00,,1.95E-06,3.53E-07,4.26E-07,-1.37E-08,-5.44E-07,
1626851700,7/20/2021 19:15,,1.95E-06,3.52E-07,4.25E-07,-1.26E-08,-5.47E-07,
1626852600,7/20/2021 19:30,,1.95E-06,3.52E-07,4.23E-07,-1.15E-08,-5.49E-07,
1626853500,7/20/2021 19:45,,1.95E-06,3.52E-07,4.22E-07,-1.03E-08,-5.52E-07,
1626854400,7/20/2021 20:00,,1.95E-06,3.52E-07,4.21E-07,-9.06E-09,-5.55E-07,
1626855300,7/20/2021 20:15,,1.95E-06,3.52E-07,4.19E-07,-7.80E-09,-5.58E-07,
1626856200,7/20/2021 20:30,,1.95E-06,3.53E-07,4.18E-07,-6.50E-09,-5.61E-07,
1626857100,7/20/2021 20:45,,1.95E-06,3.53E-07,4.17E-07,-5.16E-09,-5.64E-07,
1626858000,7/20/2021 21:00,,1.95E-06,3.53E-07,4.16E-07,-3.79E-09,-5.67E-07,
1626858900,7/20/2021 21:15,,1.95E-06,3.53E-07,4.15E-07,-2.37E-09,-5.70E-07,
1626859800,7/20/2021 21:30,,1.95E-06,3.54E-07,4.13E-07,-9.28E-10,-5.73E-07,
1626860700,7/20/2021 21:45,,1.95E-06,3.54E-07,4.12E-07,5.51E-10,-5.76E-07,
1626861600,7/20/2021 22:00,,1.95E-06,3.55E-07,4.11E-07,2.06E-09,-5.80E-07,
1626862500,7/20/2021 22:15,,1.95E-06,3.55E-07,4.10E-07,3.61E-09,-5.83E-07,
1626863400,7/20/2021 22:30,,1.95E-06,3.55E-07,4.09E-07,5.18E-09,-5.86E-07,
1626864300,7/20/2021 22:45,,1.95E-06,3.56E-07,4.08E-07,6.79E-09,-5.89E-07,
1626865200,7/20/2021 23:00,,1.94E-06,3.56E-07,4.07E-07,8.42E-09,-5.93E-07,
1626866100,7/20/2021 23:15,,1.94E-06,3.57E-07,4.06E-07,1.01E-08,-5.96E-07,
1626867000,7/20/2021 23:30,,1.94E-06,3.57E-07,4.05E-07,1.18E-08,-6.00E-07,
1626867900,7/20/2021 23:45,,1.94E-06,3.58E-07,4.04E-07,1.35E-08,-6.03E-07,
1626868800,7/21/2021 0:00,,1.94E-06,3.58E-07,4.03E-07,1.53E-08,-6.06E-07,
1626869700,7/21/2021 0:15,,1.94E-06,3.59E-07,4.02E-07,1.71E-08,-6.10E-07,
1626870600,7/21/2021 0:30,,1.94E-06,3.59E-07,4.02E-07,1.89E-08,-6.13E-07,
1626871500,7/21/2021 0:45,,1.94E-06,3.59E-07,4.01E-07,2.08E-08,-6.17E-07,
1626872400,7/21/2021 1:00,,1.94E-06,3.60E-07,4.00E-07,2.28E-08,-6.21E-07,
1626873300,7/21/2021 1:15,,1.94E-06,3.60E-07,3.99E-07,2.48E-08,-6.24E-07,
1626874200,7/21/2021 1:30,,1.94E-06,3.61E-07,3.99E-07,2.68E-08,-6.28E-07,
1626875100,7/21/2021 1:45,,1.94E-06,3.61E-07,3.98E-07,2.90E-08,-6.31E-07,
1626876000,7/21/2021 2:00,,1.94E-06,3.62E-07,3.98E-07,3.12E-08,-6.35E-07,
1626876900,7/21/2021 2:15,,1.94E-06,3.62E-07,3.97E-07,3.35E-08,-6.39E-07,
1626877800,7/21/2021 2:30,,1.94E-06,3.63E-07,3.97E-07,3.59E-08,-6.42E-07,
1626878700,7/21/2021 2:45,,1.94E-06,3.64E-07,3.96E-07,3.83E-08,-6.46E-07,
1626879600,7/21/2021 3:00,,1.94E-06,3.64E-07,3.96E-07,4.08E-08,-6.49E-07,
1626880500,7/21/2021 3:15,,1.94E-06,3.65E-07,3.96E-07,4.34E-08,-6.53E-07,
1626881400,7/21/2021 3:30,,1.94E-06,3.66E-07,3.95E-07,4.60E-08,-6.56E-07,
1626882300,7/21/2021 3:45,,1.94E-06,3.66E-07,3.95E-07,4.88E-08,-6.60E-07,
1626883200,7/21/2021 4:00,,1.94E-06,3.67E-07,3.95E-07,5.16E-08,-6.63E-07,
1626884100,7/21/2021 4:15,,1.94E-06,3.68E-07,3.95E-07,5.45E-08,-6.67E-07,
1626885000,7/21/2021 4:30,,1.94E-06,3.69E-07,3.95E-07,5.74E-08,-6.70E-07,
1626885900,7/21/2021 4:45,,1.94E-06,3.70E-07,3.94E-07,6.05E-08,-6.74E-07,
1626886800,7/21/2021 5:00,,1.94E-06,3.70E-07,3.94E-07,6.36E-08,-6.77E-07,
1626887700,7/21/2021 5:15,,1.94E-06,3.71E-07,3.94E-07,6.68E-08,-6.80E-07,
1626888600,7/21/2021 5:30,,1.94E-06,3.72E-07,3.94E-07,7.01E-08,-6.84E-07,
1626889500,7/21/2021 5:45,,1.94E-06,3.73E-07,3.94E-07,7.34E-08,-6.87E-07,
1626890400,7/21/2021 6:00,,1.94E-06,3.74E-07,3.94E-07,7.68E-08,-6.90E-07,
1626891300,7/21/2021 6:15,,1.94E-06,3.75E-07,3.94E-07,8.04E-08,-6.93E-07,
1626892200,7/21/2021 6:30,,1.94E-06,3.76E-07,3.94E-07,8.40E-08,-6.96E-07,
1626893100,7/21/2021 6:45,,1.95E-06,3.78E-07,3.94E-07,8.76E-08,-6.99E-07,
1626894000,7/21/2021 7:00,,1.95E-06,3.79E-07,3.94E-07,9.14E-08,-7.02E-07,
1626894900,7/21/2021 7:15,,1.95E-06,3.80E-07,3.94E-07,9.52E-08,-7.05E-07,
1626895800,7/21/2021 7:30,,1.95E-06,3.81E-07,3.94E-07,9.91E-08,-7.08E-07,
1626896700,7/21/2021 7:45,,1.95E-06,3.82E-07,3.94E-07,1.03E-07,-7.11E-07,
1626897600,7/21/2021 8:00,,1.95E-06,3.84E-07,3.94E-07,1.07E-07,-7.13E-07,
1626898500,7/21/2021 8:15,,1.95E-06,3.85E-07,3.94E-07,1.11E-07,-7.16E-07,
1626899400,7/21/2021 8:30,,1.95E-06,3.86E-07,3.94E-07,1.15E-07,-7.19E-07,
1626900300,7/21/2021 8:45,,1.95E-06,3.88E-07,3.94E-07,1.20E-07,-7.21E-07,
1626901200,7/21/2021 9:00,,1.95E-06,3.89E-07,3.94E-07,1.24E-07,-7.23E-07,
1626902100,7/21/2021 9:15,,1.96E-06,3.91E-07,3.94E-07,1.28E-07,-7.26E-07,
1626903000,7/21/2021 9:30,,1.96E-06,3.92E-07,3.94E-07,1.33E-07,-7.28E-07,
1626903900,7/21/2021 9:45,,1.96E-06,3.94E-07,3.94E-07,1.37E-07,-7.30E-07,
1626904800,7/21/2021 10:00,,1.96E-06,3.95E-07,3.94E-07,1.42E-07,-7.32E-07,
1626905700,7/21/2021 10:15,,1.96E-06,3.97E-07,3.94E-07,1.47E-07,-7.35E-07,
1626906600,7/21/2021 10:30,,1.96E-06,3.98E-07,3.94E-07,1.51E-07,-7.37E-07,
1626907500,7/21/2021 10:45,,1.96E-06,4.00E-07,3.94E-07,1.56E-07,-7.39E-07,
1626908400,7/21/2021 11:00,,1.96E-06,4.01E-07,3.94E-07,1.61E-07,-7.40E-07,
1626909300,7/21/2021 11:15,,1.96E-06,4.03E-07,3.94E-07,1.66E-07,-7.42E-07,
1626910200,7/21/2021 11:30,,1.97E-06,4.05E-07,3.94E-07,1.70E-07,-7.44E-07,
1626911100,7/21/2021 11:45,,1.97E-06,4.06E-07,3.94E-07,1.75E-07,-7.46E-07,
1626912000,7/21/2021 12:00,,1.97E-06,4.08E-07,3.94E-07,1.80E-07,-7.47E-07,
1626912900,7/21/2021 12:15,,1.97E-06,4.09E-07,3.94E-07,1.85E-07,-7.49E-07,
1626913800,7/21/2021 12:30,,1.97E-06,4.11E-07,3.94E-07,1.91E-07,-7.51E-07,
1626914700,7/21/2021 12:45,,1.97E-06,4.13E-07,3.94E-07,1.96E-07,-7.52E-07,
1626915600,7/21/2021 13:00,,1.97E-06,4.14E-07,3.94E-07,2.01E-07,-7.53E-07,
1626916500,7/21/2021 13:15,,1.98E-06,4.16E-07,3.94E-07,2.06E-07,-7.55E-07,
1626917400,7/21/2021 13:30,,1.98E-06,4.18E-07,3.94E-07,2.11E-07,-7.56E-07,
1626918300,7/21/2021 13:45,,1.98E-06,4.20E-07,3.94E-07,2.17E-07,-7.58E-07,
1626919200,7/21/2021 14:00,,1.98E-06,4.22E-07,3.94E-07,2.22E-07,-7.59E-07,
1626920100,7/21/2021 14:15,,1.98E-06,4.24E-07,3.94E-07,2.28E-07,-7.60E-07,
1626921000,7/21/2021 14:30,,1.99E-06,4.25E-07,3.94E-07,2.33E-07,-7.61E-07,
1626921900,7/21/2021 14:45,,1.99E-06,4.27E-07,3.94E-07,2.38E-07,-7.62E-07,
1626922800,7/21/2021 15:00,,1.99E-06,4.29E-07,3.94E-07,2.44E-07,-7.64E-07,
1626923700,7/21/2021 15:15,,1.99E-06,4.32E-07,3.94E-07,2.50E-07,-7.65E-07,
1626924600,7/21/2021 15:30,,2.00E-06,4.34E-07,3.94E-07,2.55E-07,-7.66E-07,
1626925500,7/21/2021 15:45,,2.00E-06,4.36E-07,3.94E-07,2.61E-07,-7.67E-07,
1626926400,7/21/2021 16:00,,2.00E-06,4.38E-07,3.94E-07,2.67E-07,-7.68E-07,
1626927300,7/21/2021 16:15,,2.00E-06,4.41E-07,3.94E-07,2.73E-07,-7.69E-07,
1626928200,7/21/2021 16:30,,2.01E-06,4.43E-07,3.94E-07,2.78E-07,-7.70E-07,
1626929100,7/21/2021 16:45,,2.01E-06,4.45E-07,3.95E-07,2.84E-07,-7.72E-07,
1626930000,7/21/2021 17:00,,2.01E-06,4.48E-07,3.95E-07,2.90E-07,-7.73E-07,
1626930900,7/21/2021 17:15,,2.02E-06,4.51E-07,3.95E-07,2.96E-07,-7.74E-07,
1626931800,7/21/2021 17:30,,2.02E-06,4.53E-07,3.95E-07,3.02E-07,-7.75E-07,
1626932700,7/21/2021 17:45,,2.02E-06,4.56E-07,3.96E-07,3.08E-07,-7.76E-07,
1626933600,7/21/2021 18:00,,2.03E-06,4.59E-07,3.96E-07,3.14E-07,-7.77E-07,
1626934500,7/21/2021 18:15,,2.03E-06,4.62E-07,3.96E-07,3.20E-07,-7.78E-07,
1626935400,7/21/2021 18:30,,2.04E-06,4.65E-07,3.97E-07,3.26E-07,-7.79E-07,
1626936300,7/21/2021 18:45,,2.04E-06,4.68E-07,3.97E-07,3.33E-07,-7.80E-07,
1626937200,7/21/2021 19:00,,2.04E-06,4.72E-07,3.98E-07,3.39E-07,-7.82E-07,
1626938100,7/21/2021 19:15,,2.05E-06,4.75E-07,3.98E-07,3.45E-07,-7.83E-07,
1626939000,7/21/2021 19:30,,2.05E-06,4.79E-07,3.99E-07,3.51E-07,-7.84E-07,
1626939900,7/21/2021 19:45,,2.05E-06,4.82E-07,3.99E-07,3.58E-07,-7.85E-07,
1626940800,7/21/2021 20:00,,2.06E-06,4.86E-07,4.00E-07,3.64E-07,-7.87E-07,
1626941700,7/21/2021 20:15,,2.06E-06,4.89E-07,4.00E-07,3.70E-07,-7.88E-07,
1626942600,7/21/2021 20:30,,2.07E-06,4.93E-07,4.01E-07,3.77E-07,-7.89E-07,
1626943500,7/21/2021 20:45,,2.07E-06,4.97E-07,4.02E-07,3.83E-07,-7.90E-07,
1626944400,7/21/2021 21:00,,2.07E-06,5.00E-07,4.03E-07,3.90E-07,-7.92E-07,
1626945300,7/21/2021 21:15,,2.08E-06,5.04E-07,4.03E-07,3.96E-07,-7.93E-07,
1626946200,7/21/2021 21:30,,2.08E-06,5.08E-07,4.04E-07,4.03E-07,-7.94E-07,
1626947100,7/21/2021 21:45,,2.09E-06,5.12E-07,4.05E-07,4.09E-07,-7.96E-07,
1626948000,7/21/2021 22:00,,2.09E-06,5.16E-07,4.06E-07,4.16E-07,-7.97E-07,
1626948900,7/21/2021 22:15,,2.09E-06,5.20E-07,4.07E-07,4.22E-07,-7.99E-07,
1626949800,7/21/2021 22:30,,2.10E-06,5.24E-07,4.08E-07,4.29E-07,-8.00E-07,
1626950700,7/21/2021 22:45,,2.10E-06,5.27E-07,4.09E-07,4.36E-07,-8.02E-07,
1626951600,7/21/2021 23:00,,2.10E-06,5.31E-07,4.10E-07,4.42E-07,-8.03E-07,
1626952500,7/21/2021 23:15,,2.10E-06,5.35E-07,4.11E-07,4.49E-07,-8.05E-07,
1626953400,7/21/2021 23:30,,2.11E-06,5.38E-07,4.12E-07,4.56E-07,-8.07E-07,
1626954300,7/21/2021 23:45,,2.11E-06,5.42E-07,4.13E-07,4.63E-07,-8.08E-07,
1626955200,7/22/2021 0:00,,2.11E-06,5.46E-07,4.14E-07,4.70E-07,-8.10E-07,
1626956100,7/22/2021 0:15,,2.11E-06,5.49E-07,4.15E-07,4.76E-07,-8.11E-07,
1626957000,7/22/2021 0:30,,2.12E-06,5.52E-07,4.16E-07,4.83E-07,-8.13E-07,
1626957900,7/22/2021 0:45,,2.12E-06,5.56E-07,4.17E-07,4.90E-07,-8.15E-07,
1626958800,7/22/2021 1:00,,2.12E-06,5.59E-07,4.17E-07,4.97E-07,-8.17E-07,
1626959700,7/22/2021 1:15,,2.12E-06,5.62E-07,4.18E-07,5.05E-07,-8.18E-07,
1626960600,7/22/2021 1:30,,2.13E-06,5.65E-07,4.19E-07,5.12E-07,-8.20E-07,
1626961500,7/22/2021 1:45,,2.13E-06,5.69E-07,4.20E-07,5.19E-07,-8.22E-07,
1626962400,7/22/2021 2:00,,2.13E-06,5.72E-07,4.21E-07,5.27E-07,-8.23E-07,
1626963300,7/22/2021 2:15,,2.13E-06,5.75E-07,4.23E-07,5.34E-07,-8.25E-07,
1626964200,7/22/2021 2:30,,2.14E-06,5.78E-07,4.24E-07,5.42E-07,-8.26E-07,
1626965100,7/22/2021 2:45,,2.14E-06,5.81E-07,4.25E-07,5.49E-07,-8.28E-07,
1626966000,7/22/2021 3:00,,2.14E-06,5.84E-07,4.26E-07,5.57E-07,-8.29E-07,
1626966900,7/22/2021 3:15,,2.15E-06,5.88E-07,4.27E-07,5.65E-07,-8.31E-07,
1626967800,7/22/2021 3:30,,2.15E-06,5.91E-07,4.28E-07,5.73E-07,-8.32E-07,
1626968700,7/22/2021 3:45,,2.16E-06,5.94E-07,4.29E-07,5.82E-07,-8.33E-07,
1626969600,7/22/2021 4:00,,2.16E-06,5.97E-07,4.30E-07,5.90E-07,-8.34E-07,
1626970500,7/22/2021 4:15,,2.17E-06,6.01E-07,4.31E-07,5.98E-07,-8.36E-07,
1626971400,7/22/2021 4:30,,2.17E-06,6.04E-07,4.32E-07,6.07E-07,-8.37E-07,
1626972300,7/22/2021 4:45,,2.18E-06,6.08E-07,4.33E-07,6.15E-07,-8.38E-07,
1626973200,7/22/2021 5:00,,2.18E-06,6.11E-07,4.34E-07,6.24E-07,-8.39E-07,
1626974100,7/22/2021 5:15,,2.19E-06,6.15E-07,4.36E-07,6.33E-07,-8.40E-07,
1626975000,7/22/2021 5:30,,2.19E-06,6.18E-07,4.37E-07,6.41E-07,-8.40E-07,
1626975900,7/22/2021 5:45,,2.20E-06,6.22E-07,4.38E-07,6.50E-07,-8.41E-07,
1626976800,7/22/2021 6:00,,2.20E-06,6.26E-07,4.39E-07,6.59E-07,-8.42E-07,
1626977700,7/22/2021 6:15,,2.21E-06,6.30E-07,4.40E-07,6.68E-07,-8.42E-07,
1626978600,7/22/2021 6:30,,2.21E-06,6.34E-07,4.40E-07,6.77E-07,-8.43E-07,
1626979500,7/22/2021 6:45,,2.22E-06,6.38E-07,4.41E-07,6.86E-07,-8.43E-07,
1626980400,7/22/2021 7:00,,2.22E-06,6.42E-07,4.42E-07,6.95E-07,-8.43E-07,
1626981300,7/22/2021 7:15,,2.23E-06,6.46E-07,4.43E-07,7.04E-07,-8.44E-07,
1626982200,7/22/2021 7:30,,2.24E-06,6.50E-07,4.44E-07,7.14E-07,-8.44E-07,
1626983100,7/22/2021 7:45,,2.24E-06,6.54E-07,4.45E-07,7.23E-07,-8.44E-07,
1626984000,7/22/2021 8:00,,2.25E-06,6.59E-07,4.45E-07,7.32E-07,-8.44E-07,
1626984900,7/22/2021 8:15,,2.25E-06,6.63E-07,4.46E-07,7.41E-07,-8.44E-07,
1626985800,7/22/2021 8:30,,2.26E-06,6.67E-07,4.47E-07,7.50E-07,-8.44E-07,
1626986700,7/22/2021 8:45,,2.26E-06,6.72E-07,4.48E-07,7.59E-07,-8.44E-07,
1626987600,7/22/2021 9:00,,2.27E-06,6.76E-07,4.48E-07,7.68E-07,-8.44E-07,
1626988500,7/22/2021 9:15,,2.27E-06,6.80E-07,4.49E-07,7.77E-07,-8.43E-07,
1626989400,7/22/2021 9:30,,2.28E-06,6.85E-07,4.49E-07,7.86E-07,-8.43E-07,
1626990300,7/22/2021 9:45,,2.28E-06,6.89E-07,4.50E-07,7.95E-07,-8.43E-07,
1626991200,7/22/2021 10:00,,2.29E-06,6.94E-07,4.51E-07,8.04E-07,-8.42E-07,
1626992100,7/22/2021 10:15,,2.29E-06,6.98E-07,4.51E-07,8.12E-07,-8.42E-07,
1626993000,7/22/2021 10:30,,2.30E-06,7.02E-07,4.52E-07,8.21E-07,-8.42E-07,
1626993900,7/22/2021 10:45,,2.30E-06,7.07E-07,4.52E-07,8.29E-07,-8.41E-07,
1626994800,7/22/2021 11:00,,2.31E-06,7.11E-07,4.53E-07,8.38E-07,-8.41E-07,
1626995700,7/22/2021 11:15,,2.31E-06,7.15E-07,4.54E-07,8.46E-07,-8.40E-07,
1626996600,7/22/2021 11:30,,2.32E-06,7.20E-07,4.54E-07,8.55E-07,-8.40E-07,
1626997500,7/22/2021 11:45,,2.32E-06,7.24E-07,4.55E-07,8.63E-07,-8.39E-07,
1626998400,7/22/2021 12:00,,2.33E-06,7.28E-07,4.55E-07,8.71E-07,-8.38E-07,
1626999300,7/22/2021 12:15,,2.33E-06,7.32E-07,4.56E-07,8.79E-07,-8.38E-07,
1627000200,7/22/2021 12:30,,2.34E-06,7.37E-07,4.56E-07,8.87E-07,-8.37E-07,
1627001100,7/22/2021 12:45,,2.34E-06,7.41E-07,4.57E-07,8.95E-07,-8.37E-07,
1627002000,7/22/2021 13:00,,2.35E-06,7.45E-07,4.58E-07,9.03E-07,-8.36E-07,
1627002900,7/22/2021 13:15,,2.35E-06,7.49E-07,4.58E-07,9.10E-07,-8.35E-07,
1627003800,7/22/2021 13:30,,2.36E-06,7.53E-07,4.59E-07,9.18E-07,-8.35E-07,
1627004700,7/22/2021 13:45,,2.36E-06,7.57E-07,4.60E-07,9.26E-07,-8.34E-07,
1627005600,7/22/2021 14:00,,2.37E-06,7.61E-07,4.60E-07,9.33E-07,-8.34E-07,
1627006500,7/22/2021 14:15,,2.37E-06,7.65E-07,4.61E-07,9.41E-07,-8.33E-07,
1627007400,7/22/2021 14:30,,2.38E-06,7.69E-07,4.62E-07,9.48E-07,-8.32E-07,
1627008300,7/22/2021 14:45,,2.39E-06,7.73E-07,4.62E-07,9.56E-07,-8.32E-07,
1627009200,7/22/2021 15:00,,2.39E-06,7.77E-07,4.63E-07,9.63E-07,-8.31E-07,
1627010100,7/22/2021 15:15,,2.40E-06,7.82E-07,4.64E-07,9.70E-07,-8.31E-07,
1627011000,7/22/2021 15:30,,2.41E-06,7.86E-07,4.64E-07,9.78E-07,-8.31E-07,
1627011900,7/22/2021 15:45,,2.41E-06,7.90E-07,4.65E-07,9.85E-07,-8.30E-07,
1627012800,7/22/2021 16:00,,2.42E-06,7.94E-07,4.66E-07,9.93E-07,-8.30E-07,
1627013700,7/22/2021 16:15,,2.43E-06,7.98E-07,4.66E-07,1.00E-06,-8.29E-07,
1627014600,7/22/2021 16:30,,2.43E-06,8.02E-07,4.67E-07,1.01E-06,-8.29E-07,
1627015500,7/22/2021 16:45,,2.44E-06,8.07E-07,4.68E-07,1.01E-06,-8.28E-07,
1627016400,7/22/2021 17:00,,2.45E-06,8.11E-07,4.69E-07,1.02E-06,-8.28E-07,
1627017300,7/22/2021 17:15,,2.46E-06,8.15E-07,4.69E-07,1.03E-06,-8.28E-07,
1627018200,7/22/2021 17:30,,2.46E-06,8.20E-07,4.70E-07,1.04E-06,-8.27E-07,
1627019100,7/22/2021 17:45,,2.47E-06,8.24E-07,4.71E-07,1.04E-06,-8.27E-07,
1627020000,7/22/2021 18:00,,2.48E-06,8.29E-07,4.71E-07,1.05E-06,-8.27E-07,
1627020900,7/22/2021 18:15,,2.49E-06,8.34E-07,4.72E-07,1.06E-06,-8.26E-07,
1627021800,7/22/2021 18:30,,2.50E-06,8.38E-07,4.73E-07,1.06E-06,-8.26E-07,
1627022700,7/22/2021 18:45,,2.50E-06,8.43E-07,4.74E-07,1.07E-06,-8.25E-07,
1627023600,7/22/2021 19:00,,2.51E-06,8.48E-07,4.75E-07,1.08E-06,-8.25E-07,
