Date/time,Pressure[cmH2O],Barometric[cmH2O],CompPressure[cmH2O]
7/29/2021 12:15,766.333,756.65,9.68299999999999
7/29/2021 12:30,766.217,756.358,9.85900000000004
7/29/2021 12:45,766.217,756.533,9.68399999999997
7/29/2021 13:00,766.042,756.183,9.85900000000004
7/29/2021 13:15,766.042,756.358,9.68400000000008
7/29/2021 13:30,766.042,756.067,9.97500000000002
7/29/2021 13:45,766.042,755.892,10.15
7/29/2021 14:00,766.042,756.067,9.97500000000002
7/29/2021 14:15,765.867,755.892,9.97499999999991
7/29/2021 14:30,766.042,755.6,10.442
7/29/2021 14:45,765.867,755.6,10.2669999999999
7/29/2021 15:00,765.692,755.717,9.97500000000002
7/29/2021 15:15,765.692,755.542,10.15
7/29/2021 15:30,765.517,755.425,10.0920000000001
7/29/2021 15:45,765.692,755.25,10.442
7/29/2021 16:00,765.517,755.425,10.0920000000001
7/29/2021 16:15,765.517,755.25,10.2670000000001
7/29/2021 16:30,765.517,754.958,10.5590000000001
7/29/2021 16:45,765.225,755.25,9.97500000000002
7/29/2021 17:00,765.342,754.958,10.384
7/29/2021 17:15,765.225,754.783,10.442
7/29/2021 17:30,765.05,754.958,10.092
7/29/2021 17:45,765.05,754.608,10.442
7/29/2021 18:00,765.05,754.492,10.558
7/29/2021 18:15,765.225,754.783,10.442
7/29/2021 18:30,765.225,754.783,10.442
7/29/2021 18:45,765.05,754.958,10.092
7/29/2021 19:00,765.225,754.608,10.6170000000001
7/29/2021 19:15,765.342,754.783,10.559
7/29/2021 19:30,765.517,755.075,10.442
7/29/2021 19:45,765.867,755.075,10.7919999999999
7/29/2021 20:00,765.867,755.425,10.442
7/29/2021 20:15,766.042,755.542,10.5
7/29/2021 20:30,766.217,755.717,10.5
7/29/2021 20:45,766.217,755.717,10.5
7/29/2021 21:00,766.683,756.008,10.675
7/29/2021 21:15,766.858,756.183,10.675
7/29/2021 21:30,767.033,756.358,10.6750000000001
7/29/2021 21:45,767.5,756.65,10.85
7/29/2021 22:00,767.85,756.825,11.025
7/29/2021 22:15,767.85,756.942,10.908
7/29/2021 22:30,767.85,757.292,10.558
7/29/2021 22:45,768.025,757.292,10.7329999999999
7/29/2021 23:00,768.025,757.117,10.908
7/29/2021 23:15,768.2,757.233,10.9670000000001
7/29/2021 23:30,768.375,757.233,11.1420000000001
7/29/2021 23:45,768.375,757.233,11.1420000000001
7/30/2021 0:00,768.375,757.233,11.1420000000001
7/30/2021 0:15,768.375,757.233,11.1420000000001
7/30/2021 0:30,768.55,757.408,11.1419999999999
7/30/2021 0:45,768.55,757.408,11.1419999999999
7/30/2021 1:00,768.375,757.408,10.967
7/30/2021 1:15,768.2,757.117,11.0830000000001
7/30/2021 1:30,768.2,757.233,10.9670000000001
7/30/2021 1:45,768.492,757.117,11.375
7/30/2021 2:00,768.492,757.117,11.375
7/30/2021 2:15,768.667,757.117,11.5500000000001
7/30/2021 2:30,768.492,757.117,11.375
7/30/2021 2:45,768.375,756.942,11.433
7/30/2021 3:00,768.375,756.942,11.433
7/30/2021 3:15,768.375,756.942,11.433
7/30/2021 3:30,768.375,756.767,11.6079999999999
7/30/2021 3:45,768.492,756.767,11.7249999999999
7/30/2021 4:00,768.375,756.942,11.433
