Date_Time,Pressure,Temperature,Barom,WC
2023-09-03 13:15:00,763.883,12.2,753.85,10.029573848114184
2023-09-03 13:30:00,763.533,12.433,753.733,9.796653414882842
2023-09-03 13:45:00,763.592,12.643,753.558,10.030573506625883
2023-09-03 14:00:00,763.417,12.83,753.267,10.146533893985707
2023-09-03 14:15:00,763.417,12.977,753.383,10.030573506625883
2023-09-03 14:30:00,763.125,13.103,753.092,10.029573848114184
2023-09-03 14:45:00,762.95,13.203,752.917,10.029573848114184
2023-09-03 15:00:00,762.775,13.283,752.742,10.029573848114184
2023-09-03 15:15:00,762.308,13.37,752.742,9.562733323139684
2023-09-03 15:30:00,762.775,13.443,752.625,10.146533893985707
2023-09-03 15:45:00,762.308,13.49,752.45,9.854633608562636
2023-09-03 16:00:00,762.133,13.517,752.45,9.679693369011206
2023-09-03 16:15:00,762.017,13.543,752.158,9.85563326707445
2023-09-03 16:30:00,761.842,13.557,752.158,9.680693027522905
2023-09-03 16:45:00,762.017,13.543,751.983,10.030573506625998
2023-09-03 17:00:00,761.667,13.51,752.158,9.505752787971472
2023-09-03 17:15:00,761.667,13.463,751.983,9.680693027523018
2023-09-03 17:30:00,761.667,13.397,751.808,9.85563326707445
2023-09-03 17:45:00,761.55,13.317,751.692,9.854633608562636
2023-09-03 18:00:00,761.55,13.223,751.517,10.029573848114069
2023-09-03 18:15:00,761.375,13.13,751.517,9.854633608562636
2023-09-03 18:30:00,761.55,13.023,751.342,10.204514087665617
2023-09-03 18:45:00,761.55,12.91,751.692,9.854633608562636
2023-09-03 19:00:00,761.667,12.79,751.983,9.680693027523018
2023-09-03 19:15:00,761.667,12.67,751.983,9.680693027523018
2023-09-03 19:30:00,761.667,12.55,751.983,9.680693027523018
2023-09-03 19:45:00,761.667,12.447,751.808,9.85563326707445
2023-09-03 20:00:00,761.55,12.347,751.692,9.854633608562636
2023-09-03 20:15:00,761.667,12.253,751.808,9.85563326707445
2023-09-03 20:30:00,761.842,12.173,751.808,10.030573506625883
2023-09-03 20:45:00,761.667,12.087,751.808,9.85563326707445
2023-09-03 21:00:00,761.842,12.007,751.808,10.030573506625883
2023-09-03 21:15:00,762.017,11.927,751.983,10.030573506625998
2023-09-03 21:30:00,762.017,11.847,751.983,10.030573506625998
2023-09-03 21:45:00,761.842,11.767,751.983,9.85563326707445
2023-09-03 22:00:00,761.667,11.68,751.808,9.85563326707445
2023-09-03 22:15:00,762.017,11.6,751.808,10.20551374617743
2023-09-03 22:30:00,761.55,11.52,751.517,10.029573848114069
2023-09-03 22:45:00,761.667,11.44,751.692,9.971593654434274
2023-09-03 23:00:00,761.55,11.367,751.517,10.029573848114069
