Date/Time,Q 
2021-07-01 00:00:00,0.715
2021-07-01 00:15:00,0.715
2021-07-01 00:30:00,0.715
2021-07-01 00:45:00,0.716
2021-07-01 01:00:00,0.717
2021-07-01 01:15:00,0.7135
2021-07-01 01:30:00,0.71
2021-07-01 01:45:00,0.711
2021-07-01 02:00:00,0.712
2021-07-01 02:15:00,0.7144999999999999
2021-07-01 02:30:00,0.717
2021-07-01 02:45:00,0.7184999999999999
2021-07-01 03:00:00,0.72
2021-07-01 03:15:00,0.7175
2021-07-01 03:30:00,0.715
2021-07-01 03:45:00,0.7175
2021-07-01 04:00:00,0.72
2021-07-01 04:15:00,0.7215
2021-07-01 04:30:00,0.723
2021-07-01 04:45:00,0.7204999999999999
2021-07-01 05:00:00,0.718
2021-07-01 05:15:00,0.719
2021-07-01 05:30:00,0.72
2021-07-01 05:45:00,0.721
2021-07-01 06:00:00,0.722
2021-07-01 06:15:00,0.7235
2021-07-01 06:30:00,0.725
2021-07-01 06:45:00,0.725
2021-07-01 07:00:00,0.725
2021-07-01 07:15:00,0.724
2021-07-01 07:30:00,0.723
2021-07-01 07:45:00,0.724
2021-07-01 08:00:00,0.725
2021-07-01 08:15:00,0.725
2021-07-01 08:30:00,0.725
2021-07-01 08:45:00,0.724
2021-07-01 09:00:00,0.723
2021-07-01 09:15:00,0.7215
2021-07-01 09:30:00,0.72
2021-07-01 09:45:00,0.719
2021-07-01 10:00:00,0.718
2021-07-01 10:15:00,0.7175
2021-07-01 10:30:00,0.717
2021-07-01 10:45:00,0.7135
2021-07-01 11:00:00,0.71
2021-07-01 11:15:00,0.7084999999999999
2021-07-01 11:30:00,0.707
2021-07-01 11:45:00,0.7035
2021-07-01 12:00:00,0.7
2021-07-01 12:15:00,0.6975
2021-07-01 12:30:00,0.695
2021-07-01 12:45:00,0.6924999999999999
2021-07-01 13:00:00,0.69
2021-07-01 13:15:00,0.7304999999999999
2021-07-01 13:30:00,0.771
2021-07-01 13:45:00,1.0165
2021-07-01 14:00:00,1.262
2021-07-01 14:15:00,1.526
2021-07-01 14:30:00,1.79
2021-07-01 14:45:00,1.6440000000000001
2021-07-01 15:00:00,1.498
2021-07-01 15:15:00,1.4735
2021-07-01 15:30:00,1.449
2021-07-01 15:45:00,1.504
2021-07-01 16:00:00,1.559
2021-07-01 16:15:00,1.5375
2021-07-01 16:30:00,1.516
2021-07-01 16:45:00,1.4769999999999999
2021-07-01 17:00:00,1.438
2021-07-01 17:15:00,1.4020000000000001
2021-07-01 17:30:00,1.366
2021-07-01 17:45:00,1.3285
2021-07-01 18:00:00,1.291
2021-07-01 18:15:00,1.2595
2021-07-01 18:30:00,1.228
2021-07-01 18:45:00,1.2065000000000001
2021-07-01 19:00:00,1.185
2021-07-01 19:15:00,1.1615
2021-07-01 19:30:00,1.138
2021-07-01 19:45:00,1.1155
2021-07-01 20:00:00,1.093
2021-07-01 20:15:00,1.072
2021-07-01 20:30:00,1.051
2021-07-01 20:45:00,1.0345
2021-07-01 21:00:00,1.018
2021-07-01 21:15:00,1.0085
2021-07-01 21:30:00,0.999
2021-07-01 21:45:00,0.99
2021-07-01 22:00:00,0.981
2021-07-01 22:15:00,0.9724999999999999
2021-07-01 22:30:00,0.964
2021-07-01 22:45:00,0.9535
2021-07-01 23:00:00,0.943
2021-07-01 23:15:00,0.937
2021-07-01 23:30:00,0.931
2021-07-01 23:45:00,0.926
2021-07-02 00:00:00,0.921
2021-07-02 00:15:00,0.915
2021-07-02 00:30:00,0.909
2021-07-02 00:45:00,0.906
2021-07-02 01:00:00,0.903
2021-07-02 01:15:00,0.8975
2021-07-02 01:30:00,0.892
2021-07-02 01:45:00,0.887
2021-07-02 02:00:00,0.882
2021-07-02 02:15:00,0.8775
2021-07-02 02:30:00,0.873
2021-07-02 02:45:00,0.873
2021-07-02 03:00:00,0.873
2021-07-02 03:15:00,0.87
2021-07-02 03:30:00,0.867
2021-07-02 03:45:00,0.8654999999999999
2021-07-02 04:00:00,0.864
2021-07-02 04:15:00,0.8605
2021-07-02 04:30:00,0.857
2021-07-02 04:45:00,0.855
2021-07-02 05:00:00,0.853
2021-07-02 05:15:00,0.851
2021-07-02 05:30:00,0.849
2021-07-02 05:45:00,0.8474999999999999
2021-07-02 06:00:00,0.846
2021-07-02 06:15:00,0.844
2021-07-02 06:30:00,0.842
2021-07-02 06:45:00,0.8414999999999999
2021-07-02 07:00:00,0.841
2021-07-02 07:15:00,0.8374999999999999
2021-07-02 07:30:00,0.834
2021-07-02 07:45:00,0.834
2021-07-02 08:00:00,0.834
2021-07-02 08:15:00,0.832
2021-07-02 08:30:00,0.83
2021-07-02 08:45:00,0.829
2021-07-02 09:00:00,0.828
2021-07-02 09:15:00,0.827
2021-07-02 09:30:00,0.826
2021-07-02 09:45:00,0.826
2021-07-02 10:00:00,0.826
2021-07-02 10:15:00,0.8225
2021-07-02 10:30:00,0.819
2021-07-02 10:45:00,0.815
2021-07-02 11:00:00,0.811
2021-07-02 11:15:00,0.81
2021-07-02 11:30:00,0.809
2021-07-02 11:45:00,0.8375
2021-07-02 12:00:00,0.866
2021-07-02 12:15:00,0.9815
2021-07-02 12:30:00,1.097
2021-07-02 12:45:00,1.1305
2021-07-02 13:00:00,1.164
2021-07-02 13:15:00,1.116
2021-07-02 13:30:00,1.068
2021-07-02 13:45:00,1.0385
2021-07-02 14:00:00,1.009
2021-07-02 14:15:00,1.005
2021-07-02 14:30:00,1.001
2021-07-02 14:45:00,1.001
2021-07-02 15:00:00,1.001
2021-07-02 15:15:00,1.0219999999999998
2021-07-02 15:30:00,1.043
2021-07-02 15:45:00,1.0325
2021-07-02 16:00:00,1.022
2021-07-02 16:15:00,1.006
2021-07-02 16:30:00,0.99
2021-07-02 16:45:00,0.976
2021-07-02 17:00:00,0.962
2021-07-02 17:15:00,0.9555
2021-07-02 17:30:00,0.949
2021-07-02 17:45:00,0.9405
2021-07-02 18:00:00,0.932
2021-07-02 18:15:00,0.925
2021-07-02 18:30:00,0.918
2021-07-02 18:45:00,0.9125000000000001
2021-07-02 19:00:00,0.907
2021-07-02 19:15:00,0.9035
2021-07-02 19:30:00,0.9
2021-07-02 19:45:00,0.9025000000000001
2021-07-02 20:00:00,0.905
2021-07-02 20:15:00,0.9225
2021-07-02 20:30:00,0.94
2021-07-02 20:45:00,0.9415
2021-07-02 21:00:00,0.943
2021-07-02 21:15:00,0.937
2021-07-02 21:30:00,0.931
2021-07-02 21:45:00,0.9255
2021-07-02 22:00:00,0.92
2021-07-02 22:15:00,0.918
2021-07-02 22:30:00,0.916
2021-07-02 22:45:00,0.9205000000000001
2021-07-02 23:00:00,0.925
2021-07-02 23:15:00,0.925
2021-07-02 23:30:00,0.925
2021-07-02 23:45:00,0.924
2021-07-03 00:00:00,0.923
2021-07-03 00:15:00,0.9205000000000001
2021-07-03 00:30:00,0.918
2021-07-03 00:45:00,0.9145000000000001
2021-07-03 01:00:00,0.911
2021-07-03 01:15:00,0.907
2021-07-03 01:30:00,0.903
2021-07-03 01:45:00,0.8995
2021-07-03 02:00:00,0.896
2021-07-03 02:15:00,0.8915
2021-07-03 02:30:00,0.887
2021-07-03 02:45:00,0.887
2021-07-03 03:00:00,0.887
2021-07-03 03:15:00,0.887
2021-07-03 03:30:00,0.887
2021-07-03 03:45:00,0.8825000000000001
2021-07-03 04:00:00,0.878
2021-07-03 04:15:00,0.879
2021-07-03 04:30:00,0.88
2021-07-03 04:45:00,0.878
2021-07-03 05:00:00,0.876
2021-07-03 05:15:00,0.8705
2021-07-03 05:30:00,0.865
2021-07-03 05:45:00,0.8645
2021-07-03 06:00:00,0.864
2021-07-03 06:15:00,0.864
2021-07-03 06:30:00,0.864
2021-07-03 06:45:00,0.862
2021-07-03 07:00:00,0.86
2021-07-03 07:15:00,0.859
2021-07-03 07:30:00,0.858
2021-07-03 07:45:00,0.853
2021-07-03 08:00:00,0.848
2021-07-03 08:15:00,0.8505
2021-07-03 08:30:00,0.853
2021-07-03 08:45:00,0.853
2021-07-03 09:00:00,0.853
2021-07-03 09:15:00,0.8494999999999999
2021-07-03 09:30:00,0.846
2021-07-03 09:45:00,0.8434999999999999
2021-07-03 10:00:00,0.841
2021-07-03 10:15:00,0.838
2021-07-03 10:30:00,0.835
2021-07-03 10:45:00,0.8325
2021-07-03 11:00:00,0.83
2021-07-03 11:15:00,0.828
2021-07-03 11:30:00,0.826
2021-07-03 11:45:00,0.821
2021-07-03 12:00:00,0.816
2021-07-03 12:15:00,0.81
2021-07-03 12:30:00,0.804
2021-07-03 12:45:00,0.802
2021-07-03 13:00:00,0.8
2021-07-03 13:15:00,0.795
2021-07-03 13:30:00,0.79
2021-07-03 13:45:00,0.791
2021-07-03 14:00:00,0.792
2021-07-03 14:15:00,0.79
2021-07-03 14:30:00,0.788
2021-07-03 14:45:00,0.7855000000000001
2021-07-03 15:00:00,0.783
2021-07-03 15:15:00,0.782
2021-07-03 15:30:00,0.781
2021-07-03 15:45:00,0.7805
2021-07-03 16:00:00,0.78
2021-07-03 16:15:00,0.7805
2021-07-03 16:30:00,0.781
2021-07-03 16:45:00,0.7805
2021-07-03 17:00:00,0.78
2021-07-03 17:15:00,0.779
2021-07-03 17:30:00,0.778
2021-07-03 17:45:00,0.778
2021-07-03 18:00:00,0.778
2021-07-03 18:15:00,0.778
2021-07-03 18:30:00,0.778
2021-07-03 18:45:00,0.7855000000000001
2021-07-03 19:00:00,0.793
2021-07-03 19:15:00,0.7905
2021-07-03 19:30:00,0.788
2021-07-03 19:45:00,0.788
2021-07-03 20:00:00,0.788
2021-07-03 20:15:00,0.788
2021-07-03 20:30:00,0.788
2021-07-03 20:45:00,0.7855000000000001
2021-07-03 21:00:00,0.783
2021-07-03 21:15:00,0.7815000000000001
2021-07-03 21:30:00,0.78
2021-07-03 21:45:00,0.784
2021-07-03 22:00:00,0.788
2021-07-03 22:15:00,0.788
2021-07-03 22:30:00,0.788
2021-07-03 22:45:00,0.788
2021-07-03 23:00:00,0.788
2021-07-03 23:15:00,0.787
2021-07-03 23:30:00,0.786
2021-07-03 23:45:00,0.787
2021-07-04 00:00:00,0.788
2021-07-04 00:15:00,0.787
2021-07-04 00:30:00,0.786
2021-07-04 00:45:00,0.781
2021-07-04 01:00:00,0.776
2021-07-04 01:15:00,0.7795000000000001
2021-07-04 01:30:00,0.783
2021-07-04 01:45:00,0.784
2021-07-04 02:00:00,0.785
2021-07-04 02:15:00,0.784
