"DateTime","DataValue","QualifierID"
2023-04-17 12:18:00,3.374588,0
2023-04-17 12:33:00,4.825984,0
2023-04-17 12:48:00,3.752674,0
2023-04-17 13:03:00,3.744007,0
2023-04-17 13:18:00,2.980345,0
2023-04-17 13:33:00,2.907491,0
2023-04-17 13:48:00,2.942816,0
2023-04-17 14:03:00,2.917355,0
2023-04-17 14:18:00,2.404051,0
2023-04-17 14:33:00,2.434257,0
2023-04-17 14:48:00,-9999,1
2023-04-17 15:03:00,-9999,1
2023-04-17 15:18:00,-9999,1
2023-04-17 15:33:00,-9999,1
2023-04-17 15:48:00,-9999,1
2023-04-17 16:03:00,-9999,1
2023-04-17 16:18:00,-9999,1
2023-04-17 16:33:00,-9999,1
2023-04-17 16:48:00,-9999,1
2023-04-17 17:03:00,-9999,1
2023-04-17 17:18:00,-9999,1
2023-04-17 17:33:00,-9999,1
2023-04-17 17:48:00,-9999,1
2023-04-17 18:03:00,-9999,1
2023-04-17 18:18:00,-9999,1
2023-04-17 18:33:00,-9999,1
2023-04-17 18:48:00,-9999,1
2023-04-17 19:03:00,-9999,1
2023-04-17 19:18:00,-9999,1
2023-04-17 19:33:00,-9999,1
2023-04-17 19:48:00,-9999,1
2023-04-17 20:03:00,-9999,1
2023-04-17 20:18:00,-9999,1
2023-04-17 20:33:00,-9999,1
2023-04-17 20:48:00,-9999,1
2023-04-17 21:03:00,12.53027,0
2023-04-17 21:18:00,13.07011,0
2023-04-17 21:33:00,14.75716,0
2023-04-17 21:48:00,12.57308,0
2023-04-17 22:03:00,12.93095,0
2023-04-17 22:18:00,13.35594,0
2023-04-17 22:33:00,16.81352,0
2023-04-17 22:48:00,12.46886,0
2023-04-17 23:03:00,14.17917,0
2023-04-17 23:18:00,12.17745,0
2023-04-17 23:33:00,12.301589,1
2023-04-17 23:48:00,12.98412,0
2023-04-18 00:03:00,13.93539,0
2023-04-18 00:18:00,12.69925,0
2023-04-18 00:33:00,12.73824,0
2023-04-18 00:48:00,12.43958,0
2023-04-18 01:03:00,12.08718,0
2023-04-18 01:18:00,13.15115,0
2023-04-18 01:33:00,11.03062,0
