Date_Time,P1,P2,P3
3/1/2023 0:00,0.10365,0.16532,0.20136
3/1/2023 0:15,0.10540,0.16707,0.20425
3/1/2023 0:30,0.10832,0.16883,0.20715
3/1/2023 0:45,0.10657,0.16883,0.20715
3/1/2023 1:00,0.10540,0.16708,0.20427
3/1/2023 1:15,0.10540,0.16882,0.20713
3/1/2023 1:30,0.11007,0.16999,0.20905
3/1/2023 1:45,0.10832,0.16999,0.20905
3/1/2023 2:00,0.11007,0.17349,0.21476
3/1/2023 2:15,0.11007,0.17058,0.21002
3/1/2023 2:30,0.10890,0.17174,0.21191
3/1/2023 2:45,0.10831,0.16999,0.20905
3/1/2023 3:00,0.10656,0.17174,0.21191
3/1/2023 3:15,0.10831,0.17174,0.21191
3/1/2023 3:30,0.10831,0.17349,0.21476
3/1/2023 3:45,0.10831,0.17057,0.21000
3/1/2023 4:00,0.11006,0.17174,0.21191
3/1/2023 4:15,0.10831,0.17466,0.21666
3/1/2023 4:30,0.10948,0.17116,0.21096
3/1/2023 4:45,0.10948,0.17116,0.21096
3/1/2023 5:00,0.11123,0.17291,0.21382
3/1/2023 5:15,0.11298,0.17291,0.21382
3/1/2023 5:30,0.11123,0.17290,0.21380
3/1/2023 5:45,0.11298,0.17465,0.21664
3/1/2023 6:00,0.11414,0.17640,0.21948
3/1/2023 6:15,0.11239,0.17407,0.21570
3/1/2023 6:30,0.11298,0.17290,0.21380
3/1/2023 6:45,0.11123,0.17290,0.21380
3/1/2023 7:00,0.11298,0.17290,0.21380
3/1/2023 7:15,0.11123,0.17290,0.21380
3/1/2023 7:30,0.11240,0.17582,0.21854
3/1/2023 7:45,0.11415,0.17407,0.21570
3/1/2023 8:00,0.11240,0.17582,0.21854
3/1/2023 8:15,0.11123,0.17290,0.21380
3/1/2023 8:30,0.10832,0.16824,0.20618
3/1/2023 8:45,0.10773,0.17115,0.21095
3/1/2023 9:00,0.10482,0.16824,0.20618
3/1/2023 9:15,0.10657,0.16824,0.20618
3/1/2023 9:30,0.10191,0.16357,0.19845
3/1/2023 9:45,0.10423,0.16590,0.20232
3/1/2023 10:00,0.10248,0.16882,0.20713
3/1/2023 10:15,0.10423,0.16707,0.20425
3/1/2023 10:30,0.10539,0.16707,0.20425
3/1/2023 10:45,0.10248,0.16532,0.20136
3/1/2023 11:00,0.10248,0.16415,0.19942
3/1/2023 11:15,0.10365,0.16707,0.20425
3/1/2023 11:30,0.10365,0.16532,0.20136
3/1/2023 11:45,0.10423,0.16240,0.19650
3/1/2023 12:00,0.10248,0.16590,0.20232
3/1/2023 12:15,0.10540,0.16532,0.20136
3/1/2023 12:30,0.10540,0.16532,0.20136
3/1/2023 12:45,0.10540,0.16357,0.19845
3/1/2023 13:00,0.10365,0.16532,0.20136
3/1/2023 13:15,0.10365,0.16707,0.20425
3/1/2023 13:30,0.10540,0.16357,0.19845
