Date_Time,P2C,P3C,P4C,P6C
7/29/2021 12:15,2723.138546,2724.202121,2733.079954,2737.301152
7/29/2021 12:30,2723.13466,2724.202121,2733.086565,2737.299016
7/29/2021 12:45,2723.133501,2724.202711,2733.084816,2737.300766
7/29/2021 13:00,2723.13525,2724.202711,2733.088314,2737.302515
7/29/2021 13:15,2723.133304,2724.202514,2733.084619,2737.29882
7/29/2021 13:30,2723.135827,2724.201538,2733.087141,2737.299593
7/29/2021 13:45,2723.132911,2724.202121,2733.087725,2737.300176
7/29/2021 14:00,2723.131158,2724.201538,2733.085392,2737.299593
7/29/2021 14:15,2723.131548,2724.203677,2733.087531,2737.301732
7/29/2021 14:30,2723.136413,2724.204453,2733.089477,2737.303678
7/29/2021 14:45,2723.131355,2724.203484,2733.085589,2737.299789
7/29/2021 15:00,2723.132908,2724.201538,2733.085392,2737.299593
7/29/2021 15:15,2723.132714,2724.201924,2733.085199,2737.301149
7/29/2021 15:30,2723.131158,2724.201538,2733.088311,2737.302512
7/29/2021 15:45,2723.13466,2724.20387,2733.087145,2737.301345
7/29/2021 16:00,2723.131158,2724.201538,2733.084812,2737.300762
7/29/2021 16:15,2723.133297,2724.201928,2733.086951,2737.301152
7/29/2021 16:30,2723.132521,2724.202901,2733.086755,2737.300376
7/29/2021 16:45,2723.129799,2724.200178,2733.084032,2737.302902
7/29/2021 17:00,2723.132328,2724.201538,2733.087731,2737.301932
7/29/2021 17:15,2723.132911,2724.201541,2733.087145,2737.300766
7/29/2021 17:30,2723.130002,2724.200371,2733.083646,2737.300766
7/29/2021 17:45,2723.132721,2724.201341,2733.088114,2737.303485
7/29/2021 18:00,2723.130775,2724.201145,2733.086168,2737.303288
7/29/2021 18:15,2723.128836,2724.199205,2733.085978,2737.301349
7/29/2021 18:30,2723.128252,2724.200371,2733.083646,2737.302515
7/29/2021 18:45,2723.128252,2724.198622,2733.085395,2737.300766
7/29/2021 19:00,2723.128252,2724.198622,2733.083646,2737.300766
7/29/2021 19:15,2723.129612,2724.199982,2733.085005,2737.302125
7/29/2021 19:30,2723.130575,2724.198036,2733.085978,2737.301929
7/29/2021 19:45,2723.127659,2724.199788,2733.086562,2737.302512
7/29/2021 20:00,2723.128436,2724.200565,2733.087338,2737.303288
7/29/2021 20:15,2723.128822,2724.200951,2733.085975,2737.305424
7/29/2021 20:30,2723.128826,2724.199785,2733.084809,2737.304258
7/29/2021 20:45,2723.129605,2724.199985,2733.085589,2737.301539
7/29/2021 21:00,2723.128832,2724.199212,2733.084816,2737.304264
7/29/2021 21:15,2723.130002,2724.200961,2733.086565,2737.304264
7/29/2021 21:30,2723.129612,2724.201731,2733.087345,2737.305624
7/29/2021 21:45,2723.131741,2724.200951,2733.084816,2737.304844
7/29/2021 22:00,2723.131935,2724.202314,2733.086758,2737.303288
7/29/2021 22:15,2723.131738,2724.202118,2733.084812,2737.30659
7/29/2021 22:30,2723.130575,2724.199785,2733.084229,2737.306007
7/29/2021 22:45,2723.132908,2724.198619,2733.084812,2737.303092
7/29/2021 23:00,2723.133687,2724.201148,2733.089091,2737.309119
7/29/2021 23:15,2723.131165,2724.200375,2733.086568,2737.304848
7/29/2021 23:30,2723.132914,2724.202124,2733.086568,2737.306597
7/29/2021 23:45,2723.132914,2724.202124,2733.088318,2737.306597
7/30/2021 0:00,2723.132914,2724.203874,2733.088318,2737.304848
7/30/2021 0:15,2723.130582,2724.201541,2733.087735,2737.307763
7/30/2021 0:30,2723.131165,2724.200375,2733.086568,2737.308346
7/30/2021 0:45,2723.131165,2724.200375,2733.086568,2737.306597
7/30/2021 1:00,2723.130385,2724.199595,2733.085789,2737.307567
7/30/2021 1:15,2723.131938,2724.201148,2733.087341,2737.309119
7/30/2021 1:30,2723.131551,2724.199592,2733.088704,2737.306984
7/30/2021 1:45,2723.132324,2724.201534,2733.089477,2737.309506
7/30/2021 2:00,2723.132324,2724.201534,2733.087728,2737.309506
7/30/2021 2:15,2723.132324,2724.201534,2733.087728,2737.309506
7/30/2021 2:30,2723.129989,2724.200368,2733.086562,2737.30659
7/30/2021 2:45,2723.132904,2724.200365,2733.084229,2737.306007
7/30/2021 3:00,2723.129405,2724.198615,2733.084229,2737.307757
7/30/2021 3:15,2723.131738,2724.200948,2733.084812,2737.30834
7/30/2021 3:30,2723.134654,2724.200365,2733.085978,2737.307757
7/30/2021 3:45,2723.130572,2724.201531,2733.085395,2737.308923
7/30/2021 4:00,2723.130378,2724.201338,2733.086951,2737.30873
7/30/2021 4:15,2723.132908,2724.202118,2733.085982,2737.306011
7/30/2021 4:30,2723.132324,2724.199785,2733.085978,2737.308926
7/30/2021 4:45,2723.132914,2724.199785,2733.085978,2737.305427
7/30/2021 5:00,2723.131165,2724.201534,2733.085399,2737.307177
7/30/2021 5:15,2723.132914,2724.199785,2733.085399,2737.305427
7/30/2021 5:30,2723.134657,2724.200368,2733.086562,2737.30776
7/30/2021 5:45,2723.134074,2724.200375,2733.087148,2737.310676
7/30/2021 6:00,2723.133491,2724.199792,2733.086565,2737.310092
7/30/2021 6:15,2723.13485,2724.200561,2733.086175,2737.309703
7/30/2021 6:30,2723.131545,2724.199005,2733.086368,2737.308146
7/30/2021 6:45,2723.131935,2724.197646,2733.085009,2737.308536
7/30/2021 7:00,2723.131155,2724.200365,2733.087728,2737.307757
7/30/2021 7:15,2723.132904,2724.198615,2733.085978,2737.307757
7/30/2021 7:30,2723.132321,2724.199782,2733.085395,2737.307173
7/30/2021 7:45,2723.132321,2724.198032,2733.083646,2737.307173
7/30/2021 8:00,2723.131938,2724.198229,2733.083843,2737.30737
7/30/2021 8:15,2723.132331,2724.198042,2733.084236,2737.309513
7/30/2021 8:30,2723.130582,2724.196873,2733.082486,2737.306014
7/30/2021 8:45,2723.129415,2724.195127,2733.08132,2737.304848
7/30/2021 9:00,2723.131165,2724.196876,2733.083069,2737.306597
7/30/2021 9:15,2723.131748,2724.199209,2733.085402,2737.305431
7/30/2021 9:30,2723.132914,2724.198625,2733.083069,2737.308346
7/30/2021 9:45,2723.13408,2724.198042,2733.085985,2737.307763
7/30/2021 10:00,2723.131165,2724.196876,2733.083069,2737.306597
7/30/2021 10:15,2723.131165,2724.196876,2733.08132,2737.304848
7/30/2021 10:30,2723.132914,2724.196876,2733.083069,2737.306597
7/30/2021 10:45,2723.131551,2724.197842,2733.081707,2737.305234
7/30/2021 11:00,2723.133687,2724.197649,2733.083843,2737.305621
7/30/2021 11:15,2723.131551,2724.197263,2733.081707,2737.303485
7/30/2021 11:30,2723.130575,2724.196866,2733.08248,2737.304258
7/30/2021 11:45,2723.129989,2724.1957,2733.079564,2737.301342
7/30/2021 12:00,2723.132128,2724.197839,2733.083453,2737.303481
7/30/2021 12:15,2723.131351,2724.197063,2733.083256,2737.307953
7/30/2021 12:30,2723.128239,2724.1957,2733.081313,2737.303092
7/30/2021 12:45,2723.128629,2724.196679,2733.080534,2737.303481
7/30/2021 13:00,2723.129415,2724.198036,2733.08073,2737.301929
7/30/2021 13:15,2723.128639,2724.197849,2733.083453,2737.302902
7/30/2021 13:30,2723.128836,2724.198046,2733.083649,2737.303098
7/30/2021 13:45,2723.127083,2724.197462,2733.081317,2737.302515
7/30/2021 14:00,2723.129415,2724.196876,2733.0819,2737.303098
7/30/2021 14:15,2723.128832,2724.197462,2733.081317,2737.302515
7/30/2021 14:30,2723.128252,2724.195713,2733.079567,2737.300766
7/30/2021 14:45,2723.1265,2724.19513,2733.078984,2737.300182
7/30/2021 15:00,2723.127666,2724.196296,2733.08015,2737.301349
7/30/2021 15:15,2723.128249,2724.196879,2733.080734,2737.300182
7/30/2021 15:30,2723.129999,2724.197459,2733.078984,2737.300182
7/30/2021 15:45,2723.127666,2724.198625,2733.08015,2737.304848
7/30/2021 16:00,2723.127083,2724.196293,2733.078398,2737.302515
7/30/2021 16:15,2723.128636,2724.194347,2733.077621,2737.300569
7/30/2021 16:30,2723.127856,2724.195317,2733.077421,2737.299789
7/30/2021 16:45,2723.12475,2724.19396,2733.077235,2737.298433
7/30/2021 17:00,2723.125917,2724.195127,2733.0819,2737.303098
7/30/2021 17:15,2723.128053,2724.195513,2733.077618,2737.299986
7/30/2021 17:30,2723.12669,2724.1959,2733.080924,2737.302122
7/30/2021 17:45,2723.128053,2724.197263,2733.078788,2737.303485
7/30/2021 18:00,2723.12649,2724.19512,2733.078394,2737.301342
7/30/2021 18:15,2723.128826,2724.196286,2733.079561,2737.304258
7/30/2021 18:30,2723.128242,2724.195703,2733.080727,2737.303675
7/30/2021 18:45,2723.12669,2724.1959,2733.080924,2737.302122
7/30/2021 19:00,2723.127276,2724.195906,2733.079761,2737.302708
7/30/2021 19:15,2723.128639,2724.19435,2733.081703,2737.302902
7/30/2021 19:30,2723.127666,2724.196296,2733.08015,2737.303098
7/30/2021 19:45,2723.127666,2724.198046,2733.08015,2737.306597
7/30/2021 20:00,2723.127666,2724.194547,2733.08015,2737.303098
7/30/2021 20:15,2723.127083,2724.194543,2733.077818,2737.304264
7/30/2021 20:30,2723.1265,2724.196879,2733.080734,2737.303681
7/30/2021 20:45,2723.1265,2724.19396,2733.077235,2737.303681
7/30/2021 21:00,2723.127276,2724.197656,2733.079761,2737.304458
7/30/2021 21:15,2723.125913,2724.193374,2733.081897,2737.308343
7/30/2021 21:30,2723.126496,2724.193377,2733.08073,2737.305427
7/30/2021 21:45,2723.126693,2724.195903,2733.083256,2737.307953
7/30/2021 22:00,2723.128246,2724.195706,2733.08131,2737.306007
7/30/2021 22:15,2723.127663,2724.195123,2733.080727,2737.305424
7/30/2021 22:30,2723.126496,2724.193957,2733.079561,2737.304258
7/30/2021 22:45,2723.127073,2724.194533,2733.080147,2737.303675
