Date_Time,P2C,P3C,P4C,P4C original,P6C,P6C original
3/1/2023 0:00,2723.184322,,2733.04,2733.041248,2737.32,2737.303086
3/1/2023 0:15,2723.186071,,2733.04,2733.042998,2737.32,2737.304835
3/1/2023 0:30,2723.187831,,2733.05,2733.047666,2737.32,2737.307754
3/1/2023 0:45,2723.187831,,2733.04,2733.044167,2737.33,2737.309504
3/1/2023 1:00,2723.186081,,2733.04,2733.044167,2737.33,2737.309504
3/1/2023 1:15,2723.187821,,2733.05,2733.046496,2737.33,2737.308334
3/1/2023 1:30,2723.18899,,2733.05,2733.047666,2737.33,2737.309504
3/1/2023 1:45,2723.18899,,2733.05,2733.049415,2737.33,2737.311253
3/1/2023 2:00,2723.192489,,2733.05,2733.051165,2737.33,2737.311253
3/1/2023 2:15,2723.18958,,2733.05,2733.051165,2737.33,2737.311253
3/1/2023 2:30,2723.19074,,2733.05,2733.049415,2737.33,2737.314752
3/1/2023 2:45,2723.18899,,2733.05,2733.048826,2737.33,2737.311253
3/1/2023 3:00,2723.19074,,2733.05,2733.049405,2737.33,2737.311253
3/1/2023 3:15,2723.19074,,2733.05,2733.050575,2737.33,2737.314162
3/1/2023 3:30,2723.192489,,2733.05,2733.049405,2737.33,2737.315911
3/1/2023 3:45,2723.18957,,2733.05,2733.049405,2737.33,2737.313002
3/1/2023 4:00,2723.19074,,2733.05,2733.052324,2737.33,2737.317671
3/1/2023 4:15,2723.193659,,2733.05,2733.052324,2737.33,2737.317081
3/1/2023 4:30,2723.19016,,2733.05,2733.051745,2737.33,2737.317091
3/1/2023 4:45,2723.19016,,2733.05,2733.051745,2737.33,2737.315342
3/1/2023 5:00,2723.191909,,2733.05,2733.051745,2737.33,2737.313592
3/1/2023 5:15,2723.191909,,2733.05,2733.049995,2737.33,2737.313592
3/1/2023 5:30,2723.191899,,2733.05,2733.049405,2737.33,2737.313002
3/1/2023 5:45,2723.193649,,2733.05,2733.052904,2737.33,2737.316501
3/1/2023 6:00,2723.195398,,2733.05,2733.052904,2737.34,2737.318251
3/1/2023 6:15,2723.193069,,2733.05,2733.051155,2737.34,2737.318251
3/1/2023 6:30,2723.191899,,2733.05,2733.051155,2737.33,2737.316501
3/1/2023 6:45,2723.191899,,2733.05,2733.051155,2737.34,2737.318251
3/1/2023 7:00,2723.191899,,2733.05,2733.052904,2737.34,2737.32
3/1/2023 7:15,2723.191899,,2733.05,2733.051745,2737.34,2737.32
3/1/2023 7:30,2723.194818,,2733.05,2733.052914,2737.34,2737.322919
3/1/2023 7:45,2723.193069,,2733.05,2733.051165,2737.34,2737.324668
3/1/2023 8:00,2723.194818,,2733.05,2733.051165,2737.34,2737.326418
3/1/2023 8:15,2723.191899,,2733.05,2733.049995,2737.35,2737.329907
3/1/2023 8:30,2723.187241,,2733.05,2733.047086,2737.35,2737.332246
3/1/2023 8:45,2723.19015,,2733.05,2733.047656,2737.36,2737.338654
3/1/2023 9:00,2723.187241,,2733.05,2733.045337,2737.35,2737.335745
3/1/2023 9:15,2723.187241,,2733.04,2733.043587,2737.35,2737.332246
3/1/2023 9:30,2723.182573,,2733.04,2733.040668,2737.34,2737.325828
3/1/2023 9:45,2723.184902,,2733.04,2733.042408,2737.34,2737.32116
3/1/2023 10:00,2723.187821,,2733.04,2733.042408,2737.33,2737.317661
3/1/2023 10:15,2723.186071,,2733.04,2733.042408,2737.33,2737.313002
3/1/2023 10:30,2723.186071,,2733.04,2733.041248,2737.33,2737.313002
3/1/2023 10:45,2723.184322,,2733.04,2733.040658,2737.32,2737.307754
3/1/2023 11:00,2723.183152,,2733.04,2733.037749,2737.33,2737.312413
3/1/2023 11:15,2723.186071,,2733.04,2733.043577,2737.33,2737.312423
3/1/2023 11:30,2723.184322,,2733.04,2733.041828,2737.33,2737.312423
3/1/2023 11:45,2723.181403,,2733.04,2733.039499,2737.33,2737.312413
3/1/2023 12:00,2723.184902,,2733.04,2733.042408,2737.32,2737.307754
3/1/2023 12:15,2723.184322,,2733.04,2733.043577,2737.32,2737.305425
3/1/2023 12:30,2723.184322,,2733.04,2733.043577,2737.32,2737.307174
3/1/2023 12:45,2723.182573,,2733.04,2733.041828,2737.32,2737.307174
3/1/2023 13:00,2723.184322,,2733.04,2733.040668,2737.32,2737.307174
3/1/2023 13:15,2723.186071,,2733.04,2733.043577,2737.33,2737.308924
3/1/2023 13:30,2723.182573,,2733.04,2733.042418,2737.32,2737.303676
3/1/2023 13:45,2723.184322,,2733.04,2733.042418,2737.32,2737.307174
3/1/2023 14:00,2723.184332,,2733.04,2733.043587,2737.33,2737.310093
3/1/2023 14:15,2723.184332,,2733.04,2733.043587,2737.33,2737.310093
3/1/2023 14:30,2723.182573,,2733.04,2733.042998,2737.32,2737.307754
3/1/2023 14:45,2723.184322,,2733.04,2733.042998,2737.32,2737.306005
3/1/2023 15:00,2723.179664,,2733.04,2733.040089,2737.32,2737.303096
3/1/2023 15:15,2723.180823,,2733.04,2733.041248,2737.32,2737.307754
3/1/2023 15:30,2723.179074,,2733.04,2733.040079,2737.32,2737.307754
3/1/2023 15:45,2723.180823,,2733.04,2733.041248,2737.32,2737.301336
3/1/2023 16:00,2723.182583,,2733.04,2733.040089,2737.32,2737.304845
3/1/2023 16:15,2723.185492,,2733.04,2733.041248,2737.32,2737.304835
3/1/2023 16:30,2723.181413,,2733.04,2733.040089,2737.32,2737.299597
3/1/2023 16:45,2723.184332,,2733.04,2733.041838,2737.32,2737.303096
3/1/2023 17:00,2723.186081,,2733.04,2733.041838,2737.32,2737.301926
3/1/2023 17:15,2723.184332,,2733.04,2733.041838,2737.32,2737.303096
3/1/2023 17:30,2723.183742,,2733.04,2733.041248,2737.32,2737.304255
3/1/2023 17:45,2723.183742,,2733.04,2733.041248,2737.32,2737.301336
3/1/2023 18:00,2723.182583,,2733.04,2733.040089,2737.32,2737.303096
3/1/2023 18:15,2723.182583,,2733.04,2733.043587,2737.32,2737.304845
3/1/2023 18:30,2723.183742,,2733.04,2733.044747,2737.32,2737.303086
3/1/2023 18:45,2723.185492,,2733.04,2733.042998,2737.32,2737.303086
3/1/2023 19:00,2723.185492,,2733.04,2733.044747,2737.32,2737.306005
3/1/2023 19:15,2723.185492,,2733.04,2733.044747,2737.32,2737.304835
3/1/2023 19:30,2723.185492,,2733.04,2733.042998,2737.32,2737.304255
3/1/2023 19:45,2723.187241,,2733.04,2733.044747,2737.32,2737.304255
3/1/2023 20:00,2723.185492,,2733.05,2733.046496,2737.32,2737.302506
3/1/2023 20:15,2723.186081,,2733.04,2733.043587,2737.32,2737.301346
3/1/2023 20:30,2723.184332,,2733.04,2733.041838,2737.32,2737.304845
3/1/2023 20:45,2723.187241,,2733.04,2733.042998,2737.32,2737.306005
3/1/2023 21:00,2723.185492,,2733.04,2733.042998,2737.32,2737.306005
3/1/2023 21:15,2723.184332,,2733.04,2733.041838,2737.32,2737.304845
3/1/2023 21:30,2723.187241,,2733.04,2733.040089,2737.32,2737.306595
3/1/2023 21:45,2723.188401,,2733.04,2733.042998,2737.32,2737.304255
3/1/2023 22:00,2723.187241,,2733.04,2733.042998,2737.32,2737.306005
3/1/2023 22:15,2723.185492,,2733.04,2733.042998,2737.32,2737.306005
3/1/2023 22:30,2723.187241,,2733.04,2733.042998,2737.32,2737.307754
3/1/2023 22:45,2723.186661,,2733.04,2733.041248,2737.32,2737.307754
3/1/2023 23:00,2723.18899,,2733.04,2733.042998,2737.33,2737.308924
3/1/2023 23:15,2723.183742,,2733.04,2733.039499,2737.32,2737.302506
3/1/2023 23:30,2723.184322,,2733.04,2733.042998,2737.32,2737.304255
3/1/2023 23:45,2723.188411,,2733.04,2733.044167,2737.32,2737.307174
3/2/2023 0:00,2723.185492,,2733.04,2733.041248,2737.32,2737.307174
3/2/2023 0:15,2723.185492,,2733.04,2733.041248,2737.33,2737.308924
3/2/2023 0:30,2723.188411,,2733.05,2733.045917,2737.33,2737.308924
3/2/2023 0:45,2723.186661,,2733.04,2733.040668,2737.32,2737.307174
3/2/2023 1:00,2723.188411,,2733.04,2733.044167,2737.32,2737.307174
3/2/2023 1:15,2723.188401,,2733.04,2733.043577,2737.32,2737.306585
3/2/2023 1:30,2723.188401,,2733.04,2733.042408,2737.33,2737.308334
3/2/2023 1:45,2723.186661,,2733.04,2733.041828,2737.33,2737.309504
3/2/2023 2:00,2723.184912,,2733.04,2733.043577,2737.32,2737.307754
3/2/2023 2:15,2723.188411,,2733.04,2733.043577,2737.33,2737.309504
3/2/2023 2:30,2723.188411,,2733.04,2733.042998,2737.33,2737.312423
3/2/2023 2:45,2723.19016,,2733.04,2733.042998,2737.33,2737.311253
3/2/2023 3:00,2723.18957,,2733.04,2733.041248,2737.33,2737.311833
3/2/2023 3:15,2723.187821,,2733.04,2733.037749,2737.33,2737.311833
3/2/2023 3:30,2723.186651,,2733.04,2733.037749,2737.33,2737.310083
