Date_Time,P2C,P3C,P4C,P6C,,,,,
3/1/2022 0:00,2723.121248,2724.136806,2733.034076,2737.311255,,,,,
3/1/2022 0:15,2723.121831,2724.13564,2733.034659,2737.310089,,,,,
3/1/2022 0:30,2723.123387,2724.136037,2733.034466,2737.311645,,,,,
3/1/2022 0:45,2723.148079,2724.139725,2733.036995,2737.314174,,,,,
3/1/2022 1:00,2723.135243,2724.136227,2733.035246,2737.312425,,,,,
3/1/2022 1:15,2723.129419,2724.13565,2733.035829,2737.313008,,,,,
3/1/2022 1:30,2723.127083,2724.137393,2733.038161,2737.315341,,,,,
3/1/2022 1:45,2723.125527,2724.137586,2733.036605,2737.313785,,,,,
3/1/2022 2:00,2723.124747,2724.136806,2733.035826,2737.313005,,,,,
3/1/2022 2:15,2723.121638,2724.135447,2733.036215,2737.315144,,,,,
3/1/2022 2:30,2723.119109,2724.135837,2733.038355,2737.3272,,,,,
3/1/2022 2:45,2723.11522,2724.134287,2733.037965,2737.319812,,,,,
3/1/2022 3:00,2723.114251,2724.135067,2733.038745,2737.320592,,,,,
3/1/2022 3:15,2723.113674,2724.133901,2733.039328,2737.324674,,,,,
3/1/2022 3:30,2723.11484,2724.135067,2733.038745,2737.324091,,,,,
3/1/2022 3:45,2723.112311,2724.134287,2733.036215,2737.32681,,,,,
3/1/2022 4:00,2723.113864,2724.13584,2733.041267,2737.324864,,,,,
3/1/2022 4:15,2723.125917,2724.135067,2733.040494,2737.324091,,,,,
3/1/2022 4:30,2723.130002,2724.134484,2733.039911,2737.325257,,,,,
3/1/2022 4:45,2723.134667,2724.133901,2733.039328,2737.324674,,,,,
3/1/2022 5:00,2723.13525,2724.134484,2733.039911,2737.322338,,,,,
3/1/2022 5:15,2723.137576,2724.133901,2733.081313,2737.322925,,,,,
3/1/2022 5:30,2723.135833,2724.133318,2733.085399,2737.322921,,,,,
3/1/2022 5:45,2723.137962,2724.134287,2733.091617,2737.32681,,,,,
3/1/2022 6:00,2723.13641,2724.135644,2733.098221,2737.326417,,,,,
3/1/2022 6:15,2723.134077,2724.13506,2733.097638,2737.324664,,,,,
3/1/2022 6:30,2723.132911,2724.135644,2733.096472,2737.326417,,,,,
3/1/2022 6:45,2723.130575,2724.134477,2733.091806,2737.325251,,,,,
3/1/2022 7:00,2723.130188,2724.134091,2733.089671,2737.323694,,,,,
3/1/2022 7:15,2723.130972,2724.133704,2733.089284,2737.323308,,,,,
3/1/2022 7:30,2723.134857,2724.13584,2733.089671,2737.324864,,,,,
3/1/2022 7:45,2723.134084,2724.135067,2733.088897,2737.32584,,,,,
3/1/2022 8:00,2723.137576,2724.13565,2733.087731,2737.322925,,,,,
3/1/2022 8:15,2723.139522,2724.136427,2733.085009,2737.321952,,,,,
3/1/2022 8:30,2723.141658,2724.135064,2733.085395,2737.320589,,,,,
3/1/2022 8:45,2723.144577,2724.136223,2733.085395,2737.318839,,,,,
3/1/2022 9:00,2723.149429,2724.138166,2733.085589,2737.320782,,,,,
3/1/2022 9:15,2723.149815,2724.143221,2733.085975,2737.31767,,,,,
3/1/2022 9:30,2723.147096,2724.143421,2733.083256,2737.313201,,,,,
3/1/2022 9:45,2723.143407,2724.14614,2733.07257,2737.306594,,,,,
3/1/2022 10:00,2723.119499,2724.148473,2733.057988,2737.300179,,,,,
3/1/2022 10:15,2723.115424,2724.145557,2733.052163,2737.299013,,,,,
3/1/2022 10:30,2723.11659,2724.143814,2733.046332,2737.300179,,,,,
3/1/2022 10:45,2723.11659,2724.137396,2733.038165,2737.301929,,,,,
3/1/2022 11:00,2723.117173,2724.13623,2733.035249,2737.300762,,,,,
3/1/2022 11:15,2723.121255,2724.135064,2733.034083,2737.294348,,,,,
3/1/2022 11:30,2723.116007,2724.131565,2733.030584,2737.292598,,,,,
3/1/2022 11:45,2723.116007,2724.130395,2733.030584,2737.28735,,,,,
3/1/2022 12:00,2723.117173,2724.131562,2733.03175,2737.290266,,,,,
3/1/2022 12:15,2723.117173,2724.129812,2733.027082,2737.290266,,,,,
3/1/2022 12:30,2723.117559,2724.133118,2733.030387,2737.290652,,,,,
3/1/2022 12:45,2723.120082,2724.130972,2733.03349,2737.289676,,,,,
3/1/2022 13:00,2723.117163,2724.134471,2733.029991,2737.288506,,,,,
3/1/2022 13:15,2723.120079,2724.135637,2733.031157,2737.289673,,,,,
3/1/2022 13:30,2723.11697,2724.132528,2733.029798,2737.288313,,,,,
3/1/2022 13:45,2723.11483,2724.132148,2733.030577,2737.292592,,,,,
3/1/2022 14:00,2723.115997,2724.133314,2733.031744,2737.292009,,,,,
3/1/2022 14:15,2723.118329,2724.133897,2733.032327,2737.294341,,,,,
3/1/2022 14:30,2723.11522,2724.136037,2733.034466,2737.291232,,,,,
3/1/2022 14:45,2723.114834,2724.13565,2733.03233,2737.292595,,,,,
3/1/2022 15:00,2723.117749,2724.136816,2733.033496,2737.293761,,,,,
3/1/2022 15:15,2723.118333,2724.1374,2733.03233,2737.296094,,,,,
3/1/2022 15:30,2723.116007,2724.136233,2733.032913,2737.296677,,,,,
3/1/2022 15:45,2723.117749,2724.138566,2733.031747,2737.295511,,,,,
3/1/2022 16:00,2723.117166,2724.137983,2733.032913,2737.294928,,,,,
3/1/2022 16:15,2723.116,2724.135067,2733.029998,2737.292012,,,,,
3/1/2022 16:30,2723.116583,2724.1374,2733.03233,2737.296094,,,,,
3/1/2022 16:45,2723.116,2724.136816,2733.033496,2737.295511,,,,,
3/1/2022 17:00,2723.115417,2724.134484,2733.030004,2737.296677,,,,,
3/1/2022 17:15,2723.114251,2724.135067,2733.029998,2737.293761,,,,,
3/1/2022 17:30,2723.113674,2724.133901,2733.029421,2737.296094,,,,,
3/1/2022 17:45,2723.11484,2724.136816,2733.030587,2737.29901,,,,,
3/1/2022 18:00,2723.117166,2724.136233,2733.030004,2737.298426,,,,,
3/1/2022 18:15,2723.114834,2724.13565,2733.03233,2737.297843,,,,,
3/1/2022 18:30,2723.117749,2724.138566,2733.033496,2737.300759,,,,,
3/1/2022 18:45,2723.117749,2724.136816,2733.033496,2737.303678,,,,,
3/1/2022 19:00,2723.118916,2724.136233,2733.032913,2737.301345,,,,,
3/1/2022 19:15,2723.119499,2724.137976,2733.031747,2737.301929,,,,,
3/1/2022 19:30,2723.120279,2724.137586,2733.033107,2737.303288,,,,,
3/1/2022 19:45,2723.122414,2724.137973,2733.033493,2737.305424,,,,,
3/1/2022 20:00,2723.121248,2724.136806,2733.034076,2737.306007,,,,,
3/1/2022 20:15,2723.121248,2724.136806,2733.034076,2737.306007,,,,,
3/1/2022 20:30,2723.122414,2724.137973,2733.033493,2737.305424,,,,,
3/1/2022 20:45,2723.120858,2724.136417,2733.031937,2737.305617,,,,,
3/1/2022 21:00,2723.121248,2724.137386,2733.032907,2737.308336,,,,,
3/1/2022 21:15,2723.121248,2724.138556,2733.032907,2737.308336,,,,,
3/1/2022 21:30,2723.120665,2724.137973,2733.035822,2737.306004,,,,,
3/1/2022 21:45,2723.119499,2724.136806,2733.034076,2737.306587,,,,,
3/1/2022 22:00,2723.120665,2724.135054,2733.033493,2737.304254,,,,,
3/1/2022 22:15,2723.120082,2724.13564,2733.03291,2737.30717,,,,,
3/1/2022 22:30,2723.122414,2724.137973,2733.034073,2737.309503,,,,,
3/1/2022 22:45,2723.121248,2724.135057,2733.034076,2737.308336,,,,,
3/1/2022 23:00,2723.121248,2724.136806,2733.032327,2737.308336,,,,,
3/1/2022 23:15,2723.121248,2724.136806,2733.035826,2737.310086,,,,,
3/1/2022 23:30,2723.121248,2724.136806,2733.032907,2737.308336,,,,,
3/1/2022 23:45,2723.120082,2724.13739,2733.03349,2737.310669,,,,,
3/2/2022 0:00,2723.121248,2724.138556,2733.035826,2737.308336,,,,,
3/2/2022 0:15,2723.122414,2724.139722,2733.035242,2737.311252,,,,,
3/2/2022 0:30,2723.122998,2724.136806,2733.034076,2737.310086,,,,,
3/2/2022 0:45,2723.123581,2724.13739,2733.034659,2737.30892,,,,,
3/2/2022 1:00,2723.120665,2724.137973,2733.035242,2737.311252,,,,,
3/2/2022 1:15,2723.122998,2724.135057,2733.034076,2737.308336,,,,,
3/2/2022 1:30,2723.121831,2724.13739,2733.034659,2737.310669,,,,,
3/2/2022 1:45,2723.124164,2724.137973,2733.036992,2737.312422,,,,,
3/2/2022 2:00,2723.124164,2724.139722,2733.036992,2737.314171,,,,,
3/2/2022 2:15,2723.12533,2724.139139,2733.038158,2737.315337,,,,,
3/2/2022 2:30,2723.124157,2724.138556,2733.035826,2737.313005,,,,,
3/2/2022 2:45,2723.123581,2724.13739,2733.034659,2737.311839,,,,,
3/2/2022 3:00,2723.121248,2724.138556,2733.035826,2737.313005,,,,,
3/2/2022 3:15,2723.124747,2724.136806,2733.034656,2737.311835,,,,,
3/2/2022 3:30,2723.121831,2724.13622,2733.03349,2737.312418,,,,,
3/2/2022 3:45,2723.120468,2724.137776,2733.033296,2737.310476,,,,,
3/2/2022 4:00,2723.121831,2724.13739,2733.03291,2737.311839,,,,,
3/2/2022 4:15,2723.122998,2724.136806,2733.034076,2737.311255,,,,,
3/2/2022 4:30,2723.121248,2724.136806,2733.034076,2737.311255,,,,,
3/2/2022 4:45,2723.121248,2724.136806,2733.035826,2737.311255,,,,,
3/2/2022 5:00,2723.123584,2724.136223,2733.036992,2737.314171,,,,,
3/2/2022 5:15,2723.123001,2724.13564,2733.037578,2737.310089,,,,,
3/2/2022 5:30,2723.122998,2724.136806,2733.038745,2737.313005,,,,,
3/2/2022 5:45,2723.125333,2724.136223,2733.038741,2737.310672,,,,,
3/2/2022 6:00,2723.144577,2724.136223,2733.039911,2737.312422,,,,,
3/2/2022 6:15,2723.138159,2724.137973,2733.04166,2737.312422,,,,,
3/2/2022 6:30,2723.131741,2724.136223,2733.04166,2737.312422,,,,,
3/2/2022 6:45,2723.134074,2724.136806,2733.042243,2737.311255,,,,,
3/2/2022 7:00,2723.133494,2724.135057,2733.042243,2737.311255,,,,,
3/2/2022 7:15,2723.138742,2724.136806,2733.043993,2737.311255,,,,,
3/2/2022 7:30,2723.138939,2724.135833,2733.044769,2737.310282,,,,,
3/2/2022 7:45,2723.140492,2724.135637,2733.042823,2737.308336,,,,,
3/2/2022 8:00,2723.14515,2724.136806,2733.046322,2737.310086,,,,,
3/2/2022 8:15,2723.151568,2724.140305,2733.047492,2737.310086,,,,,
3/2/2022 8:30,2723.150985,2724.139722,2733.050407,2737.311252,,,,,
3/2/2022 8:45,2723.149432,2724.139919,2733.048855,2737.309699,,,,,
3/2/2022 9:00,2723.146326,2724.140312,2733.050997,2737.306594,,,,,
3/2/2022 9:15,2723.141658,2724.141482,2733.052747,2737.306594,,,,,
3/2/2022 9:30,2723.13602,2724.139342,2733.045359,2737.304454,,,,,
3/2/2022 9:45,2723.124164,2724.136813,2733.032913,2737.301925,,,,,
3/2/2022 10:00,2723.102005,2724.133897,2733.028248,2737.300759,,,,,
3/2/2022 10:15,2723.118329,2724.133897,2733.029998,2737.300759,,,,,
3/2/2022 10:30,2723.118329,2724.132728,2733.028248,2737.293761,,,,,
3/2/2022 10:45,2723.118329,2724.132728,2733.028248,2737.290263,,,,,
3/2/2022 11:00,2723.120079,2724.132728,2733.029998,2737.290263,,,,,
3/2/2022 11:15,2723.120079,2724.132728,2733.031747,2737.288513,,,,,
3/2/2022 11:30,2723.115607,2724.132924,2733.029025,2737.28929,,,,,
3/2/2022 11:45,2723.11541,2724.130978,2733.028828,2737.289093,,,,,
3/2/2022 12:00,2723.115993,2724.131562,2733.027662,2737.287927,,,,,
3/2/2022 12:15,2723.11541,2724.132728,2733.028828,2737.289093,,,,,
3/2/2022 12:30,2723.1158,2724.131948,2733.027468,2737.287733,,,,,
3/2/2022 12:45,2723.118329,2724.133897,2733.029998,2737.288513,,,,,
3/2/2022 13:00,2723.115414,2724.134481,2733.028831,2737.285597,,,,,
3/2/2022 13:15,2723.116003,2724.13506,2733.03233,2737.287347,,,,,
3/2/2022 13:30,2723.117559,2724.134867,2733.032137,2737.287154,,,,,
3/2/2022 13:45,2723.116007,2724.135064,2733.034083,2737.2891,,,,,
