Date_Time,P2C,P3C,P4C,P6C,,,,,
3/2/2022 14:00,2723.118339,2724.135647,2733.036415,2737.289683,,,,,
3/2/2022 14:15,2723.116976,2724.134864,2733.032134,2737.290069,,,,,
3/2/2022 14:30,2723.115414,2724.13622,2733.03174,2737.289676,,,,,
3/2/2022 14:45,2723.11658,2724.138556,2733.034656,2737.292592,,,,,
3/2/2022 15:00,2723.117163,2724.137969,2733.035239,2737.293175,,,,,
3/2/2022 15:15,2723.118719,2724.139526,2733.035046,2737.294731,,,,,
3/2/2022 15:30,2723.117749,2724.140305,2733.034076,2737.293761,,,,,
3/2/2022 15:45,2723.117749,2724.138556,2733.032327,2737.293761,,,,,
3/2/2022 16:00,2723.119499,2724.140305,2733.032327,2737.293761,,,,,
3/2/2022 16:15,2723.118333,2724.140888,2733.03291,2737.293175,,,,,
3/2/2022 16:30,2723.117166,2724.142641,2733.033493,2737.293758,,,,,
3/2/2022 16:45,2723.11483,2724.138556,2733.032327,2737.292592,,,,,
3/2/2022 17:00,2723.11483,2724.138556,2733.030577,2737.292592,,,,,
3/2/2022 17:15,2723.116583,2724.139139,2733.031161,2737.293175,,,,,
3/2/2022 17:30,2723.115997,2724.139722,2733.031744,2737.293758,,,,,
3/2/2022 17:45,2723.115997,2724.137973,2733.029994,2737.292009,,,,,
3/2/2022 18:00,2723.117746,2724.139722,2733.031744,2737.297257,,,,,
3/2/2022 18:15,2723.117553,2724.139529,2733.0333,2737.298233,,,,,
3/2/2022 18:30,2723.117749,2724.141475,2733.033496,2737.29901,,,,,
3/2/2022 18:45,2723.119499,2724.139725,2733.035246,2737.300179,,,,,
3/2/2022 19:00,2723.120668,2724.139725,2733.035246,2737.300179,,,,,
3/2/2022 19:15,2723.119109,2724.142834,2733.034856,2737.301539,,,,,
3/2/2022 19:30,2723.119889,2724.138946,2733.034466,2737.301149,,,,,
3/2/2022 19:45,2723.120279,2724.141085,2733.036605,2737.303288,,,,,
3/2/2022 20:00,2723.119499,2724.142055,2733.035826,2737.302508,,,,,
3/2/2022 20:15,2723.121248,2724.140305,2733.035826,2737.302508,,,,,
3/2/2022 20:30,2723.119499,2724.142055,2733.035826,2737.304258,,,,,
3/2/2022 20:45,2723.120665,2724.142641,2733.035242,2737.303675,,,,,
3/2/2022 21:00,2723.119499,2724.141475,2733.035826,2737.304258,,,,,
3/2/2022 21:15,2723.119499,2724.141475,2733.037575,2737.304258,,,,,
3/2/2022 21:30,2723.121248,2724.141475,2733.035826,2737.304258,,,,,
3/2/2022 21:45,2723.122998,2724.143224,2733.035826,2737.306007,,,,,
3/2/2022 22:00,2723.121248,2724.141475,2733.035826,2737.306007,,,,,
3/2/2022 22:15,2723.120665,2724.140892,2733.035242,2737.305424,,,,,
3/2/2022 22:30,2723.121248,2724.139725,2733.035826,2737.304258,,,,,
3/2/2022 22:45,2723.120082,2724.140888,2733.034659,2737.304841,,,,,
3/2/2022 23:00,2723.122998,2724.144974,2733.037575,2737.306007,,,,,
3/2/2022 23:15,2723.121831,2724.142058,2733.038158,2737.30834,,,,,
3/2/2022 23:30,2723.124164,2724.142641,2733.038741,2737.305424,,,,,
3/2/2022 23:45,2723.120665,2724.139722,2733.036992,2737.308923,,,,,
3/3/2022 0:00,2723.122418,2724.139725,2733.035826,2737.304258,,,,,
3/3/2022 0:15,2723.122418,2724.141475,2733.035826,2737.306007,,,,,
3/3/2022 0:30,2723.122418,2724.141475,2733.035826,2737.304258,,,,,
3/3/2022 0:45,2723.121248,2724.139725,2733.036995,2737.307757,,,,,
3/3/2022 1:00,2723.121248,2724.139725,2733.035826,2737.306007,,,,,
3/3/2022 1:15,2723.121248,2724.139725,2733.036995,2737.306007,,,,,
3/3/2022 1:30,2723.121248,2724.139725,2733.036995,2737.307757,,,,,
3/3/2022 1:45,2723.122028,2724.139336,2733.033686,2737.305617,,,,,
3/3/2022 2:00,2723.120468,2724.140695,2733.035046,2737.306977,,,,,
3/3/2022 2:15,2723.122418,2724.141475,2733.036995,2737.307757,,,,,
3/3/2022 2:30,2723.122418,2724.141475,2733.035826,2737.309506,,,,,
3/3/2022 2:45,2723.122418,2724.141475,2733.037575,2737.309506,,,,,
3/3/2022 3:00,2723.120082,2724.140309,2733.036409,2737.310089,,,,,
3/3/2022 3:15,2723.121831,2724.142058,2733.036409,2737.310089,,,,,
3/3/2022 3:30,2723.122998,2724.140305,2733.037575,2737.309506,,,,,
3/3/2022 3:45,2723.123387,2724.142445,2733.036215,2737.309896,,,,,
3/3/2022 4:00,2723.124167,2724.143224,2733.035246,2737.308926,,,,,
3/3/2022 4:15,2723.122418,2724.139725,2733.036995,2737.312425,,,,,
3/3/2022 4:30,2723.122028,2724.139336,2733.038355,2737.310286,,,,,
3/3/2022 4:45,2723.122221,2724.139529,2733.036799,2737.30873,,,,,
3/3/2022 5:00,2723.124167,2724.141475,2733.035246,2737.312425,,,,,
3/3/2022 5:15,2723.121835,2724.139142,2733.036412,2737.308343,,,,,
3/3/2022 5:30,2723.120668,2724.137976,2733.035246,2737.308926,,,,,
3/3/2022 5:45,2723.121252,2724.138559,2733.035829,2737.311259,,,,,
3/3/2022 6:00,2723.123584,2724.139142,2733.034663,2737.311842,,,,,
3/3/2022 6:15,2723.120668,2724.137976,2733.036995,2737.310676,,,,,
3/3/2022 6:30,2723.121835,2724.137983,2733.036412,2737.311842,,,,,
3/3/2022 6:45,2723.125917,2724.141475,2733.038745,2737.312425,,,,,
3/3/2022 7:00,2723.124167,2724.143224,2733.038745,2737.314174,,,,,
3/3/2022 7:15,2723.124167,2724.139725,2733.038745,2737.314174,,,,,
3/3/2022 7:30,2723.122998,2724.139725,2733.036995,2737.314174,,,,,
3/3/2022 7:45,2723.122414,2724.139142,2733.038161,2737.311842,,,,,
3/3/2022 8:00,2723.121835,2724.139142,2733.038161,2737.310092,,,,,
3/3/2022 8:15,2723.122028,2724.139336,2733.036605,2737.308536,,,,,
3/3/2022 8:30,2723.119499,2724.138556,2733.039324,2737.309506,,,,,
3/3/2022 8:45,2723.124747,2724.138556,2733.039324,2737.307757,,,,,
3/3/2022 9:00,2723.125333,2724.141472,2733.036992,2737.308923,,,,,
3/3/2022 9:15,2723.123194,2724.140502,2733.033103,2737.305034,,,,,
3/3/2022 9:30,2723.122414,2724.135054,2733.032323,2737.304254,,,,,
3/3/2022 9:45,2723.117746,2724.135054,2733.030574,2737.300756,,,,,
3/3/2022 10:00,2723.117163,2724.134471,2733.029991,2737.298423,,,,,
3/3/2022 10:15,2723.117163,2724.134471,2733.029991,2737.300172,,,,,
3/3/2022 10:30,2723.117746,2724.136803,2733.030574,2737.299006,,,,,
3/3/2022 10:45,2723.11658,2724.135637,2733.029408,2737.294341,,,,,
3/3/2022 11:00,2723.115414,2724.134471,2733.03174,2737.294924,,,,,
3/3/2022 11:15,2723.117746,2724.135054,2733.032323,2737.297257,,,,,
3/3/2022 11:30,2723.11483,2724.133887,2733.029408,2737.294341,,,,,
3/3/2022 11:45,2723.115414,2724.132721,2733.03174,2737.294924,,,,,
3/3/2022 12:00,2723.117553,2724.13486,2733.03213,2737.295314,,,,,
3/3/2022 12:15,2723.119499,2724.135057,2733.032327,2737.296091,,,,,
3/3/2022 12:30,2723.115414,2724.134481,2733.03291,2737.294924,,,,,
3/3/2022 12:45,2723.11522,2724.136037,2733.030967,2737.294731,,,,,
3/3/2022 13:00,2723.114834,2724.133901,2733.029421,2737.290846,,,,,
3/3/2022 13:15,2723.11697,2724.137786,2733.032717,2737.292982,,,,,
3/3/2022 13:30,2723.116,2724.136227,2733.031747,2737.291422,,,,,
3/3/2022 13:45,2723.116973,2724.13545,2733.03272,2737.292395,,,,,
3/3/2022 14:00,2723.117753,2724.13506,2733.03175,2737.291425,,,,,
3/3/2022 14:15,2723.116583,2724.138559,2733.0335,2737.293175,,,,,
3/3/2022 14:30,2723.116583,2724.13506,2733.03175,2737.291425,,,,,
3/3/2022 14:45,2723.11639,2724.136617,2733.035056,2737.294731,,,,,
3/3/2022 15:00,2723.117166,2724.136813,2733.033503,2737.293768,,,,,
3/3/2022 15:15,2723.118916,2724.137393,2733.033503,2737.295517,,,,,
3/3/2022 15:30,2723.116,2724.139146,2733.034086,2737.294351,,,,,
3/3/2022 15:45,2723.118719,2724.138366,2733.032137,2737.294731,,,,,
3/3/2022 16:00,2723.120075,2724.138553,2733.035242,2737.296677,,,,,
3/3/2022 16:15,2723.120075,2724.142051,2733.035242,2737.296677,,,,,
3/3/2022 16:30,2723.119492,2724.141468,2733.034659,2737.296094,,,,,
3/3/2022 16:45,2723.118909,2724.139136,2733.034076,2737.29726,,,,,
3/3/2022 17:00,2723.116,2724.139136,2733.034076,2737.295511,,,,,
3/3/2022 17:15,2723.116973,2724.138359,2733.03155,2737.294734,,,,,
3/3/2022 17:30,2723.11717,2724.139146,2733.033496,2737.29668,,,,,
3/3/2022 17:45,2723.119502,2724.139729,2733.03233,2737.297263,,,,,
3/3/2022 18:00,2723.118919,2724.140895,2733.033496,2737.29668,,,,,
3/3/2022 18:15,2723.11717,2724.139146,2733.031747,2737.29843,,,,,
3/3/2022 18:30,2723.11717,2724.137396,2733.033496,2737.29843,,,,,
3/3/2022 18:45,2723.118143,2724.138369,2733.034469,2737.299403,,,,,
3/3/2022 19:00,2723.118919,2724.140315,2733.034666,2737.299599,,,,,
3/3/2022 19:15,2723.119505,2724.141482,2733.035832,2737.300766,,,,,
3/3/2022 19:30,2723.118922,2724.140898,2733.03175,2737.300182,,,,,
3/3/2022 19:45,2723.118922,2724.142648,2733.035249,2737.303681,,,,,
3/3/2022 20:00,2723.118339,2724.140315,2733.034666,2737.301349,,,,,
3/3/2022 20:15,2723.120089,2724.140315,2733.034666,2737.303098,,,,,
3/3/2022 20:30,2723.119699,2724.139925,2733.034276,2737.302708,,,,,
3/3/2022 20:45,2723.118919,2724.139146,2733.033496,2737.300179,,,,,
3/3/2022 21:00,2723.121641,2724.140119,2733.034469,2737.304651,,,,,
3/3/2022 21:15,2723.122421,2724.140898,2733.036999,2737.301932,,,,,
3/3/2022 21:30,2723.122225,2724.142451,2733.035053,2737.306984,,,,,
3/3/2022 21:45,2723.121248,2724.139725,2733.035826,2737.304258,,,,,
3/3/2022 22:00,2723.121248,2724.139725,2733.034076,2737.304258,,,,,
3/3/2022 22:15,2723.121248,2724.139725,2733.035826,2737.306007,,,,,
3/3/2022 22:30,2723.119692,2724.13759,2733.03369,2737.305621,,,,,
3/3/2022 22:45,2723.118919,2724.138566,2733.032917,2737.303098,,,,,
3/3/2022 23:00,2723.118919,2724.138566,2733.032917,2737.304848,,,,,
3/3/2022 23:15,2723.116586,2724.137983,2733.032333,2737.302515,,,,,
3/3/2022 23:30,2723.11639,2724.137786,2733.032137,2737.302318,,,,,
3/3/2022 23:45,2723.11658,2724.136806,2733.032907,2737.300759,,,,,
3/4/2022 0:00,2723.117163,2724.13739,2733.034659,2737.301342,,,,,
3/4/2022 0:15,2723.117163,2724.13739,2733.035239,2737.301342,,,,,
3/4/2022 0:30,2723.118716,2724.138363,2733.032713,2737.300566,,,,,
3/4/2022 0:45,2723.120079,2724.141475,2733.034076,2737.303678,,,,,
3/4/2022 1:00,2723.120468,2724.140115,2733.034466,2737.302318,,,,,
3/4/2022 1:15,2723.121248,2724.139146,2733.035246,2737.304848,,,,,
3/4/2022 1:30,2723.121248,2724.139146,2733.035246,2737.304848,,,,,
3/4/2022 1:45,2723.120082,2724.138559,2733.03408,2737.303681,,,,,
3/4/2022 2:00,2723.118922,2724.138559,2733.03408,2737.302512,,,,,
3/4/2022 2:15,2723.122808,2724.138946,2733.036215,2737.307567,,,,,
3/4/2022 2:30,2723.122998,2724.140885,2733.036995,2737.306587,,,,,
3/4/2022 2:45,2723.120472,2724.138359,2733.03272,2737.304061,,,,,
3/4/2022 3:00,2723.122028,2724.139915,2733.036026,2737.307367,,,,,
3/4/2022 3:15,2723.120079,2724.139136,2733.035246,2737.306587,,,,,
3/4/2022 3:30,2723.121635,2724.139532,2733.035053,2737.304644,,,,,
3/4/2022 3:45,2723.122414,2724.140312,2733.034083,2737.305424,,,,,
3/4/2022 4:00,2723.121831,2724.139729,2733.0335,2737.304841,,,,,
3/4/2022 4:15,2723.121248,2724.139146,2733.034666,2737.304258,,,,,
3/4/2022 4:30,2723.122221,2724.140119,2733.03272,2737.305231,,,,,
3/4/2022 4:45,2723.123001,2724.139729,2733.036419,2737.304261,,,,,
3/4/2022 5:00,2723.121248,2724.140895,2733.036415,2737.303678,,,,,
3/4/2022 5:15,2723.119499,2724.139146,2733.034666,2737.301929,,,,,
3/4/2022 5:30,2723.123384,2724.137783,2733.033303,2737.304065,,,,,
3/4/2022 5:45,2723.119492,2724.139139,2733.034659,2737.303671,,,,,
3/4/2022 6:00,2723.121438,2724.141085,2733.034856,2737.302698,,,,,
3/4/2022 6:15,2723.121635,2724.141282,2733.033303,2737.305814,,,,,
3/4/2022 6:30,2723.123771,2724.141668,2733.035439,2737.302702,,,,,
3/4/2022 6:45,2723.121831,2724.137979,2733.0335,2737.302512,,,,,
3/4/2022 7:00,2723.120665,2724.136813,2733.032333,2737.303095,,,,,
3/4/2022 7:15,2723.121831,2724.137979,2733.035249,2737.306011,,,,,
3/4/2022 7:30,2723.120082,2724.13623,2733.0335,2737.302512,,,,,
3/4/2022 7:45,2723.121248,2724.139146,2733.034666,2737.303678,,,,,
3/4/2022 8:00,2723.121248,2724.139146,2733.035836,2737.305427,,,,,
3/4/2022 8:15,2723.121835,2724.138563,2733.034083,2737.301345,,,,,
3/4/2022 8:30,2723.121252,2724.139149,2733.036419,2737.304261,,,,,
3/4/2022 8:45,2723.118526,2724.138173,2733.034863,2737.302705,,,,,
3/4/2022 9:00,2723.117553,2724.1372,2733.03389,2737.301732,,,,,
3/4/2022 9:15,2723.121248,2724.139146,2733.034666,2737.301929,,,,,
3/4/2022 9:30,2723.11736,2724.137006,2733.032527,2737.299789,,,,,
3/4/2022 9:45,2723.11658,2724.134477,2733.031747,2737.300759,,,,,
3/4/2022 10:00,2723.11522,2724.136617,2733.030387,2737.29765,,,,,
3/4/2022 10:15,2723.117166,2724.135064,2733.030584,2737.294928,,,,,
3/4/2022 10:30,2723.119499,2724.137396,2733.032917,2737.295511,,,,,
3/4/2022 10:45,2723.117559,2724.136617,2733.032137,2737.292982,,,,,
3/4/2022 11:00,2723.118333,2724.13622,2733.03291,2737.292005,,,,,
3/4/2022 11:15,2723.117749,2724.140305,2733.034076,2737.293172,,,,,
3/4/2022 11:30,2723.11658,2724.139136,2733.035826,2737.291422,,,,,
3/4/2022 11:45,2723.119306,2724.138942,2733.033883,2737.289479,,,,,
3/4/2022 12:00,2723.117749,2724.140305,2733.034076,2737.292592,,,,,
3/4/2022 12:15,2723.116973,2724.139529,2733.03155,2737.290066,,,,,
3/4/2022 12:30,2723.118333,2724.142058,2733.035829,2737.292595,,,,,
3/4/2022 12:45,2723.119499,2724.141475,2733.033496,2737.290263,,,,,
3/4/2022 13:00,2723.118719,2724.142445,2733.032717,2737.294731,,,,,
3/4/2022 13:15,2723.118133,2724.142448,2733.035629,2737.291236,,,,,
3/4/2022 13:30,2723.118726,2724.141282,2733.037382,2737.297647,,,,,
3/4/2022 13:45,2723.116973,2724.144197,2733.037388,2737.295904,,,,,
3/4/2022 14:00,2723.116576,2724.143221,2733.034663,2737.296677,,,,,
3/4/2022 14:15,2723.118133,2724.143608,2733.036219,2737.294734,,,,,
3/4/2022 14:30,2723.118726,2724.14536,2733.036802,2737.294738,,,,,
3/4/2022 14:45,2723.119892,2724.145367,2733.037968,2737.296484,,,,,
