Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,Temp C,Vertical Position m,Battery V,Cable Pwr V
9/20/2023,13:16:10,0,-1.01,0.88,0.29,0.1,69.5,90,7.56,-1.436,0,0.1,0,7.44,0,1.218,11.588,-1.01,5.24,0
9/20/2023,13:16:20,0,-1.01,1.01,0.33,0.1,69.5,90,7.56,-1.436,0,0,0,7.71,0,1.218,11.605,-1.009,5.24,0
9/20/2023,13:16:30,0,-1.01,1.05,0.34,0,69.5,90,7.56,-1.436,0,0,0,7.75,0,1.218,11.607,-1.01,5.23,0
9/20/2023,13:16:40,0,-1.01,1.08,0.35,0.1,69.5,90,7.56,-1.436,0,0,0,7.75,0,1.218,11.611,-1.01,5.23,0
9/20/2023,13:16:50,0,-1.01,1.1,0.36,0.1,69.6,90.1,7.57,-1.436,0,0,0,7.74,0,1.218,11.618,-1.011,5.22,0
9/20/2023,13:17:00,0,-1.01,1.07,0.35,0.1,69.7,90.2,7.57,-1.436,0,0,0,7.64,0,1.218,11.627,-1.01,5.23,0
9/20/2023,13:17:10,0,-1.01,1,0.33,0,69.6,90.1,7.56,-1.436,0,0,0,7.51,0,1.218,11.638,-1.011,5.24,0
9/20/2023,13:17:20,0,-1.01,0.88,0.29,0.1,69.6,90.1,7.56,-1.436,0,0.1,0,7.35,0,1.218,11.654,-1.01,5.24,0
9/20/2023,13:17:30,0,-1.01,0.69,0.23,0.1,69.6,90.1,7.56,-1.436,0,0.1,0,7.05,0,1.218,11.667,-1.01,5.24,0
9/20/2023,13:17:40,0,-1.01,0.5,0.17,0.1,69.6,90.1,7.56,-1.436,0,0.1,0,6.79,0,1.218,11.674,-1.01,5.24,0
9/20/2023,13:17:50,0,-1.01,0.38,0.13,0.1,69.5,90,7.55,-1.436,0,0,0,6.61,0,1.218,11.67,-1.01,5.24,0
9/20/2023,13:18:00,0,-1.011,0.26,0.09,0.1,69.5,89.9,7.54,-1.437,0,0.1,0,6.53,0,1.218,11.67,-1.011,5.24,0
9/20/2023,13:18:10,0,-1.011,0.18,0.06,0.1,69.5,90,7.55,-1.437,0,0.1,0,6.46,0,1.218,11.688,-1.01,5.24,0
9/20/2023,13:18:20,0,-1.01,0.12,0.04,0.1,69.5,89.9,7.54,-1.436,0,0.1,0,6.43,0,1.218,11.709,-1.01,5.24,0
9/20/2023,13:18:30,0,-1.01,0.1,0.04,0.1,69.4,89.9,7.53,-1.436,0,0.1,0,6.36,0,1.218,11.717,-1.011,5.24,0
9/20/2023,13:18:40,0,-1.011,0.07,0.03,0.1,69.3,89.8,7.52,-1.437,0,0.1,0,6.49,0,1.218,11.712,-1.011,5.24,0
9/20/2023,13:18:50,0,-1.011,0.03,0.01,0.1,69.4,89.9,7.53,-1.437,0,0.1,0,6.92,0,1.218,11.701,-1.01,5.24,0
9/20/2023,13:19:00,0,-1.011,0.03,0.01,0.1,69.6,90.1,7.55,-1.437,0,0,0,6.98,0,1.218,11.707,-1.01,5.23,0
9/20/2023,13:19:10,0,-1.01,0.02,0.01,0.1,69.6,90.1,7.55,-1.436,0,0,0,6.92,0,1.218,11.719,-1.009,5.23,0
9/20/2023,13:19:20,0,-1.01,0.02,0.01,0.1,69.6,90.1,7.55,-1.436,0,0.1,0,6.89,0,1.218,11.729,-1.01,5.23,0
9/20/2023,13:19:30,0,-1.01,0.01,0.01,0.1,69.6,90.1,7.54,-1.436,0,0.1,0,6.82,0,1.218,11.745,-1.01,5.22,0
9/20/2023,13:19:40,0,-1.01,0,0,0.1,69.4,89.8,7.52,-1.436,0,0.1,0,6.72,0,1.218,11.751,-1.01,5.23,0
9/20/2023,13:19:50,0,-1.01,0.01,0.01,0.1,69.3,89.8,7.52,-1.436,0,0.1,0,6.59,0,1.218,11.732,-1.01,5.24,0
9/20/2023,13:20:00,0,-1.01,0.01,0.01,0.1,69.4,89.9,7.53,-1.435,0,0,0,6.49,0,1.218,11.718,-1.01,5.24,0
9/20/2023,13:20:10,0,-1.01,0.02,0.01,0.1,69.6,90.1,7.55,-1.435,0,0,0,6.46,0,1.218,11.718,-1.01,5.24,0
9/20/2023,13:20:20,0,-1.01,0.05,0.02,0.1,69.7,90.2,7.56,-1.435,0,0,0,6.44,0,1.218,11.738,-1.009,5.24,0
9/20/2023,13:20:30,0,-1.01,0.07,0.03,0,69.7,90.3,7.56,-1.436,0,0,0,6.43,0,1.218,11.767,-1.01,5.24,0
9/20/2023,13:20:40,0,-1.01,0.05,0.02,0.1,69.7,90.3,7.55,-1.436,0,0,0,6.45,0,1.218,11.799,-1.01,5.24,0
9/20/2023,13:20:50,0,-1.01,0.04,0.02,0,69.7,90.2,7.54,-1.436,0,0,0,6.44,0,1.218,11.827,-1.01,5.24,0
9/20/2023,13:21:00,0,-1.01,0.07,0.03,0,69.5,90,7.52,-1.436,0,0,0,6.41,0,1.218,11.849,-1.01,5.24,0
9/20/2023,13:21:10,0,-1.01,0.08,0.03,0.1,69.5,90,7.51,-1.436,0,0,0,6.44,0,1.218,11.877,-1.01,5.24,0
9/20/2023,13:21:20,0,-1.01,0.16,0.06,0,69.4,89.8,7.49,-1.436,0,0,0,6.54,0,1.218,11.887,-1.01,5.24,0
9/20/2023,13:21:30,0,-1.01,0.4,0.13,0,69.4,89.8,7.5,-1.436,0,0,0,6.86,0,1.218,11.884,-1.01,5.24,0
9/20/2023,13:21:40,0,-1.01,0.69,0.23,0,69.4,89.9,7.5,-1.436,0,0,0,7.26,0,1.218,11.878,-1.01,5.23,0
9/20/2023,13:21:50,0,-1.01,0.87,0.28,0,69.4,89.8,7.5,-1.436,0,0,0,7.49,0,1.218,11.868,-1.009,5.22,0
9/20/2023,13:22:00,0,-1.01,0.98,0.32,0,69.5,90,7.51,-1.436,0,0,0,7.6,0,1.218,11.862,-1.01,5.22,0
9/20/2023,13:22:10,0,-1.01,1.04,0.34,0,69.5,89.9,7.51,-1.435,0,0,0,7.6,0,1.218,11.849,-1.01,5.23,0
9/20/2023,13:22:20,0,-1.01,1.08,0.35,0,69.4,89.9,7.51,-1.435,0,0,0,7.7,0,1.218,11.85,-1.01,5.23,0
9/20/2023,13:22:30,0,-1.01,1.14,0.37,0,69.5,89.9,7.51,-1.436,0,0,0,7.89,0,1.218,11.859,-1.01,5.23,0
9/20/2023,13:22:40,0,-1.01,1.17,0.38,0,69.5,90,7.52,-1.436,0,0,0,7.87,0,1.218,11.865,-1.01,5.24,0
9/20/2023,13:22:50,0,-1.01,1.16,0.38,0,69.5,90,7.52,-1.436,0,0,0,7.88,0,1.218,11.875,-1.009,5.24,0
9/20/2023,13:23:00,0,-1.01,1.15,0.38,0,69.2,89.6,7.49,-1.436,0,0,0,7.99,0,1.218,11.859,-1.01,5.24,0
9/20/2023,13:23:10,0,-1.01,1.15,0.37,0,69,89.3,7.47,-1.436,0,0,0,8.12,0,1.218,11.805,-1.01,5.23,0
9/20/2023,13:23:20,0,-1.01,1.15,0.38,0,68.9,89.2,7.47,-1.435,0,0,0,8.2,0,1.218,11.761,-1.01,5.24,0
9/20/2023,13:23:30,0,-1.01,1.15,0.38,0,68.9,89.2,7.47,-1.435,0,0,0,8.22,0,1.218,11.74,-1.009,5.24,0
9/20/2023,13:23:40,0,-1.01,1.13,0.37,0,68.9,89.2,7.47,-1.436,0,0,0,8.18,0,1.218,11.729,-1.01,5.23,0
9/20/2023,13:23:50,0,-1.01,1.13,0.37,0,69.1,89.4,7.49,-1.435,0,0,0,8.11,0,1.218,11.726,-1.009,5.24,0
9/20/2023,13:24:00,0,-1.01,1.13,0.37,0,68.9,89.3,7.48,-1.436,0,0,0,7.96,0,1.218,11.712,-1.01,5.24,0
9/20/2023,13:24:10,0,-1.01,1.11,0.36,0,68.9,89.2,7.48,-1.436,0,0,0,7.86,0,1.218,11.689,-1.01,5.23,0
9/20/2023,13:24:20,0,-1.01,1.08,0.35,0,68.8,89,7.47,-1.436,0,0,0,7.79,0,1.218,11.644,-1.01,5.23,0
9/20/2023,13:24:30,0,-1.01,1.07,0.35,0,68.8,89.1,7.49,-1.436,0,0,0,7.75,0,1.218,11.588,-1.01,5.23,0
9/20/2023,13:24:40,0,-1.01,1.13,0.37,0,68.8,89.1,7.49,-1.436,0,0,0,7.55,0,1.218,11.531,-1.009,5.22,0
9/20/2023,13:24:50,0,-1.01,1.17,0.38,0,68.8,89.1,7.5,-1.436,0,0,0,7.31,0,1.218,11.504,-1.009,5.22,0
9/20/2023,13:25:00,0,-1.01,1.16,0.38,0,68.9,89.3,7.52,-1.436,0,0,0,7.25,0,1.218,11.493,-1.01,5.23,0
9/20/2023,13:25:10,0,-1.01,1.13,0.37,0,68.9,89.2,7.52,-1.436,0,0,0,7.12,0,1.218,11.48,-1.009,5.23,0
9/20/2023,13:25:20,0,-1.01,1.11,0.36,0,68.9,89.2,7.52,-1.435,0,0,0,6.95,0,1.218,11.467,-1.01,5.24,0
9/20/2023,13:25:30,0,-1.01,1.17,0.38,0,69,89.3,7.52,-1.435,0,0,0,7.56,0,1.218,11.467,-1.01,5.24,0
9/20/2023,13:25:40,0,-1.01,1.21,0.39,0,69,89.4,7.53,-1.435,0,0,0,8.01,0,1.218,11.464,-1.01,5.24,0
9/20/2023,13:25:50,0,-1.01,1.17,0.38,0,69.2,89.6,7.55,-1.436,0,0,0,8.12,0,1.218,11.472,-1.01,5.24,0
9/20/2023,13:26:00,0,-1.01,1.13,0.37,0,69.3,89.8,7.56,-1.436,0,0,0,8.48,0,1.218,11.49,-1.01,5.24,0
9/20/2023,13:26:10,0,-1.01,1.09,0.36,0,69.4,89.8,7.56,-1.436,0,0,0,8.6,0,1.218,11.513,-1.01,5.24,0
9/20/2023,13:26:20,0,-1.01,1.07,0.35,0,69.4,89.8,7.55,-1.436,0,0,0,8.6,0,1.218,11.542,-1.01,5.24,0
9/20/2023,13:26:30,0,-1.01,1.06,0.35,0,69.3,89.7,7.55,-1.436,0,0,0,8.6,0,1.218,11.55,-1.01,5.23,0
9/20/2023,13:26:40,0,-1.01,1.1,0.36,0,69.3,89.7,7.55,-1.436,0,0,0,8.64,0,1.218,11.538,-1.01,5.24,0
9/20/2023,13:26:50,0,-1.01,1.13,0.37,0,69.5,89.9,7.57,-1.436,0,0,0,8.78,0,1.218,11.531,-1.01,5.23,0
9/20/2023,13:27:00,0,-1.01,1.14,0.37,0,69.5,90,7.58,-1.436,0,0,0,8.86,0,1.218,11.521,-1.01,5.23,0
9/20/2023,13:27:10,0,-1.01,1.13,0.37,0,69.5,90,7.57,-1.436,0,0,0,8.76,0,1.218,11.542,-1.01,5.22,0
9/20/2023,13:27:20,0,-1.01,1.1,0.36,0,69.6,90.1,7.58,-1.436,0,0,0,8.72,0,1.218,11.565,-1.01,5.22,0
9/20/2023,13:27:30,0,-1.01,1.08,0.35,0,69.7,90.2,7.58,-1.436,0,0,0,8.73,0,1.218,11.594,-1.01,5.22,0
9/20/2023,13:27:40,0,-1.01,1.07,0.35,0,69.6,90.1,7.57,-1.436,0,0,0,8.71,0,1.218,11.614,-1.01,5.23,0
9/20/2023,13:27:50,0,-1.01,1.03,0.34,0,69.6,90.1,7.56,-1.436,0,0,0,8.6,0,1.218,11.639,-1.01,5.23,0
9/20/2023,13:28:00,0,-1.01,1.01,0.33,0,69.5,90,7.55,-1.436,0,0,0,8.6,0,1.218,11.663,-1.01,5.23,0
9/20/2023,13:28:10,0,-1.01,1.02,0.33,0,69.5,90,7.55,-1.436,0,0,0,8.6,0,1.218,11.667,-1.01,5.24,0
9/20/2023,13:28:20,0,-1.01,1.03,0.34,0,69.4,89.8,7.54,-1.436,0,0,0,8.55,0,1.218,11.658,-1.01,5.24,0
9/20/2023,13:28:30,0,-1.01,1.05,0.34,0,69.4,89.9,7.55,-1.436,0,0,0,8.55,0,1.218,11.641,-1.01,5.24,0
9/20/2023,13:28:40,0,-1.01,1.06,0.35,0,69.6,90.1,7.56,-1.436,0,0,0,8.55,0,1.218,11.636,-1.01,5.24,0
9/20/2023,13:28:50,0,-1.01,1.03,0.34,0,69.6,90.1,7.56,-1.436,0,0,0,8.56,0,1.218,11.666,-1.01,5.23,0
9/20/2023,13:29:00,0,-1.01,1.02,0.33,0,69.6,90.1,7.55,-1.436,0,0,0,8.6,0,1.218,11.69,-1.009,5.23,0
9/20/2023,13:29:10,0,-1.01,0.99,0.33,0,69.5,90,7.54,-1.436,0,0,0,8.61,0,1.218,11.697,-1.009,5.23,0
9/20/2023,13:29:20,0,-1.01,1,0.33,0,69.5,90,7.55,-1.436,0,0,0,8.63,0,1.218,11.705,-1.01,5.24,0
9/20/2023,13:29:30,0,-1.01,1.03,0.34,0,69.5,90,7.54,-1.435,0,0,0,8.63,0,1.218,11.718,-1.01,5.23,0
9/20/2023,13:29:40,0,-1.01,1.05,0.34,0,69.5,89.9,7.53,-1.435,0,0,0,8.62,0,1.218,11.733,-1.01,5.22,0
9/20/2023,13:29:50,0,-1.01,1.05,0.34,0,69.4,89.9,7.53,-1.435,0,0,0,8.62,0,1.218,11.741,-1.009,5.22,0
9/20/2023,13:30:00,0,-1.01,1.04,0.34,0,69.5,90,7.53,-1.436,0,0,0,8.67,0,1.218,11.758,-1.01,5.22,0
9/20/2023,13:30:10,0,-1.01,1.06,0.35,0,69.5,90,7.53,-1.436,0,0,0,8.67,0,1.218,11.777,-1.01,5.22,0
9/20/2023,13:30:20,0,-1.01,1.04,0.34,0,69.5,90,7.53,-1.436,0,0,0,8.64,0,1.218,11.796,-1.01,5.23,0
9/20/2023,13:30:30,0,-1.01,1.03,0.34,0,69.4,89.9,7.52,-1.436,0,0,0,8.56,0,1.218,11.808,-1.009,5.23,0
9/20/2023,13:30:40,0,-1.01,1.05,0.34,0,69.4,89.9,7.52,-1.436,0,0,0,8.59,0,1.218,11.82,-1.01,5.24,0
9/20/2023,13:30:50,0,-1.01,1.07,0.35,0,69.6,90.1,7.53,-1.436,0,0,0,8.64,0,1.218,11.822,-1.01,5.24,0
9/20/2023,13:31:00,0,-1.01,1.06,0.35,0,69.6,90.1,7.53,-1.436,0,0,0,8.61,0,1.218,11.819,-1.01,5.23,0
9/20/2023,13:31:10,0,-1.01,1.04,0.34,0,69.5,90,7.53,-1.436,0,0,0,8.58,0,1.218,11.818,-1.009,5.23,0
9/20/2023,13:31:20,0,-1.01,1.04,0.34,0,69.6,90.1,7.53,-1.435,0,0,0,8.59,0,1.218,11.828,-1.009,5.23,0
9/20/2023,13:31:30,0,-1.009,1.07,0.35,0,69.5,90,7.52,-1.435,0,0,0,8.66,0,1.218,11.844,-1.009,5.23,0
9/20/2023,13:31:40,0,-1.009,1.1,0.36,0,69.5,90,7.52,-1.435,0,0,0,8.7,0,1.218,11.86,-1.009,5.23,0
9/20/2023,13:31:50,0,-1.009,1.09,0.36,0,69.6,90.2,7.53,-1.435,0,0,0,8.7,0,1.218,11.875,-1.009,5.23,0
9/20/2023,13:32:00,0,-1.009,1.08,0.35,0,69.6,90.1,7.52,-1.435,0,0,0,8.71,0,1.218,11.876,-1.009,5.23,0
9/20/2023,13:32:10,0,-1.009,1.07,0.35,0,69.5,90,7.51,-1.435,0,0,0,8.65,0,1.218,11.877,-1.009,5.23,0
9/20/2023,13:32:20,0,-1.009,1.04,0.34,0,69.5,90,7.51,-1.435,0,0,0,8.62,0,1.218,11.892,-1.009,5.22,0
9/20/2023,13:32:30,0,-1.009,1.04,0.34,0,69.6,90,7.51,-1.435,0,0,0,8.64,0,1.218,11.916,-1.009,5.22,0
9/20/2023,13:32:40,0,-1.009,1.07,0.35,0,69.6,90.1,7.51,-1.435,0,0,0,8.65,0,1.218,11.942,-1.009,5.22,0
9/20/2023,13:32:50,0,-1.009,1.05,0.34,0,69.5,90,7.5,-1.435,0,0,0,8.67,0,1.218,11.949,-1.01,5.22,0
9/20/2023,13:33:00,0,-1.009,1.04,0.34,0,69.6,90.1,7.51,-1.435,0,0,0,8.72,0,1.218,11.951,-1.009,5.23,0
9/20/2023,13:33:10,0,-1.01,1.06,0.35,0,69.6,90.2,7.51,-1.435,0,0,0,8.67,0,1.218,11.976,-1.01,5.23,0
9/20/2023,13:33:20,0,-1.01,1.06,0.35,0,69.6,90.2,7.5,-1.436,0,0,0,8.63,0,1.218,12.005,-1.01,5.24,0
9/20/2023,13:33:30,0,-1.01,1.05,0.34,0,69.6,90.1,7.5,-1.436,0,0,0,8.64,0,1.218,12.033,-1.01,5.23,0
9/20/2023,13:33:40,0,-1.01,1.02,0.33,0,69.6,90.2,7.5,-1.436,0,0,0,8.63,0,1.218,12.059,-1.01,5.23,0
9/20/2023,13:33:50,0,-1.01,1,0.33,0,69.4,89.8,7.46,-1.436,0,0,0,8.58,0,1.218,12.082,-1.01,5.23,0
9/20/2023,13:34:00,0,-1.01,1.01,0.33,0,69.2,89.6,7.45,-1.436,0,0,0,8.55,0,1.218,12.092,-1.009,5.23,0
9/20/2023,13:34:10,0,-1.01,1.01,0.33,0,69.3,89.7,7.45,-1.436,0,0,0,8.55,0,1.218,12.096,-1.009,5.23,0
9/20/2023,13:34:20,0,-1.01,1.04,0.34,0,69.3,89.8,7.46,-1.435,0,0,0,8.61,0,1.218,12.104,-1.009,5.23,0
9/20/2023,13:34:30,0,-1.01,1.04,0.34,0,69.4,89.8,7.46,-1.435,0,0,0,8.65,0,1.218,12.117,-1.009,5.23,0
9/20/2023,13:34:40,0,-1.009,1.04,0.34,0,69.5,90,7.47,-1.435,0,0,0,8.58,0,1.218,12.132,-1.009,5.23,0
9/20/2023,13:34:50,0,-1.009,1.02,0.33,0,69.5,90,7.46,-1.435,0,0,0,8.6,0,1.218,12.15,-1.009,5.23,0
9/20/2023,13:35:00,0,-1.009,1,0.33,0,69.4,89.9,7.46,-1.435,0,0,0,8.62,0,1.218,12.168,-1.01,5.22,0
9/20/2023,13:35:10,0,-1.01,1,0.33,0,69.4,89.9,7.45,-1.435,0,0,0,8.63,0,1.218,12.179,-1.01,5.22,0
9/20/2023,13:35:20,0,-1.01,1,0.33,0,69.5,89.9,7.46,-1.435,0,0,0,8.66,0,1.218,12.18,-1.01,5.22,0
9/20/2023,13:35:30,0,-1.01,0.99,0.32,0,69.5,90,7.46,-1.435,0,0,0,8.65,0,1.218,12.172,-1.01,5.22,0
9/20/2023,13:35:40,0,-1.01,1,0.33,0,69.5,90,7.46,-1.435,0,0,0,8.67,0,1.218,12.182,-1.009,5.22,0
9/20/2023,13:35:50,0,-1.01,1.01,0.33,0,69.6,90.1,7.47,-1.435,0,0,0,8.64,0,1.218,12.197,-1.01,5.23,0
9/20/2023,13:36:00,0,-1.01,1,0.33,0,69.6,90.1,7.46,-1.436,0,0,0,8.58,0,1.218,12.22,-1.01,5.23,0
9/20/2023,13:36:10,0,-1.01,0.98,0.32,0,69.5,90,7.45,-1.436,0,0,0,8.65,0,1.218,12.24,-1.009,5.23,0
9/20/2023,13:36:20,0,-1.01,1.02,0.33,0,69.4,89.9,7.44,-1.436,0,0,0,8.73,0,1.218,12.251,-1.01,5.23,0
9/20/2023,13:36:30,0,-1.01,1.02,0.33,0,69.4,89.9,7.44,-1.436,0,0,0,8.7,0,1.218,12.255,-1.009,5.22,0
9/20/2023,13:36:40,0,-1.01,1,0.33,0,69.4,89.9,7.44,-1.435,0,0,0,8.65,0,1.218,12.258,-1.009,5.23,0
9/20/2023,13:36:50,0,-1.01,1.02,0.33,0,69.5,89.9,7.44,-1.435,0,0,0,8.64,0,1.218,12.266,-1.01,5.23,0
9/20/2023,13:37:00,0,-1.01,1.02,0.33,0,69.4,89.8,7.43,-1.435,0,0,0,8.66,0,1.218,12.27,-1.009,5.23,0
9/20/2023,13:37:10,0,-1.01,0.97,0.32,0,69.4,89.8,7.43,-1.435,0,0,0,8.57,0,1.218,12.268,-1.009,5.22,0
9/20/2023,13:37:20,0,-1.01,0.95,0.31,0,69.4,89.8,7.43,-1.435,0,0,0,8.55,0,1.218,12.263,-1.009,5.23,0
9/20/2023,13:37:30,0,-1.009,0.99,0.32,0,69.3,89.8,7.43,-1.435,0,0,0,8.59,0,1.218,12.248,-1.009,5.22,0
9/20/2023,13:37:40,0,-1.009,1.04,0.34,0,69.2,89.5,7.41,-1.435,0,0,0,8.6,0,1.218,12.226,-1.01,5.22,0
9/20/2023,13:37:50,0,-1.009,1.04,0.34,0,69.2,89.6,7.43,-1.435,0,0,0,8.65,0,1.218,12.206,-1.009,5.22,0
9/20/2023,13:38:00,0,-1.009,1.03,0.34,0,69.3,89.7,7.43,-1.435,0,0,0,8.68,0,1.218,12.205,-1.009,5.22,0
9/20/2023,13:38:10,0,-1.009,1.04,0.34,0,69.4,89.8,7.44,-1.435,0,0,0,8.69,0,1.218,12.21,-1.009,5.21,0
9/20/2023,13:38:20,0,-1.01,1.03,0.34,0,69.4,89.9,7.45,-1.435,0,0,0,8.67,0,1.218,12.216,-1.009,5.22,0
9/20/2023,13:38:30,0,-1.009,1.04,0.34,0,69.5,89.9,7.45,-1.435,0,0,0,8.66,0,1.218,12.222,-1.009,5.23,0
9/20/2023,13:38:40,0,-1.009,1.07,0.35,0,69.4,89.9,7.44,-1.435,0,0,0,8.66,0,1.218,12.228,-1.009,5.23,0
9/20/2023,13:38:50,0,-1.009,1.04,0.34,0,69.4,89.8,7.44,-1.435,0,0,0,8.71,0,1.218,12.235,-1.009,5.24,0
9/20/2023,13:39:00,0,-1.009,1.01,0.33,0,69.5,90,7.45,-1.435,0,0,0,8.68,0,1.218,12.244,-1.01,5.23,0
9/20/2023,13:39:10,0,-1.009,1,0.33,0,69.5,90,7.45,-1.435,0,0,0,8.62,0,1.218,12.254,-1.009,5.22,0
9/20/2023,13:39:20,0,-1.009,1.01,0.33,0,69.3,89.7,7.43,-1.435,0,0,0,8.64,0,1.218,12.251,-1.009,5.23,0
9/20/2023,13:39:30,0,-1.01,1.04,0.34,0,69.4,89.9,7.44,-1.435,0,0,0,8.7,0,1.218,12.244,-1.01,5.23,0
9/20/2023,13:39:40,0,-1.01,1.06,0.35,0,69.4,89.9,7.44,-1.435,0,0,0,8.73,0,1.218,12.245,-1.01,5.23,0
9/20/2023,13:39:50,0,-1.01,1.04,0.34,0,69.3,89.8,7.43,-1.435,0,0,0,8.71,0,1.218,12.236,-1.009,5.22,0
9/20/2023,13:40:00,0,-1.01,1.03,0.34,0,69.4,89.8,7.44,-1.436,0,0,0,8.73,0,1.218,12.227,-1.009,5.22,0
9/20/2023,13:40:10,0,-1.01,1.02,0.33,0,69.3,89.7,7.43,-1.435,0,0,0,8.77,0,1.218,12.211,-1.01,5.22,0
9/20/2023,13:40:20,0,-1.01,1.01,0.33,0,69.3,89.8,7.44,-1.435,0,0,0,8.76,0,1.218,12.206,-1.009,5.22,0
9/20/2023,13:40:30,0,-1.01,1.02,0.33,0,69.4,89.8,7.44,-1.435,0,0,0,8.77,0,1.218,12.217,-1.01,5.22,0
9/20/2023,13:40:40,0,-1.01,1.04,0.34,0,69.4,89.9,7.44,-1.435,0,0,0,8.81,0,1.218,12.231,-1.009,5.21,0
9/20/2023,13:40:50,0,-1.01,1.05,0.34,0,69.5,90,7.45,-1.435,0,0,0,8.8,0,1.218,12.246,-1.009,5.21,0
9/20/2023,13:41:00,0,-1.009,1.05,0.34,0,69.6,90.1,7.45,-1.435,0,0,0,8.82,0,1.218,12.264,-1.009,5.22,0
9/20/2023,13:41:10,0,-1.009,1.06,0.35,0,69.6,90.1,7.45,-1.435,0,0,0,8.81,0,1.218,12.284,-1.009,5.22,0
9/20/2023,13:41:20,0,-1.01,1.05,0.34,0,69.6,90.1,7.45,-1.435,0,0,0,8.78,0,1.218,12.303,-1.01,5.23,0
9/20/2023,13:41:30,0,-1.01,1.03,0.34,0,69.5,90,7.44,-1.435,0,0,0,8.71,0,1.218,12.306,-1.01,5.23,0
9/20/2023,13:41:40,0,-1.01,1.02,0.33,0,69.5,90,7.44,-1.436,0,0,0,8.7,0,1.218,12.307,-1.01,5.23,0
9/20/2023,13:41:50,0,-1.01,1.03,0.34,0,69.6,90.1,7.45,-1.436,0,0,0,8.79,0,1.218,12.323,-1.01,5.23,0
9/20/2023,13:42:00,0,-1.01,1.05,0.34,0,69.7,90.2,7.45,-1.436,0,0,0,8.88,0,1.218,12.344,-1.01,5.22,0
9/20/2023,13:42:10,0,-1.01,1.04,0.34,0,69.7,90.2,7.45,-1.436,0,0,0,8.87,0,1.218,12.367,-1.01,5.22,0
9/20/2023,13:42:20,0,-1.01,1.01,0.33,0,69.6,90.1,7.44,-1.436,0,0,0,8.86,0,1.218,12.389,-1.01,5.22,0
9/20/2023,13:42:30,0,-1.01,1.01,0.33,0,69.4,89.8,7.41,-1.436,0,0,0,8.83,0,1.218,12.401,-1.009,5.22,0
9/20/2023,13:42:40,0,-1.01,1.03,0.34,0,69.1,89.5,7.38,-1.436,0,0,0,8.9,0,1.218,12.393,-1.01,5.22,0
9/20/2023,13:42:50,0,-1.01,1.05,0.34,0,69,89.3,7.37,-1.436,0,0,0,8.9,0,1.218,12.385,-1.01,5.22,0
9/20/2023,13:43:00,0,-1.01,1.05,0.34,0,69.1,89.4,7.38,-1.436,0,0,0,8.91,0,1.218,12.385,-1.01,5.22,0
9/20/2023,13:43:10,0,-1.01,1.08,0.35,0,69.1,89.5,7.38,-1.436,0,0,0,8.99,0,1.218,12.389,-1.01,5.21,0
9/20/2023,13:43:20,0,-1.01,1.05,0.34,0,69.2,89.6,7.4,-1.436,0,0,0,8.99,0,1.218,12.395,-1.01,5.21,0
9/20/2023,13:43:30,0,-1.01,0.99,0.32,0,69.3,89.7,7.4,-1.436,0,0,0,8.88,0,1.218,12.397,-1.01,5.21,0
9/20/2023,13:43:40,0,-1.01,1,0.33,0,69.4,89.9,7.41,-1.436,0,0,0,8.91,0,1.218,12.403,-1.01,5.22,0
9/20/2023,13:43:50,0,-1.01,1.02,0.33,0,69.5,90,7.42,-1.436,0,0,0,8.99,0,1.218,12.418,-1.01,5.22,0
9/20/2023,13:44:00,0,-1.01,1.02,0.33,0,69.4,89.9,7.41,-1.436,0,0,0,8.97,0,1.218,12.431,-1.01,5.22,0
9/20/2023,13:44:10,0,-1.01,1.06,0.35,0,69.3,89.7,7.4,-1.436,0,0,0,9,0,1.218,12.435,-1.009,5.23,0
9/20/2023,13:44:20,0,-1.01,1.06,0.35,0,69.3,89.7,7.39,-1.436,0,0,0,9.04,0,1.218,12.44,-1.01,5.22,0
9/20/2023,13:44:30,0,-1.01,1.06,0.35,0,69.2,89.7,7.39,-1.436,0,0,0,9,0,1.218,12.441,-1.01,5.22,0
9/20/2023,13:44:40,0,-1.01,1.04,0.34,0,69.2,89.6,7.39,-1.436,0,0,0,9.07,0,1.218,12.432,-1.009,5.22,0
9/20/2023,13:44:50,0,-1.01,1.02,0.33,0,69.3,89.8,7.4,-1.436,0,0,0,9.02,0,1.218,12.423,-1.01,5.22,0
9/20/2023,13:45:00,0,-1.01,1.02,0.33,0,69.3,89.7,7.4,-1.436,0,0,0,8.93,0,1.218,12.423,-1.009,5.22,0
9/20/2023,13:45:10,0,-1.01,1.03,0.34,0,69.3,89.7,7.39,-1.435,0,0,0,9,0,1.218,12.41,-1.009,5.22,0
9/20/2023,13:45:20,0,-1.01,1.05,0.34,0,69.3,89.7,7.4,-1.435,0,0,0,9.09,0,1.218,12.381,-1.01,5.22,0
9/20/2023,13:45:30,0,-1.01,1.04,0.34,0,69.1,89.5,7.39,-1.435,0,0,0,9.13,0,1.218,12.345,-1.009,5.22,0
