Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/5/2023,20:00:00,39.4,-1.052,21.43,7.2,54.7,71,86.1,7.81,-1.493,0.02,53.7,35,5.75,0,1.193,17.95,-608,11.068,-1.054,5.46,0
7/5/2023,20:15:00,39.4,-1.051,21.69,7.29,54.8,71.1,86.2,7.85,-1.491,0.02,53.9,35,4.47,0,1.203,17.95,-608,10.941,-1.051,5.61,0
7/5/2023,20:30:00,39.3,-1.049,21.12,7.1,54.9,71.2,86.4,7.89,-1.488,0.02,54,35,4.06,0,1.193,17.96,-608,10.808,-1.05,5.65,0
7/5/2023,20:45:00,39.2,-1.048,21.51,7.23,54.9,71.3,86.5,7.92,-1.486,0.02,53.9,35,4.1,0,1.197,17.96,-608,10.677,-1.048,5.65,0
7/5/2023,21:00:00,39,-1.047,21.52,7.23,54.8,71.3,86.6,7.95,-1.485,0.02,53.9,35,4.27,0,1.2,17.97,-608,10.55,-1.049,5.65,0
7/5/2023,21:15:00,39,-1.047,21.51,7.23,55,71.3,86.5,7.96,-1.484,0.02,54,35,4.57,0,1.19,17.97,-608,10.432,-1.049,5.65,0
7/5/2023,21:30:00,39.2,-1.046,21.85,7.35,55.4,71.2,86.4,7.97,-1.483,0.02,54.5,35,4.38,0,1.199,17.98,-608,10.319,-1.045,5.65,0
7/5/2023,21:45:00,38.9,-1.045,21.55,7.24,55.1,71.2,86.4,7.99,-1.482,0.02,54.2,35,4.34,0,1.185,17.98,-608,10.207,-1.045,5.65,0
7/5/2023,22:00:00,38.6,-1.043,21.48,7.22,54.9,71.2,86.4,8.02,-1.48,0.02,54,35,4.34,0,1.191,17.99,-608,10.103,-1.043,5.65,0
7/5/2023,22:15:00,38.4,-1.043,21.46,7.21,54.8,71.2,86.4,8.03,-1.479,0.02,53.9,35,4.12,0,1.194,17.99,-608,10.001,-1.042,5.65,0
7/5/2023,22:30:00,38.4,-1.042,21.35,7.18,54.9,71.2,86.4,8.05,-1.478,0.02,53.9,35,4.27,0,1.196,17.99,-608,9.901,-1.044,5.65,0
7/5/2023,22:45:00,38.3,-1.042,21.32,7.17,55,71.2,86.4,8.07,-1.478,0.02,54,35,4.67,0,1.191,18,-608,9.807,-1.041,5.65,0
7/5/2023,23:00:00,38.3,-1.042,21.26,7.15,55,71.2,86.4,8.09,-1.478,0.02,54,35,4.03,0,1.188,18,-608,9.715,-1.044,5.65,0
7/5/2023,23:15:00,38.1,-1.042,21.22,7.14,54.9,71.3,86.5,8.12,-1.478,0.02,54,35,4.34,0,1.194,18.01,-608,9.631,-1.044,5.65,0
7/5/2023,23:30:00,38,-1.043,21.22,7.13,54.8,71.4,86.6,8.14,-1.479,0.02,53.9,35,4.14,0,1.186,18.01,-608,9.547,-1.044,5.65,0
7/5/2023,23:45:00,37.9,-1.043,21.17,7.12,54.8,71.4,86.7,8.17,-1.479,0.02,53.9,35,4.26,0,1.195,18.01,-608,9.47,-1.043,5.65,0
7/6/2023,0:00:00,37.9,-1.043,21.19,7.13,55,71.5,86.8,8.19,-1.479,0.02,54.1,35,4.2,0,1.192,18.01,-608,9.391,-1.044,5.65,0
7/6/2023,0:15:00,37.9,-1.043,21.08,7.09,55.1,71.5,86.8,8.21,-1.479,0.02,54.1,35,4.2,0,1.195,18.02,-608,9.313,-1.043,5.65,0
7/6/2023,0:30:00,37.8,-1.044,21.07,7.08,55,71.6,86.9,8.23,-1.48,0.02,54.1,35,4.21,0,1.192,18.02,-608,9.236,-1.043,5.65,0
7/6/2023,0:45:00,37.7,-1.044,21.01,7.06,55,71.6,86.9,8.24,-1.481,0.02,54,35,4.09,0,1.19,18.02,-608,9.181,-1.045,5.65,0
7/6/2023,1:00:00,38.1,-1.044,25.79,8.67,55.7,71.6,87,8.26,-1.481,0.02,54.7,36,3.98,0,1.189,18.03,-608,9.12,-1.044,5.65,0
7/6/2023,1:15:00,37.8,-1.043,21.48,7.22,55.3,71.7,87,8.28,-1.479,0.02,54.4,35,4.16,0,1.189,18.03,-608,9.058,-1.044,5.62,0
7/6/2023,1:30:00,37.5,-1.043,21.04,7.07,55,71.8,87.1,8.3,-1.479,0.02,54.1,35,4.12,0,1.196,18.03,-608,8.986,-1.044,5.65,0
7/6/2023,1:45:00,37.3,-1.043,20.96,7.05,54.8,71.8,87.2,8.32,-1.479,0.02,53.9,35,3.97,0,1.191,18.03,-608,8.909,-1.044,5.65,0
7/6/2023,2:00:00,37.6,-1.043,26.42,8.89,55.4,71.8,87.1,8.33,-1.48,0.02,54.4,35,3.87,0,1.192,18.04,-608,8.836,-1.043,5.64,0
7/6/2023,2:15:00,37.1,-1.044,21.2,7.13,54.8,71.9,87.3,8.36,-1.481,0.02,53.8,35,3.88,0,1.195,18.04,-608,8.767,-1.044,5.65,0
7/6/2023,2:30:00,36.9,-1.045,20.98,7.05,54.6,71.9,87.2,8.37,-1.483,0.02,53.6,35,3.9,0,1.198,18.04,-608,8.7,-1.044,5.62,0
7/6/2023,2:45:00,36.8,-1.047,20.92,7.03,54.5,71.9,87.2,8.38,-1.485,0.02,53.5,35,3.94,0,1.203,18.04,-608,8.642,-1.047,5.64,0
7/6/2023,3:00:00,36.7,-1.048,20.89,7.02,54.4,71.8,87.2,8.38,-1.487,0.02,53.5,35,3.73,0,1.191,18.05,-608,8.596,-1.047,5.65,0
7/6/2023,3:15:00,36.6,-1.049,20.83,7,54.3,71.8,87.2,8.39,-1.487,0.02,53.4,35,3.89,0,1.196,18.05,-608,8.559,-1.048,5.62,0
7/6/2023,3:30:00,36.5,-1.049,20.76,6.98,54.3,71.8,87.1,8.39,-1.488,0.02,53.3,35,3.68,0,1.2,18.05,-608,8.519,-1.049,5.64,0
7/6/2023,3:45:00,36.5,-1.049,20.77,6.98,54.2,71.8,87.1,8.41,-1.488,0.02,53.3,35,3.82,0,1.191,18.05,-608,8.463,-1.049,5.62,0
7/6/2023,4:00:00,36.4,-1.05,20.76,6.98,54.2,71.8,87.2,8.42,-1.49,0.02,53.2,35,3.86,0,1.199,18.05,-608,8.416,-1.05,5.65,0
7/6/2023,4:15:00,36.3,-1.049,20.74,6.97,54.1,71.8,87.1,8.42,-1.489,0.02,53.2,35,3.86,0,1.188,18.05,-608,8.378,-1.049,5.65,0
7/6/2023,4:30:00,36.3,-1.048,20.75,6.98,54.1,71.9,87.2,8.44,-1.486,0.02,53.2,35,3.69,0,1.203,18.06,-608,8.343,-1.047,5.63,0
7/6/2023,4:45:00,36.2,-1.046,20.69,6.96,54.1,71.8,87.2,8.45,-1.484,0.02,53.2,35,3.65,0,1.189,18.06,-608,8.293,-1.045,5.64,0
7/6/2023,5:00:00,36.1,-1.045,20.71,6.96,54,71.9,87.2,8.46,-1.482,0.02,53.1,35,3.68,0,1.198,18.06,-608,8.235,-1.044,5.6,0
7/6/2023,5:15:00,36,-1.044,20.7,6.96,54,71.9,87.3,8.48,-1.481,0.02,53.1,35,3.77,0,1.186,18.06,-608,8.169,-1.045,5.61,0
7/6/2023,5:30:00,35.9,-1.043,20.65,6.94,54,71.9,87.3,8.5,-1.479,0.02,53.1,35,3.84,0,1.186,18.07,-608,8.101,-1.042,5.62,0
7/6/2023,5:45:00,35.9,-1.043,20.73,6.97,54,71.9,87.2,8.5,-1.48,0.02,53.1,34,3.7,0,1.198,18.07,-608,8.036,-1.044,5.6,0
7/6/2023,6:00:00,35.8,-1.041,20.66,6.95,53.9,71.9,87.2,8.52,-1.477,0.02,53,34,3.8,0,1.198,18.07,-608,7.971,-1.04,5.61,0
7/6/2023,6:15:00,35.7,-1.04,20.66,6.94,53.9,72,87.3,8.54,-1.475,0.02,53,34,3.68,0,1.186,18.07,-608,7.918,-1.039,5.6,0
7/6/2023,6:30:00,35.6,-1.041,20.71,6.96,53.8,72,87.4,8.55,-1.476,0.02,52.9,34,3.69,0,1.191,18.07,-608,7.879,-1.041,5.61,0
7/6/2023,6:45:00,35.6,-1.04,20.73,6.97,53.8,72,87.4,8.56,-1.476,0.02,52.9,34,3.74,0,1.186,18.07,-608,7.86,-1.039,5.62,0
7/6/2023,7:00:00,35.5,-1.04,20.77,6.98,53.7,72,87.4,8.56,-1.475,0.02,52.8,34,3.89,0,1.2,18.08,-608,7.846,-1.041,5.59,0
7/6/2023,7:15:00,35.5,-1.04,20.74,6.97,53.7,72,87.4,8.56,-1.475,0.02,52.8,34,3.71,0,1.186,18.07,-608,7.85,-1.039,5.61,0
7/6/2023,7:30:00,35.5,-1.039,20.72,6.97,53.6,72,87.4,8.56,-1.474,0.02,52.7,34,3.6,0,1.192,18.07,-608,7.884,-1.039,5.6,0
7/6/2023,7:45:00,35.5,-1.039,20.68,6.95,53.5,72.1,87.5,8.55,-1.474,0.02,52.6,34,3.58,0,1.193,18.07,-608,7.947,-1.039,5.61,0
7/6/2023,8:00:00,35.5,-1.04,20.79,6.99,53.5,72.1,87.5,8.53,-1.475,0.02,52.6,34,3.53,0,1.197,18.07,-608,8.022,-1.041,5.62,0
7/6/2023,8:15:00,35.6,-1.039,20.6,6.93,53.5,72.2,87.6,8.52,-1.474,0.02,52.6,34,3.96,0,1.191,18.06,-608,8.122,-1.038,5.6,0
