Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/6/2023,8:30:00,35.7,-1.038,20.61,6.93,53.4,72.2,87.7,8.51,-1.472,0.02,52.5,34,3.61,0,1.196,18.06,-608,8.24,-1.037,5.61,0
7/6/2023,8:45:00,35.8,-1.038,20.55,6.91,53.4,72.4,87.9,8.49,-1.472,0.02,52.5,34,3.59,0,1.193,18.05,-608,8.393,-1.037,5.59,0
7/6/2023,9:00:00,36.1,-1.038,20.43,6.87,53.5,72.5,88,8.46,-1.473,0.02,52.6,34,3.62,0,1.197,18.05,-608,8.58,-1.037,5.59,0
7/6/2023,9:15:00,36.3,-1.039,20.41,6.86,53.5,72.4,87.9,8.42,-1.473,0.02,52.6,34,3.48,0,1.193,18.04,-608,8.785,-1.04,5.6,0
7/6/2023,9:30:00,36.4,-1.04,20.27,6.82,53.3,72.3,87.7,8.34,-1.476,0.02,52.4,34,3.66,0,1.197,18.03,-608,9.043,-1.04,5.59,0
7/6/2023,9:45:00,36.6,-1.04,20.06,6.75,53.1,72.2,87.6,8.27,-1.475,0.02,52.2,34,3.68,0,1.193,18.02,-608,9.342,-1.04,5.6,0
7/6/2023,10:00:00,36.8,-1.041,19.97,6.71,53,72.4,87.8,8.23,-1.476,0.02,52,34,3.61,0,1.197,18,-608,9.692,-1.041,5.59,0
7/6/2023,10:15:00,37.2,-1.041,19.82,6.66,52.9,72.4,87.9,8.15,-1.477,0.02,51.9,34,3.74,0,1.193,17.99,-608,10.103,-1.04,5.61,0
7/6/2023,10:30:00,37.6,-1.042,19.71,6.63,52.8,72.1,87.6,8.03,-1.478,0.02,51.9,34,3.64,0,1.197,17.97,-608,10.58,-1.043,5.61,0
7/6/2023,10:45:00,38.1,-1.041,19.47,6.55,52.8,72.4,87.8,7.97,-1.476,0.02,51.9,34,3.68,0,1.191,17.95,-608,11.046,-1.043,5.6,0
7/6/2023,11:00:00,38.6,-1.041,19.29,6.49,52.8,72.2,87.7,7.86,-1.476,0.02,51.9,34,3.95,0,1.197,17.93,-608,11.56,-1.042,5.61,0
7/6/2023,11:15:00,39.1,-1.041,19.18,6.45,52.8,72.5,87.9,7.8,-1.476,0.02,51.9,34,4,0,1.191,17.91,-608,12.058,-1.042,5.61,0
7/6/2023,11:30:00,39.6,-1.042,19.08,6.41,53,72.4,87.8,7.71,-1.477,0.02,52.1,34,4,0,1.196,17.9,-608,12.49,-1.042,5.61,0
7/6/2023,11:45:00,40.1,-1.043,19.03,6.4,53.1,72.5,88,7.65,-1.478,0.02,52.2,34,4,0,1.193,17.88,-608,12.915,-1.043,5.63,0
7/6/2023,12:00:00,40.5,-1.042,18.94,6.37,53,72.5,88,7.59,-1.478,0.02,52.2,34,4.05,0,1.197,17.86,-608,13.292,-1.044,5.61,0
7/6/2023,12:15:00,40.8,-1.048,18.92,6.36,53,72.3,87.8,7.51,-1.485,0.02,52.1,34,4,0,1.192,17.85,-608,13.665,-1.049,5.63,0
7/6/2023,12:30:00,41.2,-1.047,18.98,6.38,53,72.6,88.1,7.48,-1.485,0.02,52.1,34,4.05,0,1.197,17.84,-608,14.014,-1.048,5.62,0
7/6/2023,12:45:00,41.5,-1.046,18.9,6.35,53,72.3,87.8,7.4,-1.483,0.02,52.1,34,4.14,0,1.193,17.83,-608,14.33,-1.048,5.63,0
7/6/2023,13:00:00,41.8,-1.05,18.97,6.38,53,72.5,88,7.37,-1.488,0.02,52.1,34,4.2,0,1.197,17.82,-608,14.601,-1.051,5.64,0
7/6/2023,13:15:00,42.1,-1.05,19.02,6.39,52.9,72.5,88,7.33,-1.489,0.02,52.1,34,4.29,0,1.194,17.81,-608,14.867,-1.052,5.63,0
7/6/2023,13:30:00,42.3,-1.051,18.98,6.38,53,72.3,87.8,7.28,-1.489,0.02,52.2,34,4.32,0,1.197,17.8,-608,15.056,-1.052,5.65,0
7/6/2023,13:45:00,42.5,-1.051,19.15,6.44,53.1,72.3,87.8,7.26,-1.49,0.02,52.3,34,4.51,0,1.193,17.79,-608,15.224,-1.052,5.62,0
7/6/2023,14:00:00,42.7,-1.053,19.19,6.45,53.2,72.4,87.8,7.25,-1.493,0.02,52.4,34,4.45,0,1.197,17.79,-608,15.338,-1.053,5.64,0
7/6/2023,14:15:00,42.8,-1.052,19.29,6.49,53.2,72.4,87.8,7.24,-1.491,0.02,52.4,34,4.8,0,1.192,17.79,-608,15.395,-1.055,5.63,0
7/6/2023,14:30:00,43,-1.054,19.51,6.56,53.3,72.2,87.7,7.22,-1.494,0.02,52.6,34,4.94,0,1.197,17.78,-608,15.434,-1.056,5.61,0
7/6/2023,14:45:00,42.9,-1.056,19.57,6.58,53.4,72.1,87.5,7.21,-1.496,0.02,52.6,34,4.84,0,1.194,17.79,-608,15.345,-1.058,5.65,0
7/6/2023,15:00:00,42.7,-1.057,19.57,6.58,53.5,72.1,87.6,7.26,-1.498,0.02,52.7,34,4.88,0,1.196,17.8,-608,15.059,-1.059,5.65,0
7/6/2023,15:15:00,42.8,-1.057,19.88,6.69,53.7,72.2,87.6,7.28,-1.499,0.02,52.9,34,4.76,0,1.193,17.8,-608,14.988,-1.059,5.65,0
7/6/2023,15:30:00,42.8,-1.06,19.95,6.71,53.8,72,87.4,7.28,-1.503,0.02,53,34,4.65,0,1.186,17.8,-608,14.913,-1.063,5.65,0
7/6/2023,15:45:00,42.6,-1.06,20.1,6.76,53.9,72.2,87.7,7.33,-1.502,0.02,53.1,35,4.79,0,1.204,17.81,-608,14.68,-1.062,5.64,0
7/6/2023,16:00:00,42.6,-1.061,20.19,6.79,54,72.1,87.6,7.34,-1.503,0.02,53.1,35,4.36,0,1.189,17.82,-608,14.563,-1.063,5.65,0
7/6/2023,16:15:00,42.3,-1.061,20.33,6.83,54.1,72,87.4,7.38,-1.504,0.02,53.3,35,4.32,0,1.191,17.83,-608,14.22,-1.063,5.65,0
7/6/2023,16:30:00,42.1,-1.063,20.61,6.93,54.4,72.1,87.5,7.46,-1.506,0.02,53.5,35,4.37,0,1.193,17.84,-608,13.819,-1.065,5.62,0
7/6/2023,16:45:00,42,-1.063,20.65,6.94,54.4,72,87.4,7.47,-1.507,0.02,53.5,35,4.25,0,1.191,17.85,-608,13.697,-1.063,5.65,0
7/6/2023,17:00:00,41.8,-1.064,20.73,6.97,54.5,71.8,87.1,7.5,-1.508,0.02,53.6,35,4.46,0,1.192,17.86,-608,13.397,-1.066,5.64,0
7/6/2023,17:15:00,41.7,-1.064,20.96,7.05,54.9,71.9,87.3,7.57,-1.509,0.02,54,35,5.36,0,1.194,17.87,-608,13.056,-1.065,5.65,0
7/6/2023,17:30:00,41.6,-1.065,21.12,7.1,55.2,72,87.4,7.63,-1.51,0.02,54.3,35,5.84,0,1.193,17.89,-608,12.752,-1.066,5.65,0
7/6/2023,17:45:00,41.4,-1.065,21.26,7.15,55.3,72.1,87.5,7.68,-1.51,0.02,54.4,35,4.76,0,1.197,17.89,-608,12.492,-1.066,5.61,0
7/6/2023,18:00:00,41.6,-1.067,21.58,7.26,55.8,72.2,87.6,7.72,-1.512,0.02,54.9,36,4.71,0,1.192,17.9,-608,12.338,-1.069,5.61,0
7/6/2023,18:15:00,41.4,-1.068,21.57,7.25,55.8,72.2,87.6,7.75,-1.514,0.02,54.9,36,4.48,0,1.197,17.91,-608,12.162,-1.07,5.61,0
7/6/2023,18:30:00,41.3,-1.069,21.59,7.26,55.9,72.2,87.6,7.78,-1.516,0.02,54.9,36,4.63,0,1.194,17.91,-608,12.017,-1.069,5.63,0
7/6/2023,18:45:00,41.1,-1.069,21.67,7.29,55.8,72.1,87.5,7.79,-1.516,0.02,54.9,36,4.46,0,1.197,17.92,-608,11.842,-1.07,5.65,0
7/6/2023,19:00:00,40.7,-1.068,21.54,7.24,55.6,72.1,87.4,7.83,-1.514,0.02,54.6,36,4.99,0,1.193,17.93,-608,11.629,-1.069,5.62,0
7/6/2023,19:15:00,40.4,-1.069,21.43,7.2,55.4,72,87.3,7.85,-1.516,0.02,54.5,35,4.42,0,1.197,17.93,-608,11.471,-1.07,5.61,0
7/6/2023,19:30:00,40.6,-1.069,23.35,7.85,55.9,71.9,87.2,7.86,-1.516,0.02,54.9,36,4.71,0,1.195,17.94,-608,11.34,-1.071,5.61,0
7/6/2023,19:45:00,41,-1.069,23.75,7.99,56.6,71.8,87.2,7.88,-1.515,0.03,55.7,36,4.68,0,1.193,17.94,-608,11.222,-1.07,5.61,0
7/6/2023,20:00:00,40.3,-1.068,21.81,7.33,55.8,71.9,87.2,7.91,-1.514,0.02,54.8,36,4.5,0,1.191,17.95,-608,11.087,-1.069,5.64,0
7/6/2023,20:15:00,39.9,-1.067,21.4,7.2,55.5,71.8,87.2,7.93,-1.513,0.02,54.6,35,4.44,0,1.195,17.95,-608,10.955,-1.066,5.61,0
7/6/2023,20:30:00,39.7,-1.067,21.6,7.26,55.4,71.9,87.2,7.96,-1.514,0.02,54.5,35,4.3,0,1.191,17.96,-608,10.825,-1.066,5.61,0
7/6/2023,20:45:00,39.5,-1.067,21.58,7.26,55.4,71.9,87.3,7.99,-1.513,0.02,54.4,35,4.38,0,1.196,17.96,-608,10.704,-1.067,5.6,0
7/6/2023,21:00:00,39.4,-1.066,21.5,7.23,55.3,72,87.4,8.02,-1.512,0.02,54.4,35,4.34,0,1.191,17.97,-608,10.59,-1.066,5.61,0
7/6/2023,21:15:00,39.3,-1.066,21.43,7.2,55.4,72.1,87.5,8.04,-1.511,0.02,54.4,35,4.46,0,1.193,17.97,-608,10.475,-1.065,5.6,0
7/6/2023,21:30:00,39.2,-1.066,21.45,7.21,55.4,72.1,87.5,8.07,-1.512,0.02,54.4,35,4.5,0,1.193,17.98,-608,10.365,-1.067,5.6,0
7/6/2023,21:45:00,39,-1.065,21.32,7.17,55.3,72.2,87.6,8.09,-1.511,0.02,54.3,35,4.4,0,1.193,17.98,-608,10.262,-1.066,5.6,0
7/6/2023,22:00:00,38.9,-1.064,21.29,7.16,55.3,72.2,87.7,8.12,-1.509,0.02,54.3,35,4.42,0,1.191,17.98,-608,10.169,-1.063,5.61,0
7/6/2023,22:15:00,39.1,-1.064,21.35,7.18,55.7,72.3,87.8,8.14,-1.509,0.02,54.7,36,4.6,0,1.196,17.99,-608,10.083,-1.065,5.59,0
7/6/2023,22:30:00,39.1,-1.063,21.12,7.1,55.7,72.3,87.8,8.16,-1.508,0.02,54.7,36,4.34,0,1.194,17.99,-608,10.011,-1.063,5.6,0
7/6/2023,22:45:00,38.9,-1.064,20.89,7.02,55.5,72.3,87.8,8.17,-1.509,0.02,54.6,35,4.4,0,1.197,17.99,-608,9.954,-1.065,5.59,0
7/6/2023,23:00:00,38.7,-1.064,21,7.06,55.3,72.3,87.8,8.19,-1.509,0.02,54.4,35,4.34,0,1.191,17.99,-608,9.895,-1.065,5.62,0
7/6/2023,23:15:00,38.6,-1.064,21.08,7.09,55.3,72.4,87.8,8.2,-1.509,0.02,54.3,35,4.35,0,1.196,18,-608,9.84,-1.065,5.58,0
7/6/2023,23:30:00,38.5,-1.065,21.1,7.1,55.2,72.3,87.8,8.21,-1.51,0.02,54.2,35,4.39,0,1.194,18,-608,9.786,-1.065,5.6,0
7/6/2023,23:45:00,38.4,-1.066,20.89,7.02,55.1,72.3,87.8,8.22,-1.511,0.02,54.2,35,4.54,0,1.197,18,-608,9.737,-1.068,5.6,0
7/7/2023,0:00:00,38.3,-1.066,21.15,7.11,55.1,72.3,87.7,8.22,-1.512,0.02,54.2,35,4.45,0,1.191,18,-608,9.689,-1.068,5.58,0
7/7/2023,0:15:00,38.2,-1.066,21,7.06,55.1,72.3,87.7,8.23,-1.512,0.02,54.1,35,4.25,0,1.197,18,-608,9.644,-1.067,5.59,0
7/7/2023,0:30:00,38.2,-1.067,20.9,7.03,55.1,72.3,87.7,8.24,-1.513,0.02,54.1,35,4.15,0,1.195,18.01,-608,9.597,-1.068,5.59,0
7/7/2023,0:45:00,38.1,-1.067,21.05,7.08,55,72.3,87.7,8.25,-1.513,0.02,54,35,4.22,0,1.197,18.01,-608,9.551,-1.069,5.59,0
7/7/2023,1:00:00,38,-1.068,20.93,7.04,55,72.3,87.7,8.25,-1.514,0.02,54,35,4.21,0,1.193,18.01,-608,9.506,-1.071,5.6,0
7/7/2023,1:15:00,37.9,-1.067,20.87,7.02,54.9,72.3,87.8,8.27,-1.514,0.02,53.9,35,4.23,0,1.197,18.01,-608,9.45,-1.068,5.58,0
7/7/2023,1:30:00,37.8,-1.067,20.66,6.95,54.8,72.3,87.8,8.28,-1.513,0.02,53.9,35,4.19,0,1.194,18.01,-608,9.406,-1.066,5.59,0
7/7/2023,1:45:00,38.1,-1.067,21.3,7.16,55.3,72.3,87.7,8.29,-1.514,0.02,54.3,35,4.06,0,1.196,18.02,-608,9.35,-1.067,5.58,0
7/7/2023,2:00:00,37.7,-1.068,20.59,6.92,54.9,72.3,87.7,8.3,-1.514,0.02,53.9,35,4.27,0,1.192,18.02,-608,9.289,-1.067,5.59,0
7/7/2023,2:15:00,37.6,-1.067,20.74,6.97,54.7,72.3,87.7,8.31,-1.514,0.02,53.8,35,4.13,0,1.195,18.02,-608,9.226,-1.068,5.6,0
7/7/2023,2:30:00,37.5,-1.066,20.74,6.97,54.7,72.3,87.7,8.32,-1.513,0.02,53.7,35,3.97,0,1.193,18.02,-608,9.171,-1.067,5.58,0
7/7/2023,2:45:00,37.4,-1.067,20.71,6.96,54.6,72.2,87.6,8.33,-1.514,0.02,53.7,35,3.92,0,1.191,18.03,-608,9.101,-1.066,5.58,0
7/7/2023,3:00:00,37.3,-1.067,20.61,6.93,54.6,72.2,87.7,8.34,-1.514,0.02,53.6,35,4.1,0,1.193,18.03,-608,9.042,-1.069,5.57,0
7/7/2023,3:15:00,37.2,-1.067,20.72,6.97,54.5,72.2,87.7,8.35,-1.513,0.02,53.6,35,3.97,0,1.196,18.03,-608,8.984,-1.068,5.58,0
7/7/2023,3:30:00,37.1,-1.068,20.48,6.89,54.5,72.3,87.7,8.37,-1.514,0.02,53.5,35,3.93,0,1.192,18.03,-608,8.922,-1.068,5.58,0
7/7/2023,3:45:00,37,-1.068,20.55,6.91,54.4,72.3,87.7,8.38,-1.515,0.02,53.5,35,3.99,0,1.197,18.03,-608,8.873,-1.068,5.56,0
7/7/2023,4:00:00,36.9,-1.069,20.6,6.93,54.4,72.3,87.7,8.39,-1.517,0.02,53.4,35,3.78,0,1.196,18.04,-608,8.837,-1.071,5.57,0
7/7/2023,4:15:00,36.9,-1.07,20.42,6.86,54.3,72.3,87.7,8.39,-1.517,0.02,53.4,35,3.99,0,1.196,18.04,-608,8.81,-1.071,5.57,0
7/7/2023,4:30:00,36.9,-1.07,20.18,6.78,54.3,72.3,87.7,8.4,-1.518,0.02,53.4,35,3.77,0,1.193,18.04,-608,8.797,-1.07,5.58,0
7/7/2023,4:45:00,36.8,-1.072,20.4,6.86,54.3,72.3,87.7,8.4,-1.52,0.02,53.3,35,3.85,0,1.197,18.04,-608,8.778,-1.072,5.58,0
7/7/2023,5:00:00,36.8,-1.072,20.43,6.87,54.2,72.3,87.7,8.4,-1.52,0.02,53.3,35,3.85,0,1.194,18.04,-608,8.768,-1.073,5.57,0
7/7/2023,5:15:00,36.8,-1.072,19.96,6.71,54.2,72.2,87.7,8.4,-1.52,0.02,53.3,35,3.92,0,1.197,18.04,-608,8.759,-1.073,5.58,0
7/7/2023,5:30:00,36.7,-1.072,20.47,6.88,54.2,72.3,87.7,8.4,-1.52,0.02,53.3,35,3.75,0,1.192,18.04,-608,8.739,-1.071,5.57,0
7/7/2023,5:45:00,36.7,-1.072,20.28,6.82,54.2,72.3,87.8,8.41,-1.52,0.02,53.3,35,3.85,0,1.197,18.04,-608,8.731,-1.072,5.58,0
7/7/2023,6:00:00,36.7,-1.071,19.79,6.65,54.2,72.3,87.7,8.41,-1.519,0.02,53.3,35,3.81,0,1.193,18.04,-608,8.71,-1.071,5.58,0
7/7/2023,6:15:00,36.9,-1.07,21.59,7.26,54.5,72.3,87.8,8.42,-1.518,0.02,53.6,35,4.41,0,1.197,18.04,-608,8.694,-1.07,5.57,0
7/7/2023,6:30:00,36.6,-1.07,20.62,6.93,54.2,72.4,87.8,8.43,-1.518,0.02,53.2,35,4.02,0,1.194,18.04,-608,8.693,-1.072,5.57,0
7/7/2023,6:45:00,36.8,-1.068,20.86,7.01,54.4,72.4,87.8,8.42,-1.515,0.02,53.5,35,4.31,0,1.196,18.04,-608,8.709,-1.068,5.57,0
7/7/2023,7:00:00,36.9,-1.067,20.91,7.03,54.5,72.4,87.9,8.43,-1.514,0.02,53.6,35,4.74,0,1.194,18.04,-608,8.718,-1.066,5.58,0
7/7/2023,7:15:00,36.6,-1.068,20.69,6.96,54,72.4,87.9,8.42,-1.515,0.02,53.1,35,4.25,0,1.196,18.04,-608,8.74,-1.068,5.58,0
7/7/2023,7:30:00,36.6,-1.067,20.68,6.95,54,72.5,87.9,8.42,-1.514,0.02,53,34,3.96,0,1.194,18.04,-608,8.78,-1.068,5.57,0
7/7/2023,7:45:00,36.7,-1.065,20.77,6.98,54,72.5,88,8.41,-1.511,0.02,53.1,35,4.09,0,1.192,18.04,-608,8.834,-1.066,5.57,0
7/7/2023,8:00:00,36.7,-1.065,20.81,6.99,54,72.5,88,8.4,-1.511,0.02,53.1,35,3.94,0,1.202,18.03,-608,8.894,-1.065,5.57,0
7/7/2023,8:15:00,36.7,-1.065,20.61,6.93,53.8,72.6,88.1,8.4,-1.51,0.02,52.9,34,3.87,0,1.196,18.03,-608,8.98,-1.068,5.58,0
7/7/2023,8:30:00,36.7,-1.064,20.51,6.9,53.7,72.7,88.3,8.39,-1.51,0.02,52.8,34,4.04,0,1.204,18.03,-608,9.084,-1.064,5.58,0
7/7/2023,8:45:00,36.8,-1.065,20.55,6.91,53.6,72.7,88.3,8.37,-1.51,0.02,52.7,34,3.71,0,1.185,18.02,-608,9.214,-1.064,5.57,0
